,BTC,ETH,XRP,ETC,LTC,DASH,XEM,DOGE,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0154775659357854,0.252509677370233,0,0.0404742707317231,0.158376126345824,0.151472277497119,0.00542510715149106,0.18097467168885,0,0,0,0,-0.00649232496613488
ETH,0,0,0,-0.110900337439069,0,0.326735787935207,0.413735888092794,3.46944695195361e-18,0.372944293518394,-0.157493347633287,0.363893453892888,0,0,0,0,0.727169479596477
XRP,0,0,0,-0.00681379159907926,0,0,0.0481907169978271,0,0,0.113456912542968,0,0,0,0,0,0
ETC,0,-1.15147105340797,0,0,0,0.348012189743402,0,-1.10142555814506,0,0,0.368162662623181,0,0,0,0,0
LTC,0.472027014236662,0,0,-0.00276477368674694,0,0,0,0,0,0.0423390058498371,0.0100285671913353,0,0,0,0,-0.00562334620142488
DASH,0.208813993187308,0.441401807716863,0.051746008771291,0.0399737465950877,0,0,-0.241935358527779,-0.0453501092518799,-0.0716242756990896,0.21388945976132,0,0.290075628283484,-0.67027920007564,0,0,-0.255534316397327
XEM,0.105018075675239,0.492011928120934,0.0761329382224002,0.0970471900648018,0,-0.491140969403789,0,0.150907365854204,0,0.717505772075605,0.178129971957851,2.77555756156289e-17,-0.570002842740578,0,0,-0.414075322024888
DOGE,0,0,0,0.00653973869236834,0,0,0.211283477549503,0,0.0792920637229161,0,0,0,0,0,0,0
XMR,0.598483922338085,0.158474388427602,-0.325878297325879,-0.000710712042388036,0.507532180580041,0,0.0602701358838577,0.10327693356699,0,0.218502127877535,0,0.599142511005365,-1.15574025051906,0,0,0.333002128733787
XLM,0,-0.317641858662007,0.411080014395697,-0.0414326104376377,0.904623741487748,0.663507412531574,0.274416970428978,0,0.187475581600787,0,-0.224490393511421,0,0.889449311910478,0,0,-0.01455112318378
DGB,0,0.191336697251182,0,0.0267391804690878,1.16760828357764,0.486085315305564,0.283363098760444,0.178804348001952,-0.0208184878612784,-0.277573993817755,0,0,0,0,0,0
BV010082.Index,0,-0.0386770010354184,0,0.0141936464853841,0.0148108973587886,0,-0.0414844890191342,0,0.0344960839944572,0,0,0,0.354114747797982,0,0,0
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,-0.0411770906758892,0.0191046922045653,0,0.0030094625091179,-0.0148068849465207,0,0,0,-2.16840434497101e-19,0,-0.0171845752794159,0.0837859780793729,0,0,0,-0.054962484098401
SPX.Index,0,-0.00250001086199268,-0.00884843565344501,0,0,0.0171299679467925,-0.0119832975554613,0,0.0155787989293969,-0.00127510330983277,-0.00586607662742804,0.0491915301426484,-0.00997046428123019,0,0,-0.0604311156765644
VIX.Index,0,0,0,0.0638641714102889,0,0,-0.0753779370265954,-0.311324040861362,0,0,0,0,0,0,0,0
