,BTC,ETH,DASH,XRP,XMR,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.323455149637322,0.171092686790367,-0.00174051972053704,0.338938411087113,0,0.338987009580264,0,-0.189482644125162,0.103635144051313,0.248674190930464,-0.395828917298816,0.166466654148542,0,0,0,0,0
ETH,0,0,0,0,1.4145574278473,0,0.280329369267028,0,-0.359878362484528,0,0,-0.161905656275502,0,0,0,0,0,0
DASH,0,0,0,0,0,0,0,0.138147693780162,0,0,0,0,0,0,0,0,0,0
XRP,0,-8.67361737988404e-19,-0.0945046386776089,0,0.0601320044980618,0,0.111959903262055,0.0496940167634139,0.333244466134975,-0.738903829940942,0,0,0.161551904083056,0,0.950252332374075,0,0,0
XMR,0.542414769542727,0.366750218180443,0.096347369478162,0,0,0,0,0.0136660585240479,0.231125208841585,-0.223350447568372,0,0,-0.189215284977338,0,0,0,0,0
LTC,0.132190721977775,0.0493879543232564,0,0.0416919473834573,0.0203589501702898,0,0.0777817222640918,-0.125953127794466,0.100069498534514,0.0557246039184927,0,0,0,0,0.0245728852359125,0,0,0
ETC,0,0.430848385550705,0,0,0,0,0,0,0.234249162498059,0,0,0,0.169994513003224,0,0,0,0,0
XEM,-0.012366858631908,0,0,0,0,0,0,0,0.249392212869621,-0.366643413423154,0,0.15182405507603,0.650122793018202,0,0,0,0,0
ZEC,-0.180971145225222,0,0.292578667363527,-0.000996335133065776,0.237031747948768,0,0,0,0,0.163779681107294,0,0,0,0,0,0,0,0
DOGE,0,0,0,0,0,0,0.222534821473061,0,0.0993648603302394,0,0,0,0.115157111093915,0,0.232912454220716,0,0,0
XLM,0.346791557474448,0,-0.0748197661179032,0.585027787530329,-0.219976657030281,0,0.333946279708986,-0.149603388005566,0.194607745197683,0,0,-0.106594541534071,0.370115812184871,0,0.0473181870776478,0,0,-0.733716580227028
NEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0.100544241609919,-0.0322533881218643,0.16426106628273,-0.189785173889132,-6.93889390390723e-18,0,0,0.424919634013036,-0.235923188686203,-3.46944695195361e-18,0.343715614520758,0,0,0,0,0,0,0
BV010082.Index,0,0.0498712070442445,0.0628739152989648,-0.0605053084783919,-0.13183781072004,0.289717669882917,-0.242098082458362,0.114466432004386,-0.0612302746872506,0.0632067087606282,0.181211379283896,-0.00717925071417992,0,0,-0.189637875721744,1.19704265111169,0,0.115124314961797
CVIX.Index,0,0,0,0.102817007563808,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0.0263511948381188,0,-0.0117834302075589,0.00270555648171244,-0.00969022708239353,0,0.00789876909916334,0.00119432545607166,0,0,0,-0.00445021298860079,0,0.0975911274815046,0.00684970223865725,0,0,0.00241819021757672
SPX.Index,0.0176742695535917,0.00899906453034374,0,0.010076325035557,0,0,0,-0.00858138145866459,0,0,0,-0.00273546110344113,-0.00174424069031165,0,0,0,0,-0.0587908095025745
VIX.Index,0,0,-0.0927435369391954,0.0883929334150586,-0.113305852089994,0,0,0,0,0.0109932447625817,0,0,0,0,0.0709624240527951,0,0,0
