,BTC,ETH,DASH,XRP,XMR,ETC,LTC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.212015368894478,0.227486286066056,0,0.232907163988577,0.303475215079112,0,0.155800530158998,-0.214803024749451,0.34695226912814,0.274866344976063,-0.305157955590243,0,0,0,0,0,0.0266399326259328
ETH,0,0,0.178534728702209,0,0.955030129656566,0.688419335247857,0,0,0,0,0,-0.930545213117674,0,0,0,0,0,0
DASH,0,0.0845660650077103,0,0.112261021868521,0.398715630863549,-0.328959680653895,0,-0.219299084622534,0.213458447334152,-0.116502652269934,0,0.984041900821421,0.356487214083453,1.21400396896873,0,0,0,0.373483783427698
XRP,0,-0.0605960729040912,-0.0309607259910399,0,0,0.14862279252084,0,0,0.258623471438358,-0.370423207218876,0,0,0,0,0.535059995867561,0,0,0
XMR,0.668082349408371,0.369596762669471,0.0444917706880839,0,0,0,0,0.0765205273474429,0.138244809867198,-0.36483338586489,0,0,-0.428742974311521,-0.485868773987655,0,0,0,0
ETC,0,0.414354185397101,0,-0.0218640557972854,0,0,0,0,0.225525984356268,0,0,0,0.203887473291583,0,0,0,0,0
LTC,0.0833646159268262,0.047612710762052,0,0.0497965439713774,0.0192393125806653,0.0816004110314686,0,-0.116678551351239,0.0862995552098462,0.0942615225302018,0,0,0,0,0,0,0,0
XEM,0.031540491002787,0.338383141588805,0.0444872846148677,0.294937383224101,0.0764575952321156,0.680433375862339,-4.80133313346883,0,0.575997744002136,0.606967717360372,0,0.218587639314534,0.180064942630797,1.09009163501125,0,0,0,0.136861243235095
ZEC,0,0.0973265526373334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGE,0.373137440999758,0,0,-0.0213577807381584,0,0,0,0,0.0816703281514572,0,0,0,0,0,0.285291614621329,0,0,0
XLM,0.460342156068702,0,-0.16283721440293,0.473313566385957,0,0.016865908865103,0,-0.139694360420668,0,0,0,0.238227963060271,0.315537838472611,0,0.108199790503067,0,0,-0.721121279050235
NEO,0,-0.194291431156628,0.167801840601357,-0.109358102069156,-0.0565867603190797,0,0,0.157197130260041,0.0355339304223253,0,0,0,0,-1.73489496504847,0.259462742559645,0,0,0
DGB,0,0,0.30967711855869,-0.0349355270357658,-0.30102836591712,0.583221842722992,-1.05402668242722,0.228356260952574,-0.115645623087082,0.538375581485826,0.298033621199658,-0.139039938666675,0,0,0,0,0,-0.0203683701845968
BV010082.Index,0.0473129007369153,0,0.0623953977620503,-0.0299395038790989,-0.114865703362325,-0.0750139020566708,0,0.0606869908875323,-0.0197598896844222,0.0321482184998787,0,-0.226059700209314,0,0,0,0,0,0
CVIX.Index,0,-0.0395676682237481,0,0.149958185936542,0,0,0,0,0,0.243031236074719,0.11201744072653,0,0,0,0,0,0,0.26744946891448
DXY.Curncy,0.00727611333927312,-0.0173639717491637,-0.0060051988750033,0,0,0.0160029628837596,0,0.00881695700675844,0,0,0.00638385896506269,-0.0328733612755908,0,0.0786298706125592,0.00316646390372817,0,0,0
SPX.Index,0.00551050612566575,0.00996701607014232,0,0.00045390616458882,0.00681614361547676,0.00512183230962704,0,-0.00590179776962808,-0.0052205181465391,0,0.0145066016996274,-0.000559265668560804,-0.016550938342878,0,0.0151874563291,0,0,-0.0718764244366054
VIX.Index,0,0,-0.126625893906018,0.0735584284038161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
