,BTC,ETH,XRP,BCH,ADA,LTC,NEO,XLM,EOS,MIOTA,XEM,DASH,XMR,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.112718492447346,0,0.156871955970986,0,0.0747384183576752,0.110308726086416,0,0.0498744391560597,0,0.117000932839439,0.112850042034554,0,0,0,0,0,0,0,-0.00176580714821396
ETH,0.488671813362314,0,0,-0.0977247817456567,0.0384215491905475,0,0,0.269021354496904,0,0.154515435093791,0.0198122576207421,0,0,0,0.215586238475675,0,0,0,0,0
XRP,0,0,0,0,0.33563049656591,0,0,0,-0.0390106302298672,0.0903551041439822,0.14832554635007,0,0,0,0.211122975325732,0,0,0,0,0.0463173255870804
BCH,0,0,0,0,0.02220474154373,0.0930404662002887,0.0200444495654008,0,0,0.184242720153679,0,0.550647727624513,0.0931268319274676,0,0.099399240808047,0,0,0,0,-0.0692737697403001
ADA,0,0,0,0,0,0,0.121731624669663,0.00998042532281769,0.244989503845791,0,0.135452383101382,0.203037827259318,0.0582067421080732,0,0,0,0,0,0,0
LTC,0,0.198226806361693,0,0.294493211246212,0.0922861154307171,0,-0.0378706360194284,0,0.0640739053332842,0,0.0954425288999577,0,0,0,0,0,0.357611237718569,0,0,0.0604832893148135
NEO,0.729800282119354,0.128266958599196,0.179435806868689,0.122622578649985,0,-0.0270600714513089,0,0,-0.0464200974099254,1.73472347597681e-18,0,0,-0.0266581003635236,0,0,0,0,0,0,0
XLM,0,0,0,-0.0776147573123023,1.09492068836389,-0.320296686941487,0,0,0.0290282995186091,-0.528117426899702,-0.0996854079770507,0,0.119470702327372,0.686348210818809,0,0,0,0,0,-0.0638100169475179
EOS,0,0,0,0,0,-0.182060739295792,8.67361737988404e-19,0.373301493573499,0,0,0.0790503638345296,0,0.0638355060519149,0,0.613534298293735,0,0,0,0,0
MIOTA,0,0,0,0.199421747322279,0,0.419321442327336,0,-0.12632441718899,0,0,0.19802959719568,0.312124665650052,0,0,0,0,0,0,0,-0.0287713638407748
XEM,0,0,0,0,0,0,0,0.200330936801322,0.395766792941551,0.275434066250085,0,0,0,0,0,0,0,0,0,0.173258726957232
DASH,0,0,0.036848899491158,0.361422346647567,0.0804440586812103,0.017373591037246,0,0.0999228049349873,0.0780013127358206,0.103423498898177,0,0,0.13731767427574,0,0,0,0,0,0,0.0781180021235774
XMR,0,0,0,0.115358750098266,0.0834017699904517,0,0.138439109510335,0,-0.067011209855378,0,0.0531247444944223,0.575049175669754,0,0,0,0,0,0,0,0
TRX,0,0,0,0.250929026995259,0,0,0,0.375788550258658,0,0.0914134387321409,0.28108350719269,0,0,0,0,0,0,0,0,0.102518036863928
ETC,0,0.158310743912289,0.143287395667494,0.178774564245578,-0.0721049002438574,0,0.118655982351085,0,0.0955364521642959,-0.0547926484787315,0,0,0.293734205505642,0.211885666716304,0,0,-0.185464151186971,0,0,-0.0107285973634175
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0429468846606133
CVIX.Index,0,0,0,-0.108884694436165,0,0,0,0,0.0281532663241676,0,0.103695771426671,0,0,0,0,0,0,0,0,0.0127911245669613
DXY.Curncy,0,0.012724017566251,0,0,-0.0181367827033401,0.047542792310873,0,-0.00476476071553366,0.00193633038658339,0,-0.0197879989679395,-0.0300955919348406,0,0.0184194722184213,0,0,0,0,0,0.00845717145624865
SPX.Index,0,0,0,-0.00382695844845438,0,0,0.0118048752214884,0,0.0145563260087306,0,0.00387689780470159,-0.0359935679516738,0,-0.00313639168873819,0,0,0.0899833661077695,0,0,-0.0547810877722676
VIX.Index,0,-0.249353311586273,0.139274544002747,-0.236615328383702,0,0.317983976615062,0,0,-0.182429467695542,0.0405256920286687,0.289789028554497,0,0.0587388924067244,0.0558995350598019,0,-2.38885717964604,0,0,-6.65123206444677,0
