,BTC,ETH,BCH,XRP,LTC,DASH,XEM,XMR,MIOTA,ETC,NEO,ZEC,EOS,XLM,BAT,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.215107126182921,0.0997525979416313,0,0,0.0291517397661419,0.0765467414077311,0,0,0.103384400213607,0,0,0,0,0.138421533412365,0,0,0,0,0
ETH,0.708272771891806,0,0,0,0.0253892161048085,0,0.0192667221668621,0.061122714939005,0.198417463494885,0,0.0631019563935407,0,0,0,0.0255964808003524,0,0,0,0,0.0127879178317644
BCH,0,0,0,0.0595447103741789,0,0,0.46249901681133,-0.0309139402625907,0.162180801998837,0.144711154988799,0.318620752711651,0,-0.166184629450927,0.131698158356825,-0.228250813750721,0,0,0,0,0
XRP,0,0,0.0746686641629927,0,-0.117521564973747,0,0.302836262195313,0,0.0143805224020924,0,0.0349759075700422,0,0,0.273355965500111,0,0,0,0,0,0.12896045447117
LTC,0,0,0,0,0,0,0.162834317859716,0,0,0.60094382629654,0.0285855747210425,0,0,0.171788970716555,0.0664861139646328,0,0,0,0,0
DASH,0.691905220745602,0,0,0,-0.186480190975397,0,0.0462699232498179,0,0,0,0,0.787083695672878,0,0,-0.0956371017305229,0,0,0,0,-0.11102417786968
XEM,0,0.719220579100326,0.059459602077041,0.279608115268171,3.46944695195361e-18,0,0,0.0637485869928543,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0
XMR,0,0,0,0.311727138392223,0.0859618154231797,0.411561359774672,0.131563091095708,0,0.050330806544048,0,0.0695229935639964,0,0,0,0.015160716033049,0,0,0,0,-0.107473691346106
MIOTA,0,0,0.521878101841992,-0.0815825010404418,0,0,0,0.191028676498374,0,0,-0.290494399909661,0,0.548091962569761,0,0,0,0,0,0,0.616569706489732
ETC,0,0,0,0,0.699439362176103,0.0861024758223043,0,0,0,0,-0.0206481552361991,0,0,0.316698754291957,0,0,0,0,0,0
NEO,0,0,0.381571655853025,0,0,-0.218853336310547,0,0.34537677572805,0,0,0,0,0.269799322890177,0,0.251203757759178,0,0,0,0,-0.290694434829281
ZEC,0,0,0,0,0,0.280079377959007,0,0,0.0942109915417358,0,0.00499604582030957,0,0,0.42824040208573,0.251390055131589,0,0,0,0,0
EOS,0,0,0,0,0,0,0,0,0.0392094393868656,0,0.177373787566003,0,0,0,0.52210605859961,0,0,0,0,0
XLM,0,0,0.0231176513807027,0.446517070166032,0,-6.93889390390723e-18,3.46944695195361e-18,0.0630256403266847,0.0650051089299077,0.289036350688754,0,0.241043526924724,0,0,0,0,0,0,0,0.0591353406823464
BAT,1.0121034745149,0,-0.470415988159487,0,0.182304750028251,0,0.369374168871793,0.0759057702696395,0,0.15098637883025,-0.0627926368569343,1.73472347597681e-18,0.178083653071414,0,0,0,0.530184314745853,0,0,0
BV010082.Index,0,0,-0.0219686924007374,0,0,0,0,0,0,-0.0115071024120142,0.00412797316644473,0,0.0507963579092472,-0.0105430556083189,0,0,0,0,0,-0.0965309063530954
CVIX.Index,0,0,0,0,0.0271256964826865,-0.0199883796699747,-0.0863077734229966,0,-0.0210692233165327,0,0.0557873038812463,0,-0.0882138727868634,0.051751595694399,0.0714651966007756,0,0,0,0,0.0950203845898876
DXY.Curncy,0,-1.99406219480979e-05,0,0.0267056249153434,0.00157490140402147,-0.0277421877937489,0,-0.01562788878953,0.0194033218787919,2.16840434497101e-19,0.0120228003308326,0.0122460279976951,0,0,-0.0185180910781345,0,-0.0230186750877161,0,0,-0.0321430901541035
SPX.Index,0,0,0,0,0,-0.00566987662968719,0,0,0,0,0.000477533975196265,0,0,0.00197494185211047,0,0,0,0,0,-0.0384573321647325
VIX.Index,0,0.387276098413485,0.118809651633232,0.0731232735160494,-0.0331218792266573,-0.146630989864815,0,-0.0991245506560925,0.126594998085396,-0.112559016533961,0,0,-0.216858024608708,0,0,-1.10175197863033,0.210187892092341,0,0,0
