,BTC,ETH,BCH,XRP,LTC,DASH,XEM,XMR,MIOTA,ETC,NEO,ZEC,XLM,EOS,BAT,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.107408287966892,0.100191062718163,0,1.73472347597681e-18,0,0.0653376328996612,0,0,0.0971014813679393,0,0.0168122526264667,0,0.0249661512736582,0.120462055759576,0,0,0,0,0
ETH,0,0,0,0,0,0,0,0,0.193580418909774,0.0461943951725794,0.0193216149622191,0.0619603906394951,0,0.0882105432918452,0.163794320852202,0,0,0,0,0
BCH,0,0,0,0,0.239733343986145,-0.0345313469389747,0,0,-3.46944695195361e-18,0,0.234039206663854,-0.0299420541289707,0.595494630307209,-0.11381533887056,-0.202441402966612,0,0,0,0,0.0473769613699312
XRP,0,0,0.269748668540232,0,0.137980036650666,0,0,0,0,-0.34521055255483,-0.117403286975459,-0.194039020372511,0.476110218478736,0,0.25242493731049,0,0,0,0,-0.467596823392336
LTC,0,0,0,0,0,0,0,0,0.0810901648782946,0.604970439720885,0,0,0,0.148282805827367,0.116041621430916,0,0,0,0,0
DASH,0,0,0.158280301173153,0.15540942548225,-0.28808206104436,0,0,-0.033545807821258,0.113733232124868,0.176740449822562,3.46944695195361e-18,0.503637091880115,0,-0.0296436196958702,-0.0640231886280281,0,0.714485222241088,0,0,-0.266194145460357
XEM,0,0.454361956123884,0,0.123422178760196,0,0,0,0.042174174223134,0.0511504016176389,-0.0231317417657451,-0.0264137719598942,0,0,0,0.133883670623634,0,0,0,0,0.0914976769454966
XMR,0,-0.507467568692199,0,0.334864026050884,0,0.676893843464006,0,0,0,-0.0345813781043286,0.0066753493685938,0,0.305242557020976,0.156372388063032,0.0137050688525281,0,0,0,0,-0.0497403904847022
MIOTA,0,0.359008480122932,0.141814231800614,-0.0753738873293373,0.279061078918021,0.272251334688111,0.223739719753487,0.319830918508912,0,0,-0.0112214051129315,0,0,0,-0.120584099443286,0,0,0,0,0.783139807806047
ETC,0.429929343022309,0,0,0,0.505381647242678,0,0,0,0.0783636442168016,0,-0.0507442783826218,0.0659951122561879,0.0724213903110273,0,0,0,0,0,0,0
NEO,0,0,0,0,0,0,0,0.0376938281588073,0,0,0,0,0,0.689380889913574,0,0,0,0,0,-0.175190673356805
ZEC,0,0,0,0,0.22358169169077,0.72479752538069,0,0,3.46944695195361e-18,0.00948297618667386,0,0,0.218985934593324,0.10657657654759,0.0774827733499782,0,0,0,0,0
XLM,0,0,0.401234384946638,0.260270821619145,-0.119915005861287,0,0,0.080735471192237,0.0705030248362142,0,-0.0481361177033678,0.208704374983018,0,0,0.249005159250462,0,0,0,0,0
EOS,0,0.634905148468901,0,0.014354406004418,0.0404632665630658,0,0,0.193459835243965,0.0300469408044976,0.0516298620299642,0.262202069925782,0,0,0,0.462688254095767,0,0,0,0,0
BAT,0.414388579012327,0,-0.173174153453952,0,0.162723050877177,0.0446391084972101,0.785209748744864,0,0,0.203727122091904,0,0,0,0,0,0,0,0,0,-0.152108620570812
BV010082.Index,0.133151172286815,0,0,-0.0467410954996045,1.21052396574526e-05,-0.088711696619475,0.0484462630757749,0.0221694573695513,-0.028724376604223,-0.0421077646721635,0.00296933400686888,0.0935792316209036,0,0.0173934175223499,0,0,-0.00179037846090318,0,0,-0.0971470599971705
CVIX.Index,0,0,0.0208946768397011,0.0325563035493355,0,0,0.0284913977652845,-0.0393179922862144,0,0,0,0,0,0,0.0511368293238615,0,0,0,0,0
DXY.Curncy,-6.03313169003566e-06,-0.0028671713758375,0,0,0,-0.0319959398496676,0,-0.0109969696161962,0.0232601256747189,0,0.0125807244057861,0.0135843582839692,0.00356637652807405,0,-0.0146886656633568,0,0,0,0,-0.0271759089859567
SPX.Index,0,0,0,0,0,0,0,-0.00937742000836448,-1.0842021724855e-19,0,0,0.00371392117650168,0,0.00204133099625074,0,0,0,0,0,-0.0402172596726741
VIX.Index,0,0.358476874909496,0,-0.225851935060826,-0.183868285196534,-0.314065436299655,0.286065758046609,-0.0318071974922124,0.176005707137955,0,0,0,0.129202675454515,-0.219224331998309,0,0,0,0,0,0
