,BTC,ETH,XRP,BCH,ADA,LTC,NEO,XLM,EOS,XEM,MIOTA,DASH,XMR,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.194714947926525,0,-0.0503952135073393,0.0404798276411915,-0.0339014759984476,0.0630492240307411,0.115925659194255,0,0.405888058389374,0.019657948017164,0,0,0,0,0,0,-0.0191053940435872
ETH,0,0,-0.0173894714084791,0,0,0.0199283887655698,0,0.249371689161904,0,0,0.151935107413033,0.127561494402969,0,0,0.404529507012397,0,0,0,0,0.0166027642946907
XRP,0,0,0,0,0.425636220366194,0,0.00927309402372319,0,-0.0163042655176374,0.174372409709696,-4.33680868994202e-19,0,0,-3.46944695195361e-18,0.125296421513138,0,0,0,0,0.0462454637720305
BCH,0,0.121525723776036,0,0,3.46944695195361e-18,0.229284224432991,0.0771118314322665,0,0,3.46944695195361e-18,0.145961609546124,0.196328509339637,0.168435032327223,0,0.110889768301229,0,0,0,0,-0.0593837262705111
ADA,0,0,0.26009240054188,0,0,0.308680586682943,0,0.052179100959501,0.151743616481619,0.0191770881859663,0.241003274857025,0,0,0,0,0,0,0,0,0.0195045174969111
LTC,0,0.0823361424805791,0.1121067059302,0.397848794192026,0.100989639517789,0,-0.0841952883616107,0,0.0378817387006261,0.101500288516672,0,0,0,0,0,0,0,0,0,0.0592420957915081
NEO,0,0.404993732481148,0.131416920631373,0.686946474664395,0,-0.109382620901167,0,0,-0.128161699279792,0,0,0,0.0360674151262854,0,0,0,0,0,0,-0.031313284421709
XLM,0,0.305605232338806,-0.164104090327356,-0.367806512570496,1.16878476379376,-0.304003180443423,0,0,0.0468779839830286,-0.144556500678496,-0.362850703426473,0,0.12201995084103,0.60326741018249,0,0,0.457766908933544,0,0,-0.0639809562925446
EOS,0,0,0.0364861428820239,0,0,-0.186617714749969,0,0.372046998818885,0,0.0781972071166512,0,0,0.0596306961760506,0,0.593012461171578,0,0,0,0,0
XEM,0,0,0,0,0.235810260477611,0,6.93889390390723e-18,0,0.283504935578672,0,0,0,0.319596401284346,0.262206292340701,0,0,0,0,0,0.152577890913935
MIOTA,0,0,0,0.378215513424202,0,0.38982107177908,6.93889390390723e-18,-0.0775280788233958,0,0.179527536227603,0,0.199271643402748,0,0,0,0,0,0,0,-0.0241104089330388
DASH,0,0,0,0.220540874450643,0.202331555766481,0,-3.46944695195361e-18,0,0.103754021876324,0,0.0743355572281365,0,0.0913744400868964,0,0.166772153182566,0,0,0,0,0.0764740970713078
XMR,0,0,-0.15256364433566,0,0,0.151137677549406,0.142697061167113,0,-0.063401576937512,0.0517533856091694,-6.93889390390723e-18,0.616985178317967,0,0,0.120592639269923,0,0,0,0,0
TRX,0,0,0,0.229225092749689,0,0.0332852760223206,0,0.366067245597701,0,0.342835028867323,0,0,0,0,0.0111624969824112,0,0,0,0,0.094727024686635
ETC,0,0.153630406713542,0.101745837279236,0.162440737383361,0,0,0.140907611625464,0,0.107847175712307,0,0,0,0.208345347862772,0.166270890821298,0,0,0,0,0,0
BV010082.Index,0,0,0.0214535564762515,-2.71050543121376e-20,-0.0249379040566872,0,-0.0436798483501379,-0.0817368436228048,0,0,0,0.101718215309291,-0.0218449902495136,0.0577928571212116,0,0,0,0,0,-0.0512632221305497
CVIX.Index,0,0,0,0,0,0,0,0,0,0.0187499476208086,0,0,0,0,0,0,0,0,0,0.0298823576122293
DXY.Curncy,0,0,0,0,0,0,0,-0.00466520862780226,0,-0.00624199675973992,0,0,0,0,0,0,0,0,0,0.0104778920012799
SPX.Index,0,0.0243825631738139,0.0167047743250396,0,0,-0.0251548881331624,0.0213668708122644,0,0,0.0331491174472874,-0.0134433634337177,-0.0362166367986043,0,-0.0112852893392907,-0.0156781243087716,0,0.105016928914961,0,0,-0.062325971061087
VIX.Index,0,-0.314732340805529,0.195381518601949,-0.219224934837109,1.38777878078145e-17,0.321387777669586,-0.0495745437967428,0,-0.194507428632165,0.238539906257521,0.0919438518261302,0,0.0857440791952134,0.0966857387470121,0,-1.96486529785437,0,0,-6.41944075589577,0
