,BTC,ETH,BCH,XRP,LTC,DASH,NEO,XEM,XMR,ETC,MIOTA,ZEC,ADA,EOS,XLM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,-0.463546013373132,0.342991846323812,-0.0630211189264033,-0.267422664205208,-0.385322935602889,0,0.183807930297112,-0.250877549893455,0.153573791988252,0.264859483364027,0.26093722211425,0.105247583588855,0,0,0,0,0.0220980836060186
ETH,0,0,-0.152613014374701,0.107028080832784,0.122222138557598,0,0.0472509325058563,0,0,0.26046971479627,0,0.104652087093411,0.0177817395635066,0.0604491309165903,0.00176225700177053,0,0,0,0,0
BCH,0,0,0,0.0944525677115235,0,0,0,0,0,0.311611776070093,0,0,-0.284157338176645,0.531520012764342,0.0464709114782292,0,0,0,0,-0.126825568096193
XRP,-0.0762539927055976,0.857059047467227,0,0,0,-0.0966384448147063,-0.160887937485842,0,0,-0.0161397657599797,-0.059822911214735,0,0,0.0376660287082426,0,0,0,0,0,0
LTC,0,0,0,0.432411923417312,0,0,0,0.0159982770077036,0.155955945016006,0,0,0,0.0683542859301952,0,-0.0366286393051209,0,0,0,0,0
DASH,0,0,-0.020274711009977,-0.149846084210573,0.0250098398095991,0,0,0,0.196787284994202,0.145127882034589,0.269826568472234,0,0,0.0327367051836148,-0.0369399772052434,0,0,0,0,-0.0302204590162502
NEO,-0.703445051505476,0,0.104877061791934,-0.368638294030455,-0.423494529099144,0,0,-0.107911719457922,0,0.392025070614536,0,0.295250414817648,0.346731119401592,0.229317667903992,0.0971231292446916,0,0,0,0,0.242414769765204
XEM,-0.276354320196423,0,0.168773494471378,0.151868660420016,0.420238482905914,0,0,0,0,0,0.0610848803158417,0.0331152345824639,0.286456119167376,0,0.141430222251375,0,0,0,0,-0.143807706122566
XMR,0.317760293143167,0.318416770666179,-0.0668543993799792,-0.100672724694269,0,0.0985053771222681,-0.0361839889410236,0,0,0.0768436377130883,0.108389245107256,0.0929516715637766,0,0,0.0198729931536162,-0.719304425916521,0,0,0,-0.187514926009312
ETC,0,0,0.177133438034838,0.0160552203911032,0,0,0,0.219845335214321,0,0,0.0684894629463761,0,0.134503398842582,0.0456479161248763,-0.00334137928100103,0,0,0,0,0
MIOTA,-0.280761358058481,0,0.191848807162769,0,0,0.95181212087339,5.55111512312578e-17,0.381501127321969,0,0.14278881515147,0,6.93889390390723e-18,0,0,0.0564992913979836,0,-0.276301334489794,0,0,0.459748743139503
ZEC,0,0,0,0,0,0,0.0728623476712472,0.0612166918737523,0,0.0768130264047476,0.314048136491198,0,0,0,-0.056149529046253,0,0,0,0,0
ADA,0,0,-0.0314101372282599,0,0,0,6.93889390390723e-18,0.536593864145636,0,0.441994575042914,0,0.423633003827694,0,-0.504215284370649,-0.0746477488746197,0,0,0,0,0
EOS,0,0,0.104009402778636,0.252628085655067,0,0,0,0.0136170581014756,0,0.316988613581816,0,0.152322297620102,0,0,0,0,0,0,0,0
XLM,0,0,0.218651611276637,0,0,0,0,0,0,0,0.91782206322703,0,-0.0976286474855624,0,0,0,0,0,0,0
BV010082.Index,0,0,0.0354140781053147,0,-0.0357181559889151,0,0,0,-0.0940062119114451,0,0,0.0496822745412121,-0.0149875490440573,0.0202283954379943,0.00509914546292696,0,0,0,0,0.00319509513871848
CVIX.Index,0,0,0,0.0873250507107997,0,0,0.136956967075933,0.0773785458661787,-0.0949187052137506,-0.0320185878266223,-0.065112766117697,0.0469196454017983,0.0317781152070366,-0.0119127943241227,0.00396984346394067,0,0,0,0,-0.0466724650404987
DXY.Curncy,-0.0310234744738369,0,0.0144849673109897,0,0,0,-0.00529051755027499,0.00460016505238388,0,-0.00915558684726748,0.0108761785517776,0,0,-0.00283185121718772,0,0,0,0,0,-0.010363989711758
SPX.Index,0,0,0,0,0,0,0,0,0,-0.00263694129628401,0,0,0,-0.000163928376109936,0,0,0,0,0,-0.0338271652996352
VIX.Index,0,0,0,0,0,0,0.259294566568515,-0.155230611650816,-0.0163057673190198,-0.188309280286612,0,0,0.097915667563105,0,0.0271835905012574,0,0,0,0,0
