,BTC,ETH,XRP,BCH,ADA,LTC,NEO,XLM,EOS,MIOTA,XEM,DASH,XMR,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0,0.0305534627495271,0,0,0,0.110529967747394,0.238382621880899,0.0528718249879637,0,0.226659378679476,0,0,0,0,0
ETH,0,0,0.0970112317898189,0.134863945092708,0,0,0.110210666085876,0.548059927737234,-0.323292158777625,0,-0.0468679398094907,0,0,0.0344163865120723,0.268459908760899,0,0,0,0,0.0750181212673131
XRP,0,6.93889390390723e-18,0,0.20531067385931,0.629068985740085,-0.187236332839531,0,-0.291232341924514,0,0.0179294748706969,0.022837707134574,0,-0.140075105083437,0.12559129984078,0.445452118684224,0,0,0,0,0.0251098193723055
BCH,0,0,0,0,0,0.206857712589814,0.12992718584946,0,0,0.110776858012447,0,0.535933849110847,0.160895609422718,-0.0694316563834619,0,0,0,0,0,-0.0764367784057472
ADA,0,0,0.612820854936626,-0.0416203376023636,0,0.391546876995409,0.162329787164607,0.0607723820707699,0,0,0.0488113520711972,0,0,-0.0467305814308867,-0.135988696543232,0,0,0,0,0
LTC,0,0.101370949781147,-0.00841953505319177,0.12507384636573,0.154690227203531,0,-0.0778151282069053,0,0,0,0,0,0,0,0.396475904902751,0,0.333046726240483,0,0,0.0731351333512205
NEO,1.07262990905882,0.0375043776694159,-0.0540717761063131,0.0550508975997075,0,0,0,-0.141661307271503,0.228018558831347,0,0,0,0,-0.0495115397622595,0,0,0,0,0,0.02952284218622
XLM,0,0,0,0,0.506581315074659,0,0,0,0.205282147173217,0,0,0,0,0.139248297421853,0,0,0,0,0,0
EOS,0,0,-0.0763894818006622,0,0,-0.238171916222287,0.0651892252768914,0.38424014883014,0,0,0.144436234905792,0,0.3161194731631,0,0.351402775981947,0,0,0,0,0.0335990409742232
MIOTA,0,0,0,0.132072478020869,0,0.445397377531659,0,0,0.073941942325468,0,0.129109707927767,4.33680868994202e-19,0,0.141088396236286,0.12859862162737,0,0,0,0,-0.0439892406489573
XEM,0.618105443260852,-0.397801277812722,0,-0.08047725403396,0.488433137485979,0.163786687413412,0,0.0576867644290173,0,0,0,0,0,0.180429097204001,0,0,0,0,0,0.0411300976980051
DASH,0,0.10656208576258,0.0832904870284905,0,0.0181107640985306,0,0.0195403223584829,0,0,0,0,0,0.74387220095648,3.46944695195361e-18,-1.73472347597681e-18,0,0,0,0,0
XMR,0.330445830037999,-0.0938717482451225,-0.00235414095998506,0,0,0.191216136203994,0.141886595664578,0,0.0954429892156113,0,0,0.371511438876821,0,0,0,0,0,0,0,-0.00611647450603594
TRX,0,0,0,0,0,0.155514608880524,0.0393865051237279,0.306494395692876,0,0.363946431039667,0.25297898572914,0,0,0,0,0,0,0,0,0.0701288576881455
ETC,0,0.246116351207808,0,0.299234381096204,0,0,0.0679129316959781,0,0.351958986683461,0.0949983787818479,0,0,0,0.0169114631697659,0,0,0,0,0,0.0223578227155706
BV010082.Index,0,0,-0.08068243275455,0,-0.021066449763829,0,-0.0343949954675849,-0.0635640359498447,0,0.0228690315304945,0,0.163973505494118,0,0,0,0,0.0755031359338908,0,0,-0.0481632501414538
CVIX.Index,0,0,0,-0.0734544456448193,0,0,0,0,0,0,0.0931524911666382,0,0,0,0,0,0,0,0,0.0156328244214418
DXY.Curncy,0,0.00755835688639114,0,0.00261492509165948,0,0,0,-8.67361737988404e-19,-0.0318956133612102,0,-0.00768882189092912,0,0,0,0.0237363466729179,0,0,0,0,0.0107467909412052
SPX.Index,0,0,-0.00178827190877839,0.0125411250666712,-5.42101086242752e-20,0,0.0536438596272169,0.0118071244202539,-0.042044589734821,0,0.0604246276111749,0,0,-0.0845788218644468,-0.0153098766512743,0,0,0,0,-0.0675941504726558
VIX.Index,-1.13479718292669,0,-0.410245804052534,-0.135988750064289,0.134501192312089,0.863475608058207,0.0432038725483434,0,0.268678284952418,0.293598397734495,0.134457852632518,0,0,0,0,-1.8440504645109,0,0,-3.59835211845149,0
