,BTC,ETH,XRP,LTC,DASH,XEM,ETC,MIOTA,XMR,EOS,NEO,ZEC,XLM,DOGE,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0521708225517028,0,0,0.281502674589855,0.326736801967217,0,0,0.0862989550632164,0,0,0,-0.182124765231126,0,0.046539668446502,0,0,0,0,0
ETH,0,0,0.377889558163813,0,0,0.0797443339096678,0.280134998502708,0.120971532623159,0,0,0,0,0,0.0405893417129934,0.047657122872799,0,0,0,0,0
XRP,0,0.522217115308111,0,-0.405632607507149,0,0.241992299440461,0.145129936741588,0.0493856390723354,0.0810335368971132,0,-0.0539630545667865,-0.0671227743038464,0.0423398901035595,1.38777878078145e-17,0.0405524512596749,0,0,0,0,0
LTC,0,0.360541660667043,-0.340510125767664,0,0.214974631345199,-0.161750274314932,0.0974682946831977,0.161569414482901,0,-0.0760711997868423,0.245726165136549,0,0,0,-0.0848861003621908,0,-0.373835663562832,0,0,-0.00298986263640832
DASH,0.360149946720611,8.67361737988404e-19,-6.93889390390723e-18,0,0,0.0725730129117809,0.0787943620868232,0,0.0496539618436295,0.202449771817201,0,0,0,0,0.0368448151011243,0,0,0,0,0
XEM,0,0,0.189405857896389,0,0.739953489591564,0,0,0,0.00282978818380639,-0.00755929066689399,0,0,0.124299177014631,0,0,0,0,0,0,0
ETC,0,0.180106543367423,0.292835589119268,0.466048099135124,0,0.00147812116189245,0,-0.0714391484563021,0.103409222489091,0.2021810155917,0,0,-0.126173654632022,-0.111810503988589,-0.0240785963878517,0,0,0,0,0
MIOTA,0,-0.146207180658463,0,0.322234083241622,0.770269654043711,0,0,0,0,-0.445306160504057,1.38777878078145e-17,1.12633437723103,0,0,0.196338917133975,0,0,0,0,0
XMR,0.0196279200805059,0,0,0,0.455873115246391,0,0,0,0,0,0.0943623820504916,0,0.178656055604002,0.198790496799712,0,0,0,0,0,-0.00139772897310338
EOS,0,0,-0.352540517953292,0,0,0,0.445657894656003,0,0.425066418952339,0,0,0.513748797196473,0.07605557651074,0,0.135269147314408,0,0,0,0,0.201328700229254
NEO,0,0,0,0.570775267639668,0,0.147041287112452,0,0,0,0,0,0.512531347603538,0.2043325480391,-0.0672562358175727,0,0,0,0,0,0
ZEC,0,0.0849237629621337,0,0,0,-0.248146079304239,0,0.272350505680435,0,0.204362741508722,0.443997920063472,0,-0.077154409133554,0,0.0543904496758118,0,0,0,0,0.147548199401021
XLM,-0.613616560412939,0,0,0,0,0.345428193537277,0,0,0.380747462645709,0.0595353459915127,0.431941529659678,0,0,0.0963036763002042,0.207554523407369,0,0,0,0,-0.168213552937025
DOGE,0,0,0.335854012208981,0.0955675896580587,0.361268645224017,0.0919623891136649,0,0,0.0535358084915618,0,0,0,0.151125216858348,0,-0.0147530135860857,0,0,0,0,0
DGB,0.237537882543272,0,0,0,0,0,-0.0501956462465258,0,0.0203445094786893,0.241573734808548,0,0.319182252303485,0.423242173181517,0,0,0,0,0,0,0
BV010082.Index,0,0.0266005952843265,0,0.0378381484518528,-0.000232473047439358,0,-0.0431309776939109,0,0,0,0,0.0243422212814922,-0.0107627132105373,-8.67361737988404e-19,0,0,0,0,0,0
CVIX.Index,0,0,0,0,0,-0.0193389905023368,0,0,0,0.0565293375642708,0,0.0293993251669872,0,0.0275318171484315,-0.0629017340713981,0,0,0,0,0.050134728081155
DXY.Curncy,0.0239266204227103,0.0231636365681679,0,0,0,-0.0120038907909959,0.000575810432494256,0.00531479733062202,0.00985512428961591,0,-0.0164729889232472,0.000522655953360751,-0.0171723502579384,-0.01129171601416,0.00405629434234523,0,-0.0216387025832229,0,0,-0.0416433070521532
SPX.Index,0,0,0,0,0,-0.00624075186420692,-0.00365136738985272,0.00545386781986417,0.0118452455818919,0,-0.00776700601773438,0,0,0,0,0,0,0,0,-0.0618483103380353
VIX.Index,0,0,-0.0783065053397142,0,-0.0985053901973263,0.158254497898888,0,0,0,0.177038544152207,0,0,-0.368737862875719,0.074741473726921,0.0707427612292082,0,0,0,0,0
