,BTC,ETH,BCH,XRP,BTG,DASH,LTC,XMR,NEO,MIOTA,ETC,XEM,EOS,ZEC,ADA,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.660360707760589,-0.286532995309657,-0.771210105071131,0.043334757176348,0,0.734271069568736,-0.288793264605069,0.191383895255908,0.597372221570325,-0.20498617449725,0.106036472631732,0.0082322507776882,-0.755063082579506,-0.470777904026715,-1.04778879844327,0.0743438149880861,0,2.79914872737879,-0.161143100356227
ETH,0,0,0,0,0,0,0,0.192255534501329,0,0,0,0.0792737433345182,0.114779244376898,0,0.0433371112956551,0,0,0,0,0
BCH,-1.36082658307701,0,0,0,0.173002305449198,0.638173523903208,-0.166619022869216,-0.681222325030803,0.63243072380292,0.711460714865757,0.492955170018575,0,-3.46944695195361e-18,-0.322224882920687,-0.248837338713,0,0,0,0,-0.703217722941273
XRP,0,0,-0.0266123079256503,0,0,-0.0789105021042115,0.19179645619944,0,0.0538274018493736,0.0597772478950552,0.014165427575017,0,0.0697868670627209,0,0,0,0,0,0,0
BTG,0,0,1.04442409520896,0,0,0,1.08186149068317,-0.537124216467228,0,0.745662610811445,0.83271678268544,0,-0.399170443132068,0,0,0,0,0,0,0
DASH,-0.738957481145548,-0.156212850412318,0,0,0.0552082961611576,0,0,0.379516048293262,-0.095136464803017,0,-0.560042708812838,0,0.253002035144061,1.1878512303281,-0.328437778810577,0,0,0,0,0
LTC,0.113953041076272,0,-0.111593764915103,0,0.00326466761168402,6.93889390390723e-18,0,0,-0.0227391118502636,0,0.0764436169991901,0,0.0201864720548717,0,0.149829949900624,0,0,0,0,0
XMR,0,0,-0.0771125155013636,0,0.0185508741125189,0.129917957223033,0,0,0.21077670609135,0.00456657100655517,0,0.161299925332995,0,0,0.161054262544441,0,0,0,0,-0.183882596677183
NEO,0,0,0,0,-0.0201757905653599,-0.0227278311351717,0,0.254551575048564,0,0,0,0,0.186038008008696,0,0.176656180024916,0,0,0,0,0
MIOTA,0,-0.0258361681734897,0.132389977760348,0,0.021744956137914,0.0386635721057333,0,0.612028152894778,0,0,-8.67361737988404e-19,0,0.168499186125253,0,0.341849621255582,0,0,0,0,0.860130949566521
ETC,0,0,0.127842989714535,0,0.104038259943161,-0.394498569483641,0.384427585206407,0.43366866088954,0.0276720886478981,0.0534761989984472,0,0.173103205578267,0,0,-0.123949091240164,0,0,0,0,0
XEM,0,0.207981790372885,-0.0248491383635521,0,0,0,0,0.00851214675507538,0.0649792217534862,0,0,0,-0.0151028130152655,0,0.544542177351425,0,0,0,0,-0.00499514162577803
EOS,0,0,0,0,0.0150989800942413,0,0,0,0.251510532778535,0,0,0,0,0,0.191220790903037,0,0,0,0,0
ZEC,0,0.787438458374926,-0.119383440979198,0,-0.0472966496729472,0.32072093275962,0,-0.0691294352818648,0,0.216105249435185,0.0270626971450173,0,-0.122699926516586,0,-0.169596970507478,0,0,0,0,0
ADA,0,0.518931748990289,-0.0459486787301092,0,-0.0384114203375868,0,0.534038514010148,0.308516555205534,-0.0434196511276555,0.3154014578471,-0.0909294559210476,0.210158862254363,0,-0.675515092775367,0,0,0,0,0,-0.0931280652180244
BV010082.Index,0,-0.0317689208275597,-0.0189622745306139,0,0,0.0126861142857312,0,0,0.0268426660720561,0.0242800890357716,0.0298070893736539,-0.0613082349256108,0.0265689612675334,0,0,0,0,0,0,0
CVIX.Index,0,0,-2.16840434497101e-19,0,-0.0149278649317931,0,0,0,-0.0692263051450823,0.0300499495296935,0,0,0.00385274265316197,-0.0468831183187591,0,0,0,0,0,0.019265663880389
DXY.Curncy,0,-0.0242194754651381,-0.0288727502508201,-0.00404996605374914,0.00943752500113131,0.0162199948448866,-0.081358760598872,0.0159312449240535,0.0191426713545626,-0.0264952701837357,0.0180342090801525,-0.0329872543859094,0.0134402195852507,0,0.0331877778393134,0,0,0,0,0.0310390597492673
SPX.Index,0,0,0.0029673453579526,0,0,0,0,0.00984226157059502,0.00522389512813798,-0.0027404682094297,0,0,0.00320907306447181,0,0,0,0,0,0,-0.0275909168811527
VIX.Index,0,0,0.08590009633308,0,0,0,0.31293535847987,-0.46976007923068,-0.202159366238751,0.11039606334056,0.0827663776814997,0,0.0832502742615914,0,0,0,0,0,0,0
