,BTC,ETH,XRP,ETC,XEM,LTC,DASH,XMR,ZEC,XLM,DOGE,DGB,BAT,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0652065662722656,0.0717438859038539,0,0,-0.325795509168637,0.0634479969446362,0.307002250173578,0,0,0.137053287935351,0.102593319231757,0.0453076473434418,0.25267229674238,0,-0.825368444157661,0,0,0.55826618478209
ETH,0,0,0,0,0.0686598682744337,-0.595795255070432,0.292959779134393,-0.00149773067083299,0.844906598005438,-0.179807878659489,0.154972900368928,0.0363785538257455,0.151552576770214,0.108579081266048,0,0,0,0,0
XRP,0,0.118143012298304,0,-0.346358856816348,0,0,0.378248143677135,0,0,0.556142195833059,-0.0984314658600397,-0.0388792142244797,0.0960501785586493,6.73790528018832e-05,0,0,0,0,0
ETC,0,0,-0.394555909734365,0,0,0.249868269541691,0.232077749818953,0,0.19752480077252,0,-0.237073321923625,-0.0150801006454648,0.11073490276749,0.33695376884964,0,0,0,0,0
XEM,0,0,0.35875059558875,0,0,0.155604766074903,0,0,-0.0830343181859219,0.00643231540513058,0.562124964324328,-0.0770018163074065,0,0.0125425218217974,0,0,0,0,0
LTC,0,0,0,0,0.386933096848993,0,0.0845369155054471,0,0.342544821896666,0.109563503623028,0.296453744007225,0.0165639602844045,0,0.139045490418433,0,0,0,0,0
DASH,0.479824112904963,0.441030326424368,0.099446576986579,0.239868529330442,0,0,0,0.169457924068667,0,6.93889390390723e-18,0.038378422761077,0.109224809501477,-0.0300331237087915,0,0,0,0,0,0
XMR,0,0,-0.147630326854559,0,0,0.525534887607657,0.373801222138335,0,0.0911141026300867,0.414600487254443,0,0.0374817526872532,0,-0.289227783637796,0,0,0,0,0
ZEC,0.19354207702246,0.191036469590663,0,0,0,0.466720364449507,-0.155770329317995,0.173001937103173,0,3.46944695195361e-18,-0.0616084371917626,-0.0248718157949116,0.0527859099532861,0,0,0,0,0,0
XLM,0,0,0.78415870287461,0.116373339808911,0,0,0,0.201202101510963,-0.156987548506727,0,0.247614710239717,0.0193394497279678,0,0,0,0,0,0,0
DOGE,0,0.0811770309445766,-0.0565336354961749,0,0.575255940465163,0.124937502224822,0,-0.011645400447319,0,-0.0493609364198973,0,0.19208656161234,0,0.099632181198615,0,0,0,0,0
DGB,0,0,0,-0.450321742465571,-1.25893508830832,2.89289253743323,-0.597902346623805,0,-2.07105497803836,0.460450765657357,6.93889390390723e-18,0,0.260777737326872,-0.064595204676229,0,0.433858686551253,0,0,0
BAT,0,0,0.554273770074397,0,0,0,-0.0913551344780737,0,0,-0.527998436533989,0,0,0,0,0,0,0,0,0
NEO,0,0.207612816681441,0.369775847404216,1.85752832403052,0.387028811694352,0,-1.16890994066292,-0.103492510167447,0,0.631737026708299,0.267500924071034,0.0432113129918587,-0.235610381478801,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169956035190503,0,0,0,0,0
CVIX.Index,-0.129115667400805,0,0,0.0748983067928548,0,0.0635539357736413,-0.0485694907481259,0,0,0,0.0415294715687425,0.0273924174072935,-0.00286880489547549,-0.0152067858237177,0,0,0,0,0.229070243469269
DXY.Curncy,0.0110247381118994,0,-4.33680868994202e-19,0.00274285864195963,0.00183142015980201,0,0,-0.000124904728530446,0,-0.00808293694283269,0,-0.00934155577722296,0.00207836444813532,0,0,0,0,0,0
SPX.Index,0,0,0,0,0,0,0,0,0,-0.00102780297336728,0,0,0.000370100269658466,0,0,0,0,0,-0.0148037341653891
VIX.Index,0,0.0997674979982796,-0.1956308816791,0.0638616325033643,0.0774831448697691,-0.226186865877033,0.0361384848200827,-0.279000256956328,0.280984822026089,0.490884106783869,0.111174760998089,-0.0462546261884842,-0.021659510195624,-0.103708236234532,0,0,0,0,0
