"","x"
"BTC",0.636764679401502
"EOS",0.609475561812
"LTC",0.531565991132804
"ADA",0.479879180273536
"XRP",0.479870031795366
"BCH",0.470813567358261
"CRO",0.459218058054059
"XMR",0.418421478683615
"BNB",0.408254983292493
"ETH",0.392006960205163
