"","x"
"BCH",0.336859323483203
"LTC",0.335918045510175
"BSV",0.333682500364949
"BTC",0.332134415444314
"ETH",0.31467358362756
"XRP",0.311896080704987
"EOS",0.294025014244981
"XTZ",0.254222389871369
"TRX",0.230950324351354
"CRO",0.213474316789786
