,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,TRX,MIOTA,DASH,BNB,NEO,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.07328646377996,0,0,0.230313551599854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0.0111073372386854,0.346030188818916,0,0,0.314231283630141,0.0384199983819776,0.0384393634937844,0,0,0,0,0,0,0,0,0,0
XRP,0,0.236235183816551,0,0.0190345886740094,0,0,0,0.0796985989565488,0,0,0.258352006440994,0,0,0,0,0,0,0,0,-0.0264209546770965
BCH,0,0.328436418548353,0,0,0,0,0,0.0511486477414103,0,0.162128848467745,0,0,0,0,0,0,0,0,0,0
EOS,0,0.257400290457854,0.015469311100874,0.0120718886770676,0,0,0,0.181714653064854,0,0.0164638575793629,0.0072075027810888,0,0,0.0312959706115857,0,0,0,0,0,0
XLM,0,0,0.153117940279596,0,0,0,0,0.2653638055667,0,0.206992105429137,0,0,0,0,0,0,0,0,0,0
LTC,0,0.136728855596482,0,0.0900178394158328,0.0740609424119242,0,0,0.0451675963397519,0,0.041536529741133,0.257418243344047,0.0275862642531151,0,0,0,0,0,0,0,0
ADA,0,0.242751416184435,0.0958407788345264,0.0335410452887134,0,0.0847802615597742,0,0,0,0.108324353551757,0.00902855015260645,0,0,0.189890486786138,0,0,0,0,0,0
XMR,0,0.425802729514548,0.010800340263833,0,0.204634081614472,0,0,0,0,0,0.0752577191512596,0,0,0,0,0,0,0,0,0
TRX,0,0.291396915448886,0,0,0.0378676339609826,0,0,0.296801377528665,0,0,0.0309230174291871,0,0,0,0,0,0,0,0,0
MIOTA,0,0.059552476173536,0.0770390311914196,0,0,0,0,0.0612350589540202,0.169726606572544,0.162397190170545,0,0,0,0.234279938287688,0,0,0,0,0,0
DASH,0,0.306328597447048,0,0,0,0,0,0.126559085165259,0,0,0.138663612367434,0,0,0,0,0,0,0,0,0
BNB,0,0.230386893976959,0,0.0265563720342315,0.0894773973128244,0,0,0,0,0.0428887465228977,0.00494446591974058,0,0,0,0.0504545285235821,0,0,0,0,0
NEO,0,0.0263282365545074,0,0.0402009694777113,0.101183409456182,0,0,0.240081571342858,0,0,0.34882514506397,0,0,0,0,0,0,0,0,-0.0184339343028546
ETC,0,0.265567661660811,0.00181487541412514,-1.73472347597681e-18,0,0,0,0.155150555050938,0,0,0.102344056969251,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,-0.00827258647668802,0,0,0,0,0,0,0,0,0,-0.0301211051892908
CVIX.Index,0,0,0.0245332539526826,0.0230634431278568,-0.0470067377321299,0,-0.206744369241941,0,-0.0203661124056825,0.00562148678576577,0.199607500702499,0,0,0,0,0,0,0,0,0.0374028604592638
DXY.Curncy,0,-0.00978053586664468,-0.0121009448498183,0,0,-0.0148477606407887,0,0.0276977249718207,-0.0234366195754941,0,0.00403008390233672,0,0,0,0,0.0291049786208056,0.0283480973432581,0,0,-0.00724769520755408
SPX.Index,0,0,-0.0110001808750786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0930925366937215
VIX.Index,0,0,-0.168136689123212,0.116098285082762,-0.239698294873615,0,0,0,0,0,0,0.133234489432963,0,0,0,0,0.220091729126608,0,-4.08083273899146,0
