,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,NEO,TRX,XMR,DASH,ETC,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.150582135646011,0.0326308033300855,0,0,0.0504189438480642,0.0405896939543277,0.133741256708145,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0.127970137436158,0.0807414624672618,0,0,0.0118612039624217,0.166865589090313,0,0.153106921029672,0,0,0.0325402315442084,0.0469289672182984,0,0,0,0,0
XRP,0,0,0,0.149413654554992,0.0905069279976482,0,0,0,0,0,0.152376637936771,0,0,0,0.22349150734872,0,0,0,0,0
BCH,0,0,0,0,0.420757173668967,0,0,-3.3881317890172e-21,0.0731962931006868,0,0,0,0,0.0701857860240853,0.114571317674616,0,0,0,0,0
EOS,0,0,0,0.353957820060294,0,0,0,0.311101234735769,0.185381598849871,0,0.0763011915196134,0,0,0,0,0,0,0,0,0
LTC,0,0,0,0.305053007431751,0.0807799524879325,0,0.0543743579145825,0,0,0,0,0,0,0.00279831806290842,0.0863737583033793,0,0,0,0,0
XLM,0,0,0,0.137415498775771,0.137460067248299,0,0,0.077025290111909,0.0876745548610599,0,0.0111859259555919,0,0,0,0.154098634137255,0,0,0,0,0
ADA,0,0,0,0.264768644689631,0.1022058674332,0,0,0,0.0904625906409332,0,0.12283790554998,0,0,0,0.0529434757461518,0,0,0,0,0
MIOTA,0,0,0,0,0.243980253668681,0,0.252139890883983,0,0,0.370759982797523,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0
NEO,0,0,0,0.175768095070334,0.0148175314194959,0,0,0,0.170306949836608,0,0.045616238653698,0,0,0,0.309317826466247,0,0,0,0,0
TRX,0,0,0,0.107961795512085,0.24889765600919,0,0.207641437664722,0,0.0376619432577533,0,0,0.0739665641024085,0,0,0,0,0,0,0,0
XMR,0,0,0,0.0360776346421055,0.234742923876097,0,0,0.100967264850666,0.0386156040543638,0.106859575661996,0,0,0,0,0,0,0,0,0,0
DASH,0,0,0,0.19912551112908,0,0,0,0,0,0,0,0,0,0,0.311716214360695,0,0,0,0,-0.0305900625891388
ETC,0,0,0,0.278875428819393,0.070442453870261,0,0,0,0.188079818081562,0,0.0357207748152917,0,0,0,0.131421958643335,0,0,0,0,0
XEM,0,0,0,0,0.0908721303579081,0,0.154372431774271,0,0,0.410712506537536,0.0541608600211667,0,0,0.0899072404308822,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0814910982199162
CVIX.Index,0,0,0.217328999837089,0,0.0278487531468397,0.0459883287035278,-0.122744213880659,0,0,0.0302807638723888,0,0,-0.186823642923942,-0.0393446237051991,0,0,0,0,0,0.0312425686176377
DXY.Curncy,0,-0.00440793509056123,0,0,0.01679936991494,0,2.16840434497101e-19,0,0,-0.0081781691539278,2.71050543121376e-20,0,-0.000766473430069722,0.0084011461477139,-0.00471883943992728,-0.0205483530163349,0.0340219728206297,0,0,0
SPX.Index,0,0,0,0.0100180227904215,0.00312530291731013,0,0,0,-0.00330182839398504,-0.00900300873101838,0,0,-0.00742573819705407,0,0,0,0,0,0,-0.0559143869139949
VIX.Index,0,0,0,-0.113343765735428,-0.429501366489005,0,-0.390914612910222,0,0.109341377526565,0.5683443177079,0.14055433350702,0,0,0.137709525586258,0,-0.958744442298024,0,0,0,0
