,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.158759241668956,0.145247545420247,0,0.213833291819926,0,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0.065263300288049,0,0.102198444879839,0,0.279738984472483,0,0,0,0,0.204734952251189,0.100975972675097,0,0,0,0,0
XRP,0.0592826082833027,0,0,0,0,0,0.102598075697896,0.0388726478930354,0,0,0.0293399365106895,0.028942944909215,0,0,0,0,0,0.00923203888524816
LTC,0.307328910837896,0,0,0,0.0914351209261549,0.0292768040990812,0,0,0.0522226710556782,0,0.0419037863530407,0,0,0,0,0,0,0
XMR,0.414600482502748,0,0,0.156063620127489,0,0,0.257309810674158,0,0.0302001125944187,0,0,0,-0.0289075208608436,0,0,0,0,0
ETC,0,0,0,0,0.158208612862136,0,0.189123682409704,0,0,0,0,0.107932191522529,0.0894225303620345,0,0,0,0,0.225700622935732
DASH,0.517356401495957,0.0649003881974872,0,0,0.101194115408109,0.175585444906594,0,0.134176157938623,0,0,0.103505266266512,0,0,0,0,0,0,0
XEM,0,0,0,0.0150611795283108,-0.129439853189133,0,0.250021019658257,0,0.202194788223013,0,0,0,-0.0753895375463429,0,0,0,0,0
ZEC,0.267476959979963,0.238263139556657,0,0.47456338752893,0,-0.0707343139088427,0,0,0,0,-0.106506637299489,0.0243707503783147,0.085255062468448,0,0,0,0,-0.0992760520675958
DOGE,0.167227162925607,0,0,0,0,0.0679738284153803,0.0233946114330862,0.00610292814337112,0,0,0.00526140282659575,0.0684224400005693,0,0,0,0,0,-0.0172817486001667
XLM,0,0.0678828848087593,0,0,0,0.153084676248349,0,0,0.0736560592697454,0,0,0.0532484498000192,0,0,0,0,0,0
NEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0,0,0,0,0.112544673185038,0.175240151457448,0,0,0,0,0,0.112460723711402,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0.0532072448195454,0,0,0,0,0,0,0,0,0,0,0,0,0
CVIX.Index,0,0.0563360317430651,0,0,0.0689178500334704,0.0345714716647144,0.0111536809559711,0,-0.0368604377809039,0,-0.041119307079409,0.00655356806920255,-1.0842021724855e-19,0,0,0,0,0.0704887913502266
DXY.Curncy,0,0,-0.00417722649660234,0,0.00604440026313834,0.00568261015581335,0.0186542474543049,0,-0.00162815284809634,0,-0.00861604166673727,0,0,0.0411416928834521,0,0,0,0
SPX.Index,0,0,0,-0.000441286233046475,0.00156517527427372,-0.00804558383615106,0.00978727764001002,0,0,0,-0.00156304557361864,0.00600990499909363,0,0,0,0,0,-0.0454270856026468
VIX.Index,0,-0.17928050245186,0.112980407724578,0.062471309764126,0.0153784838390535,0.0909496662606585,0,-0.107629280826061,0.0224671839644683,0,-0.172199967101983,0,0,0,0.267330697676373,0,0,0
