,BTC,XRP,LTC,DASH,XLM,DOGE,XMR,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.158033305821112,0.0559626331742799,0.0313314562198895,0.24334578646988,0.134477295942351,0,0,0,0,0,-0.0148002069396088
XRP,0,0,0,0.023313421790921,0.140078424588653,0.244050527684276,0,0.0622160526166365,0,0,0,0,-0.0261644767892647
LTC,0.555801489248902,0,0,-0.0201705949087638,0.0300077816621098,0.0464718672446395,0.0101044601024146,0.0123741716289914,0,0,0,0,0
DASH,0.414399398282006,0.0347724585013542,0,0,0,0.420233348030998,-0.132469327776525,0,0,0,0,0,0.0526450423259115
XLM,0.299226536226615,0.105669759011922,0,0.103516916903911,0,0.484634079570121,0,0.0344178524255068,0,0,0,0,-0.0610646559176418
DOGE,0.412370867261882,0,0.126708309819261,0.0196132895900492,0,0,0,0.0208349922946503,0,0,0,0,0
XMR,0.74268113987749,0,0.17404057202142,-0.0395040287216607,0,0,0,0.0122000545957333,0,-0.133759053798899,0,0,0
DGB,0,0,0.798707893337089,-0.141989336694821,0.233524293150421,0,0,0,0,0,0,0,0
BV010082.Index,0.0427459010370124,-0.0117012503151459,0,-0.00657037517429685,-0.0229601832967149,0,-0.032514377734842,0,0,0,0,0,-0.012007503923648
CVIX.Index,0.171421463447253,0,0.0160945307739701,-0.0129659664930404,-0.0564628252798615,-0.126940724658743,-0.0069216826063661,0.0373922883029256,1.38777878078145e-17,0,1.18267733549829,0,0.086327896128313
DXY.Curncy,0.00255528513525226,0,0.00143789107974138,0,0,0,0,-0.00104561974025669,0,0.0456760844426581,0,0,0.0237880054875353
SPX.Index,0,0,0,0.00200311904326194,0,0,0,0.00144490479227223,0,-0.0120332425870537,0,0,-0.109788421817342
VIX.Index,0,-0.160889811089848,0,-0.0466281573934846,0,0,0,-0.0172762687273483,0,0.154726387443116,0,-4.60616767402686,0
