,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,NEO,ZEC,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.00515014281773656,0.25871234210114,0.0299391985849627,0,0,0,0,-0.00500548770651058,0.00775079763387311,0.00250693138088066,0,0,0,0,0,0.00328494955654533
ETH,0,0,0,0,0,0.146670815228564,0,0,0,0,0.0257995619632604,0,0,0,0,0,0,0.0964418744042687
XRP,0,0,0,0,0,0,0,0.0447913663399552,0,0.416676054950741,-0.0499368412256109,-0.0121922631979594,0,0,0,0,0,0
LTC,0.48878598861236,0,0,0,0.0109705735563312,0,0,0,0,0,-0.00275959482659406,0,-0.00376087041663599,0,0,0,0,0
ETC,0,0,0.0565241274713812,0,0,0,0,0,0,0,-0.0181956923847681,0,0,0,0,0,0,0
XMR,0,0.436635124540034,0,0,0,0,0,0.0601775019830176,-0.459640921998832,0,-0.122121791104644,-0.0295501344563042,-0.165472000805809,0,0,0,0,-0.124666939205918
DASH,0,0,0,0,0,0.068876543733143,0,0,0,0,-0.0540583893977598,-0.0299884327286344,0,0,0,0,0,0
XEM,0,0,0.255642147183272,0,0.155121171342803,0.0980250626831078,0.180873037389514,0,0,-0.0464830022553928,0.0262137901260635,0,-0.067072738691879,0,-0.884460684863369,0,0,0.0236849766238539
DOGE,0,0,0.0629547297978337,0,0,-0.0540685308550082,0,0,0,0,0.00826365324164831,-0.00996885289460852,0,0,0,0,0,0
XLM,0,0,0.553953031001951,-0.24844279931568,0.182644135825415,0.0315267248299244,0,-0.0847546318184533,0,0,0.0322917678326459,-0.0125055160510096,0.125445185739319,0,0,0,0,0
NEO,0,0,0,0,0,-0.53280462429601,0,0,0,0,0,0,0,0,0,0,0,0
ZEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0,0,0,0,0,0,0,0,0,0,0,-0.0183464954583315,0,0,0,0,0,-0.0336395357336771
BV010082.Index,0,0,-0.0645767970401782,0,0,0,0,0,-0.20510861460164,0,0.00475351765785902,-0.00362039118259913,0.0229066871861414,0,0,0,0,0
CVIX.Index,0,0,0,0,0,0,0,-0.0368391301938354,0,0.064527022232667,0.00861495450792796,0,0,0,0,0,0,0.101404818724346
DXY.Curncy,0,-0.000338427571674804,-0.00262252934599652,0,0,0,0,0,0,0,0.00202512015393967,0.000618070268139506,0.00983005669266887,0.0841897756154275,0,0,0,-0.00319590039804525
SPX.Index,0,0,0.00328083291157838,0,0,-0.00434799512743625,0,0.0167036991984962,0,0,0,-0.000174408079707685,0,0,0,0,0,-0.0684480904921952
VIX.Index,0,0,0.0636775681529342,0,-0.0837736738579138,-0.0459352081519702,0,0.230970862550685,0,-0.1730538650926,0.00894126427030458,-0.0116016710828244,0,0,0.767324289969516,0,-5.22220917984023,0
