,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,XMR,MIOTA,ETC,ADA,ZEC,XLM,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.0488561588645486,0,0,0.0889794371406784,0,0.15008361242484,0,0,0,0.0283133817893153,0,0,0,0,0,0
ETH,0,0,0,0,0.210550021428743,0,0.0836018012645941,0.00393691002359208,0,0.11816183089043,0,0,0.0306675694309291,0.111410934565895,0,0,0,0,0,0
XRP,0,0,0,0.0489861275636441,0,0,0.126816709192782,0.0594661034003739,0,0.038176641461269,0,0,0,0.204893438662087,0,0,0,0,0,0.081923499830944
BCH,0,0,0,0,0.110027204149467,0,0,0.0639854488762372,0,0,0.236778080668761,0,0,0.15368435975013,0.0334036246953671,0,0,0,0,0
LTC,0,0,0,0,0,0,0,0.0617227771998197,0,0.0621703083416339,0.712335994673669,0,0,0.0002061432280634,0,0,0,0,0,0
DASH,0,0,0,0.045145320656233,0,0,0.18189719162002,0.0392626724590152,0.035885935600163,0.0695715092551748,0,0,0.0608244015058181,0.110175220908662,0,0,0,0,0,0
XEM,0,0,0,0,0.0281309109221395,0.021998843230926,0,0.0345841965816022,0,0.0840355846755871,0,0,0.0419564502936274,0.148363441402076,0.0294325596073689,0,0,0,0,0
NEO,0,0,0,0,0.0833472632074737,0,0.222041063647633,0,0,0.0359098450363234,0,0,0,0.176883415786562,0.052400310439531,0,0,0,0,0
XMR,0,0,0.122348998103929,0.0075789216274205,0,0,0,0,0,0.0558372586479112,0.057172060817218,0,0.120116366011055,0.0785266613408491,0,0,0,0,0,0
MIOTA,0,0.0222470080273719,0,0,0,0,0.0212801661910881,0.0320844655668587,0.0758054602211273,0,0,0,0.365073086022837,0,0.250601364446155,0,0,0,0,0
ETC,0,0,0,0,0.45781698071987,0,0,0,0,0.0685738147904523,0,0,0.0484162778194704,0.0559652316511456,0.0710812096103976,0,0,0,0,0
ADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZEC,0,0,0,0,0,0.192459587365205,0.027050878155581,0,0.0328125947920204,0.0262665744323345,0.08129562998747,0,0,0.153172079050311,0.180804632198505,0,0,0,0,0
XLM,0,0,0.148577289781361,0.0517963894406801,0,0,0.0634767920105317,0.0498923914111528,0.163093705872194,0,0.2882485858654,0,0.176408934588719,0,0,0,0,0,0,0
EOS,0,0,0,0,0,0,0,0.114146939739478,0,0.0783565264645735,0.120617194021913,0,0.131780827297941,0.115435891074677,0,0,0,0,0,0
BV010082.Index,0,0,0,-0.0233661278917622,0,0,0,0.00226068913475429,0,0,0,0,0,0,0.0180307524292462,0,0,0,0,-0.0504116646289639
CVIX.Index,0,0,0.0188901286216762,0,0.0238095014206445,0,0,0,0,0.0295660531212565,0,0.0277226929295859,-0.0491614416528999,-0.0148581127353614,-0.0242085728059693,0,0,0,0,0.0310846219542418
DXY.Curncy,-0.0119607136214118,0,0,-0.00337664368163788,0,-0.0242515253488337,0,0.00250856869800742,-0.000857369298488634,0.00243991245058928,0,0,0.00400541325382774,0,0.00892941354668536,0,0,0,0,-0.00660404816997959
SPX.Index,0,0,0,0,0,-0.00430280286802504,0,0.000546099031013576,-0.000175748543576359,0,0,0,0,0.000832568439208611,0,0,0,0,0,-0.0362675075204714
VIX.Index,0,0.212891615446619,0,0,0,-0.264584508633581,0,-0.0164909316276658,0,0.118497805716501,-0.0492800654615763,0.0754226653882413,0,0,-0.0573406080780682,0,0,0,0,0
