,BTC,ETH,XRP,BCH,LTC,ADA,XLM,NEO,EOS,MIOTA,DASH,XEM,XMR,ETC,TRX,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.00200068518070529,0,0.294348066596429,0,0,0.0617411959694552,0,0,0,0,0,0.10448080741356,0.0544510315494695,0,0,0,0,0
ETH,0,0,0.0442759008697726,0,0,0,0,0.10243985119233,0,0.0592697903701575,0,0.0968992574469394,0,0.131997154209008,0.0283594296332175,0,0,0,0,0
XRP,0,0,0,0,0,0,0.0759924422958509,0,0.0335140200117645,0.122740854599491,0,0.163758201503246,0,0.148131029511546,0.123912536532351,0,0,0,0,0
BCH,0,0,0,0,0.184326488617708,0,0,0.0158244540945032,0,0,0.275287815552636,0,0.298835975623865,0.0911390736789781,0,0,0,0,0,0
LTC,0,0,0,0,0,0,0,0,0.0721265362052697,0,0,0,0,0.263736647532959,0.0197714443437398,0,0,0,0,0
ADA,0,0,0.0523263136754368,0,0,0,0.106802607729055,0,0.0976486069053587,0.0764846020455012,0,0.0949677938800695,0,0,0.103664695121158,0,0,0,0,0
XLM,0,0,0.167329568672168,0,0,0.302669111622857,0,0.113098663642451,0,0,0,0.0308715930274237,0.0512311418242714,0.0272734426376897,0,0,0,0,0,0
NEO,0,0,0,0.0941687934570595,0,0.0103252297252573,0.0830946846399537,0,0,0,0,0.174631875370422,0.181192848033031,0.206202647143793,0,0,0,0,0,0
EOS,0,0,0,0.0494178537527305,0.0720255827407285,0,0,0,0,0,0,0.120799975443977,0,0.334807451649213,0.0948891202597035,0,0,0,0,0
MIOTA,0,0,0.0777431247689099,0.00534357536559283,0.154411071136643,0,0,0,0.212643262359522,0,0,0.0966637449712073,0,0.151616187287029,0.00880855624471435,0,0,0,0,0
DASH,0,0,0,0.125445238532173,0,0,0,1.73472347597681e-18,0.0557475614421633,0,0,0,0.162248361135744,0.128444480849583,0.111995449055125,0,0,0,0,0
XEM,0,0,0,0.0293523074593836,0,0.0887750853733888,0.162797746584534,0.0139601470693726,0,0.0331060285192878,0,0,0.145159339464813,0.0485072661267911,0.00633131762472102,0,0,0,0,0
XMR,0,0,0,0.205152527002151,0,0,0.0297520346961108,0.179538414757833,-2.16840434497101e-19,0,0.11030435430864,0,0,0.0808111314162645,0.0588156060264019,0,0,0,0,0
ETC,0,0,0.0020079008238913,0.0787638055608545,0,0,0,0.0984414130282748,0.17504679481605,0,0.0818821350881047,0,0.174196750251919,0,0.102538111682217,0,0,0,0,0
TRX,0,0,0.2105468035441,0.388618345898786,0,0.12356691149953,0,0,0.0615954024927956,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0.00773867178073865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0453413926834167
CVIX.Index,0,0,0.0020079332929858,-0.0179650368899059,0,0,0.00509297466072096,0,0,0,0,0.00882567852414495,0,0,0,0,0,0,0,0.0297163075976081
DXY.Curncy,0,0,0,-0.00263489046714334,0,0,-0.00468303504945628,0,0,0,-0.00061663043117029,8.470329472543e-22,0,0,0,0,0,0,0,0.00944475377351893
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0544651247920175
VIX.Index,0,0,0,0,0,-0.0648875616430252,0,0.032463584656902,0,0,0,0,0,0,-0.0501131002021753,0,0,0,0,0
