,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,XMR,DASH,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0824341045841179,0,0,0,0,0.00380280095866082,0.135191497368728,0.140895882457256,0.0232915350918752,0,0.0667710714822803,0,0,0.0148795072159659,0,0,0,0,0
ETH,0,0,0.145115657330314,0.0968807490794295,0,0.151662983613145,0,3.46944695195361e-18,0,0,0.10081506774101,0.131108162495186,0,0.0754808245711627,0,0,0,0,0,0
XRP,0,0.262151943276103,0,0,0,0,0.0715831330265266,0.139402252276657,0.0610806028368706,0,0.0735960160843325,0.0930126883401792,0,0.0604888462009462,0,0,0,0,0,0
BCH,0,0,0,0,0,0,0,0,0.158306105927576,0,0.0935615275269418,0,0.324360677234267,0,0,0,0,0,0,0
EOS,0,0,0,0.184743642602199,0,0,0,0,0,0,0.173342468300393,0.0847519280511724,0,0,0,0,0,0,0,0
LTC,0,0.106126262515936,0,0.25658707623673,0,0,0.0841167763516412,0.0456829276493346,0,0,0.101248331162725,0,0,0.0629767297742891,0,0,0,0,0,0
ADA,0,0.0277385923567315,0.226057211108035,0,0.0354191912030216,0,0,0.285587189510285,0,0,0.0677013619133107,0,0,0.136037014037102,0,0,0,0,0,0
XLM,0,0,0,0.0729632666504208,0,0,0.148730830851773,0,0,0,0.220495579864288,0.103565207720169,0,0.157857186163619,0,0,0,0,0,0
MIOTA,0,0,0,0,0,0,0.0775194126304286,0,0,0.0390933258559107,0.130391668471596,0.293415225508479,0.0344513376236599,0.0842263026458544,0,0,0,0,0,0
TRX,0,0,0,0.27801894706008,0,0,0,0.34016536107511,0,0,0,0,0,0,0,0,0,0,0,0
NEO,0,0,0,0,0.0781623184092682,0,0.00428692780088512,0.280831172092766,0.174328088229165,0,0,0.0750842377221081,0.0157858548059122,0,0.165108643143466,0,0,0,0,0
XMR,0,0,0.193429985767532,0.110246481353742,0,0,0.0163427208283464,0.114439536768849,0.0499502506475788,0.0699501591067697,0,0,0.235129965974915,0,0,0,0,0,0,0
DASH,0,0,0,0.144800706037355,0,0,0,0.281259338285179,0.0691734687722322,0.0791579240668232,0.0258082598956755,0,0,0.00306022172717726,0,0,0,0,0,0
XEM,0,0.123548813833742,0,0.0754995828687314,0,0,0.0738656525885956,0.371258335225908,0.03876009961341,0.103416136570664,0.020215250197371,0,0,0,0.0314103317897399,0,0,0,0,0
ETC,0,0,0.0237669387909826,0,0,0,0.0533784340333897,0.109902621923454,0.0670628576852825,0.0222454200352332,0.113966142511607,0.200980586794112,0.0217151968569888,0.0598171245178713,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0238290035459676
CVIX.Index,0,0,-1.0842021724855e-19,0,-0.0249554914590433,0,0,0,0.0373556817792911,-0.0314403112341374,0.037860994380259,0,0,-0.0331954610649399,0,0,0,0,0,0.0225289161897993
DXY.Curncy,0,0,0,0,0,0,0,0,0.00395941447057433,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0,0,0,0,0.00128481343859036,0,-0.0105219157680058,0.013497890315705,-0.00650456424868477,-0.00452411856104618,0,0,0,0,0,0,0,0,0,-0.112397926310421
VIX.Index,0,0,0,4.33680868994202e-19,-0.0457999631686462,0,0,0,0,-0.0620963145343737,0.201087101237737,0,0,0,0.00225044359521698,0,0,0,-4.91898642445822,0
