,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,ZEC,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.193757610883964,-0.0197553278090006,0.0298544880587297,-0.0359310653939798,0,0,0,0,0.0105607087263915,0,0,0,0,0,0.000708990669763206
ETH,0,0,0,0.819259909603213,0.118973268095958,0.122015116451722,0,-0.0216202032024473,0,0.324063186479362,-0.0213537358233617,0.0146553310621913,0,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0,0.0720868873360003,-0.0401811820809764,0,0,0,0,0,0,-0.0907045240446946
LTC,0.592748411808556,0,0,0,-0.00668934589664723,0,0,0,0,-0.00914505713802615,-0.00218647043959067,-0.00486060684991951,-0.00369625983007262,0,0,0,0,-0.00911897769940438
XMR,0,0,0,-0.435596241538784,0,0,0.362918278244925,0.312666195027774,0,-0.0442076979520535,-0.030349822761864,-0.0327559492402439,0,0,0,0,0,0
ETC,0,0,0,0,0,0,0,0,0,-0.101547058849969,0,-0.0200762014474268,0,0,0,0,0,-0.0893385537597146
DASH,0,0,0,0,0.0945250494393787,0,0,0.0453119426871535,0,0.0343486566872072,-0.026214495659887,-0.05387736634936,0,0,0,0,0,0
XEM,0,0,0.187106556601381,0,0.104597382439952,0.139824897871332,0,0,0,0,0.0110810654614415,0,0,0,0,0,0,-0.0177267554745535
DOGE,0,0,0,0,-0.0367584755033814,0,0,0.0350592431937259,0,-0.0126574668080739,-0.00784132493799936,0.000639088401411917,0,0,0,0,0,0
XLM,0,0.222986724703682,0,0,0.108957979959272,0.161170174321001,0,0,0,0,-0.021743663837885,-0.00385748938316125,0.10641787525917,0,0,0,0,0
ZEC,0,0,-0.941300335407282,0,0,-0.106431472437356,-0.973366750112511,-0.257566554880736,0,0,0,0,0,0,-0.900482162851876,0,0,0
NEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,-0.0475818597925347,0,0,0,0.0275793917465301,0,0,-0.00375796655670731,0,0.0152875002317939,0,0,0,0,0,-0.0838016304307133
CVIX.Index,0,0,0,0,0.0118036585436963,0,0,-0.0646788230117346,0,-0.00733654173046261,-0.0088520944548968,0,0,0,0,0,0,0.21015384133158
DXY.Curncy,0,0,-0.0209689791177484,0,0,0.00517328296205136,0,0.00714431188050945,0,-0.00900961815696717,0,0,0.00387757358888928,0,0,0,0,-0.0267082605788387
SPX.Index,0,0,0,0,0,0,0,0.00468888603816142,0,0,0,0.00369889386165594,0,0,0,0,0,-0.0426846427919627
VIX.Index,0,-0.0628673282714684,0,0,-0.100095483924178,0.0517937735010408,0,-2.71050543121376e-20,0,-0.169132847913089,-0.0309064255550233,0.0909801181805369,-0.0505538644137435,-1.37327253607042,0.509688617054519,0,0,0
