,BTC,ETH,BCH,XRP,LTC,MIOTA,XEM,DASH,NEO,ETC,XMR,ZEC,EOS,BNB,XLM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0241270937394086,0,0,0,0.0595800195888006,0,0.0712959724264113,0.0552459918672858,0,0.0280981146027989,0,0.0462447375784125,0.0089330020612213,0,0,0,0,0,0
ETH,0,0,0,0.0360042683402798,0,0.0327154103753692,0.083219887490639,0,0.0416764244758948,0,0.0331515011011822,0.157676457720684,0.017528545203401,0,0.0584865712354724,0,0,0,0,0
BCH,0,0,0,0,0,0,0,0,-0.123266185168013,0,0,0,0,0,0,0,0,0,0,0
XRP,0,0.308310839630861,0,0,0,0.0209215080987883,0,0,0,0,0,0,0.0254823576803692,0.01185884521463,0.0706849243559126,0,0,0,0,0
LTC,0,0.08548085823643,0,0,0,0.0217672097792154,0,0,0,0.167469903021778,0,0,0.0824204681689178,0.0375518046254554,0.0493258332150101,0,0,0,0,0
MIOTA,0,0,0,0,0,0,0.158155175518732,0,0.0156081529159874,0,0,0.533010671640849,0,0.119948349518905,0,0,0,0,0,0
XEM,0,-2.16840434497101e-19,0,0,0,0.0437833873555818,0,0.32081893378934,0.0838932141274701,0,0,0,0.104681989012433,-0.023647965458459,0.103663449334927,0,0,0,0,0.0194549996501747
DASH,0,0.213953626875297,0.00522946008258044,0,0,0.0777732054118686,0.0739913635808609,0,0.00339385249347316,0,0,0,0.0470750651944986,0,0.0720898510610424,0,0,0,0,0
NEO,0.15626946631622,0,0,0,0,0.0317428502372772,0.341193386097838,0,0,0,0,0.218368932583251,0.0158544008770988,-0.0512113758223164,0.0658542662154041,0,0,0,0,-0.129336886075786
ETC,0,0.374002896921624,0,0,0,0,0,0,0,0,0.0616152195618452,0,0.00623169226614102,0,0.00560736423515711,0,0,0,0,0
XMR,0,0.15805924655347,0,0,0,0.0307383572181766,0,0.0531993066055582,0,0,0,0,0.0414894133126779,0,0.264741344119723,0,0,0,0,0
ZEC,0,0.330457585686186,0,0,0,0.117511812892984,0,0,0,0,0,0,0.0582520826069165,0,0.142812164161716,0,0,0,0,0
EOS,0,0.0909780780396004,0,0,0,0.160300591906133,0,0,0.104105487822535,0,0,0.0927850706096238,0,0,0.179156285480119,0,0,0,0,0
BNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLM,0,0.152131788407104,0,0.0216968340520958,0,0,0.117455394305763,0,0,0,0.394732196510804,0,0.0650157662070402,0,0,0,0,0,0,0
BV010082.Index,0,0,-0.0137952369299265,-0.0148349295110232,0.0505619627697253,-0.0144803950213439,0.0192282752773122,0,-0.0145523046323615,0,0.0197193218994091,0.048189599857401,0.000167466007885566,0,-0.0446186723318085,0,0,0,0,-0.0233075756901545
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,-0.00468107337600033,0,0.0253859776669086,0,0,0,-0.00232604271161428,-0.000372112129251121,0.00618894071298368,0,0,0.00225985285049956,-0.0147428645721723,0,0,0,0,-0.0105514441983093
SPX.Index,0,0,0,0,0,0,0,0,0.0010033999727706,0,0,0,0.000736327043308124,0,-0.00345578142103459,0,0,0,0,-0.0456338414389592
VIX.Index,0,0.290954420321877,-0.0877690792738554,-0.0791527941008186,0,-0.0558621597999519,0.15916605739523,-0.20428815272171,-0.0638199935240121,0,0,0,0.0109099364610488,0.0676178150695123,-0.0864648872873013,0,0.318013254693792,0,0,0
