,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,NEO,ZEC,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.00645819255979215,0.167715509278787,-0.00517255672738244,0.0302920607754071,0,0,0,0,0.00850215066533362,0.00996833501215162,-0.0112960767892902,0,0,0,0,0.00350285117077522
ETH,0.199977301552776,0,0.111183649495841,0,0.0934353680281797,0.066445390897025,0.184368020175008,0,-0.097878674714634,0,0.0265215386607802,0.0060830382753351,0,0.0424130250995463,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0,0.383390306519473,-0.055375575546218,-0.00848727203711605,0,0,0,0,0,0
LTC,0.533770665063172,0,0,0,-0.0150816515716869,0,0,0,0,-0.00542956743410192,-0.00426419713734454,-0.00314108188123858,-0.00741371378525234,0,0,0,0,-0.00571868607086567
XMR,0,0.546937511473828,8.67361737988404e-19,0,0,0,0,0.0487814018137034,-0.381670303692689,0,-0.141779578152867,-0.00829575090429716,-0.157203148552469,0,0,0,0,-0.0304828820898312
ETC,0,0,0.0611788754768316,0,0,0,0,0,0,0,-0.0091739466162396,2.16840434497101e-19,0,0,0,0,0,-0.101534953759947
DASH,0,0,0,0,0.0820652615170881,0,0,0.0513213090815589,0,0.0639092282756287,-0.0516696465129812,-0.0330209252622072,0,0,0,0,0,-0.0101960491523113
XEM,0,0,0.123394616134155,0,0.0855107369083517,0.139105433148929,0,0,0,-0.012300572897425,-0.00344686179478765,0,0,0,-0.14768541017599,0,0,0
DOGE,0,0,0.0504113313073573,0,-0.0530266672423063,0,0,0,0,0,0.00770316652150115,-0.0101491764053451,-0.00421176960348332,0,0,0,0,0
XLM,0,0,0.55511560298796,-0.244195030364798,0.0471423140201846,0.18495953314341,0,-0.0904004625050423,0,0,0.0340127255556007,-0.0111942352833762,0.133138738422462,0,0,0,0,0
NEO,0,0,0,0,-0.401225207609237,0,0,0,0,0,0,0,0,0,0,0,0,0.331711398682136
ZEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0,0,0,0,0,0,0,0,0,0,-0.0584838134817186,0,0,0,0,0,0,0
BV010082.Index,0,0,-0.0799987920037279,0,0,0,0,0,-0.0924254757424891,0.00790177438326169,0.00414177305082824,0,0.0237708827565042,0,0,0,0,0
CVIX.Index,0,0,0,0,0,0,0,-0.0170501374206493,0,0.0711023037014941,0.00492510766941637,-1.35525271560688e-20,0,0,0,0,0,0.164514618794528
DXY.Curncy,0,0,-0.00893443108224422,0,0,0,-0.00108628981865823,0.000317921586362427,0,0.00561188870683698,0.00164708676148263,0.000673453850058614,0.00977595970898401,0.0518773250937983,0,0,0,-0.0067087016863672
SPX.Index,0,0,0.00594258681761532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0628187193589019
VIX.Index,0,0.0248676903215256,0,0,-0.164914639652842,-0.338694035183907,0,0.226402448652793,0,-0.0762322225904733,0.00897310946260707,-0.0430381836685254,0,0,0.656755753825462,0,-0.580156642084499,0
