,BTC,ETH,XRP,LTC,ETC,DASH,XEM,MIOTA,XMR,EOS,ZEC,NEO,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.197845046243625,0,0.0223768677023313,0,0,0.0589693046920158,0.0259135953184542,0,0.00123387401107633,0,0.0219478782662395,0.0271197603871759,0,0,0,0,0
ETH,0,0,0,0,0.138121706852249,0.101379606205272,0.0136892650518914,0.0522079932077541,0,0.0272556442310701,0.193467159337054,0.00827791588754597,0.00377728819865958,0,0.0113395294288396,0,0,0,0,0
XRP,0,-0.0977051344165618,0,0,-0.120827182730884,0.239039686042291,0,0.0496094785854977,0,0.0194119920518681,0,0.0346511186557647,-0.0377209345656718,0.432273875623012,0,0,0,0,0,0
LTC,0,0,0,0,0,0,0.131646317071319,0,0.13886059296092,0,0,0.128662134263516,0,0,0,0,0,0,0,0
ETC,0,0.34790016933923,-0.0734241989825253,0.167032907966404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASH,0,0.0711415285441797,0,0,0.104534168988111,0,0,0,0.285262341804719,0.0571404731388798,0,0.0772414687777572,0,0.056987623479634,0,0,0,0,0,0
XEM,0,0,0.0556207598765827,0.162932587095838,0,0,0,0,0,0.108552204057272,0,0.0223707383016945,0.273316963347649,0.123664205492346,-0.0451233707231153,0,0,0,0,0
MIOTA,0,0,0,0,0.012452841890265,0,0.0548169448496492,0,0,0,0.0733875948385872,0,0,0.0579588231591239,0.0246218748985666,0,0,0,0,0
XMR,0,0,0,0.143899531623245,0,0.329363434315391,0.0844752874872358,0,0,0.00633337984079502,0,-0.0219725019804752,0,0.128860021778423,0,0,0,0,0,0
EOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZEC,0,0.103834642653881,0,0,0,0,0.0525272954322974,0,0.0218380098633267,0,0,0.0498723456572838,0.149579338724484,0.144037447504583,5.42101086242752e-20,0,0,0,0,0
NEO,0,0,0,0.244223123708412,0.0556270776027063,0,0,0,0,0.0296472193663459,0.265253315755134,0,0,0.0689883810774634,0.0020007947564476,0,0,0,0,0
DOGE,0,0,0,0.107865847560456,0.0886699297910563,0.2434392616361,0.229681290846939,0,0,0,0,0.0137546341126201,0,0,0.0193373535226328,0,0,0,0,0
XLM,0,0,0.536360295725262,0,0,0,0.0353386548848891,0,0.248023567809728,0.0735961861588275,0,0.0580218184667695,0,0,0.047923115014464,0,0,0,0,0
DGB,0,0,0,0,-0.0725059573355732,0,0,0,0,0.0799914938883913,0,0,0.281099909718908,0.583876767373204,0,0,0,0,0,-0.206027249562334
BV010082.Index,0,0,0.0281648022205999,0,0,0,-0.0297309833767431,0,0,0,0.0101100669753926,0.00260488676212627,0.0129896463575777,0,0,0,0,0,0,-0.0290603689175143
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0.00784508360246315,0,0,0,0.00449778061882291,-0.00394213025178005,-0.00441705184027439,0,0,0.00344121481465282,0,-0.0140751892729072,0.0025122052812008,-0.00166456571980444,0,0,0,0,0
SPX.Index,0,0,0,0,0,0,-2.16840434497101e-19,-0.00138604904155509,0,0,0,0,0,0,0,0,0,0,0,-0.0467272422699724
VIX.Index,0,0.000500552520759222,0.0855970128796396,-0.111020882680052,0,0.0894145070997646,0.227309483408435,-0.151889001333531,-0.133748070164627,0.00767795539959715,0,-0.0220940647921342,0,0,-0.0117007271636216,0,0,0,0,0
