,BTC,ETH,XRP,LTC,XEM,DASH,ETC,XMR,XLM,DOGE,ZEC,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0493589115781015,0,2.16840434497101e-19,0.0681476812855024,0,0.0338807117918617,0,0.0172701489926362,0,0,0,0.0466887526452141,0,0,0,0,0
ETH,0,0,0,0,-0.0403648282333282,0,0.0993718742057243,0.439292979535473,0,0.0222043533724594,-0.129652427851365,0,0.0515473426684471,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0.081407844164012,0.337876475278166,0,0,0,-0.0833837892000236,0,0,0,0,0
LTC,0,0,0,0,-0.0439772540612002,0,0.0460629031066715,0.090132535179201,0.129688479377487,0,0,0,0,0,0,0,0,0
XEM,0,0,0,-0.0040150878107624,0,0,0,0.0397488353857138,0.124399178051189,-0.326019738104634,0.120964053536188,0.123112705284947,0.159764210105202,0,0,0,0,0
DASH,-0.108331459170685,0,-0.163995974750414,0.0932426351866186,0.171081753247391,0,-0.128448350903787,0,0.0710406335073074,0,0.0138839081299716,0.0586698073336771,0,0,0,0,0,0
ETC,0,0.318027604534735,0,0.0934577852847901,0,0.0590267829664987,0,0,-0.0469163750764596,0,0,0,0,0,0,0,0,0
XMR,0,0.379130569691828,-0.0138119878395144,0,0,0.0921447974155252,0,0,0,0,0.080441337151493,0,0.00773156571735712,0,0.0113910135458312,0,0,0
XLM,0,0.0757469234399087,0.403714050304251,0.118245705825575,0,0,0,0,0,0.181026014179777,0,0,0.0653543590982734,0,0,0,0,0
DOGE,0,0.103004326928196,0.114113602461859,0.142580595014415,-0.0597649743546164,0,0,0,0.172825590751364,0,0.164271703081674,0,0.109457421049447,0,0,0,0,0
ZEC,0,0,0,0,0,0.118443154473709,0,0.182696071252847,0,0.101723139904368,0,0,0.0456404921278049,0,0,0,0,0
NEO,0,0,0,0,-0.0138981220363964,0.0740573478121106,0,0,0,0.041466687616871,0.166920475642281,0,0.0778744888241179,0,0,0,0,0
DGB,0.172718213777809,0.0974349293443151,-0.0675120519266478,0,0.033414591489541,0,0,0,0,0,0,0.112740879102606,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,-0.00792334057224588,-0.0289730840063995,0,0.00196267549086625,0,0,0,0.0178358710415077,0,0,0,0,-0.087550077244091
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,0,-0.0016774282013842,-0.00797640782696617,0,0,0,0,0,0,0,0,0,0,0,0.00865804851505512
SPX.Index,0,0,0.00103088309235468,0,0,0,0,0.00313058684528381,0,0,0,-0.00134367041325761,0,0,0,0,0,-0.0250420041719889
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
