,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,MIOTA,TRX,ETC,DASH,NEO,BNB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.168835304974658,0,0,0,0,0.229510160079846,0,0,0.0291212251378382,0,0,0,0,0,0,0,0
ETH,0,0,0,0,0.183146851325586,0,0,0,0,0.0726910986580861,0,0.199443516815291,0,0.102115197274165,0,0,0,0,0,0
XRP,0,0,0,0,0.181114557667619,0,0,0,0,0.270488072203123,0,0.0462097805695235,0,0.0366010890728026,0,0,0,0,0,0
BCH,0,0,0,0,0.22466646768678,0,0,0.169892825209174,0.0531785611233791,0.0272479388415407,0.287139255890208,0,0,0,0,0,0,0,0,0
EOS,0,0,0,0.0368376872731528,0,0,0,0.192541485587895,0,0.179666404350343,0.115221266742072,0,0,0.100206899702721,0,0,0,0,0,0
XLM,0,0,0,0,-4.33680868994202e-19,0,0,0.11156754237061,0.101916232030902,0.211781006694174,0.063092310624785,3.46944695195361e-18,0,0,0,0,0,0,0,0
LTC,0,0,0,0.47938340432115,0.0429815396373914,0,0,0,0,0.0865560199203125,0,0.066702632698814,0,0,0,0,0,0,0,0
ADA,0,0,0,0,0.0325447960539196,0.238675288290079,0,0,0,0.0784288781052631,0.237655071521466,0,0,0.127607839527212,0,0,0,0,0,0
XMR,0,0,0,0.449376703134286,0,0.0380271227826998,0,0,0,0.0459016183127315,0,0,0,0.112325274298817,0,0,0,0,0,0
MIOTA,0,0,0.173960962662235,0,0,0,0,0,0,0,0.0923625703337652,0.106258300906009,0,0.584898397762043,0.0762151277779104,0,0,0,0,0
TRX,0,0,0,0,0.267224217218716,0,0,0.0485000225093592,0.0342014515776272,0.148000704532793,0,0,0,0.107535275340666,0,0,0,0,0,0
ETC,0,0.208626563056796,0,0,-3.46944695195361e-18,0.0665655009507844,0.225825053829975,0,0,0.25265478256206,0,0,0,0,0,0,0,0,0,0
DASH,0,0,0,0,0.1006104018231,0,0,0.123092937916573,0,0.0844392193987568,0,0,0,0.144158169244794,0,0,0,0,0,0
NEO,0,0.155345071256729,0,0,0.0962030965614338,0,0,0.132839161100086,0,0.382187762184747,0.187987074911695,0,0.0269483104569838,0,0,0,0,0,0,0
BNB,0,0.019100248644417,0.276873364442557,0,0,0,0,0.190580668102747,0,0.0992699239685174,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0.0197989760921202,0,0,0,0,0,0,0,0,0,0,0,-0.0412698998578145
CVIX.Index,0,0,0,0,0,0.0433234659231104,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086001272615191
DXY.Curncy,0,0,0,0,0,0.0116968867650235,0,0,0,-0.00794192165419083,0,0.00876286519420334,0,0,-0.00373733712527353,0,0.0822065246885374,0,0,-0.00458333573618783
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0548244220852996
VIX.Index,0.596444536074279,0,0,0,-0.143187389439713,-0.233432505926412,0,-0.031436266953761,-0.260884086505754,0.188775206528896,0,0,-0.200632398709831,0,0.0159716202622585,0,0.689565172991594,0,-2.93654332200735,0
