,BTC,ETH,BCH,XRP,LTC,DASH,NEO,XEM,XMR,ETC,MIOTA,ADA,ZEC,XLM,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.335239722863825,0,0.089628387155172,0.0800297900396881,0,0,0,0,0,8.67361737988404e-19,0.089125662816612,0,0,0,0,0
ETH,0,0,0,0,0.174337551351691,0,0.0632116083369346,0.117068283648103,0.0999726097907745,0,0.0274043558450511,0,0,0,0.015963736703975,0,0,0,0,0
BCH,0,0,0,0,0.170119008908025,0,0.100176095461693,0,0,0.354955927982407,0,0,0,0.0495160867322782,0.103088136900089,0,0,0,0,0
XRP,0,0.207181717628115,0,0,0.0699408573063548,0,0.0845037661157649,0,0.0440289731760494,0.0106221618085089,0,0,0,0,0,0,0,0,0,0
LTC,0.127687055557846,0.0434110204963473,0,0.24279823045538,0,0,0.0120066656685137,0.156200264190197,0.0688350380976988,0.131048870049404,0,0,0,0,0,0,0,0,0,0
DASH,0,0,0.0193428145187571,0,0.00908768053012784,0,0.0685828460239225,0,0,0.145047147199382,0.0379833189575821,0,0,0,0,0,0,0,0,0
NEO,0,0,0,0,0,0,0,0.412020017315095,0.0788902309325383,0.0184703082250973,0,0,0,0.0780202632695234,0,0,0,0,0,0
XEM,0,0.0964117693308196,0,0,0,0,0,0,0.189607488048216,0.103924330747444,0.0938681353166825,0.0341371090954976,0.0935552335201749,0.0872062131364595,0,0,0,0,0,0
XMR,0,0.176599720360332,0,0,0.123877220122971,0,0.0747550631023602,0.0900340204059069,0,0.0433492882292631,0.0121784319608471,0,0,0,2.71050543121376e-20,0,0,0,0,0
ETC,0,0.225373608293656,0.11943724698504,0,0.220756281611523,0,0,0.0066488426813829,0.0899287581423409,0,6.93889390390723e-18,0,0,0.00834924563166379,0,0,0,0,0,0
MIOTA,0,0,0,0,0,0,0.14033150850969,0.195711613442738,0,0.0417646903645971,0,0.0465939386928666,0.142396332127564,0.0694264017133363,0.0732314206556215,0,0,0,0,0.0910509964377778
ADA,0,0,-0.266246114047312,0,0,0,0.0731169811368877,0,0,0,0.191915158109496,0,0.0520046526117267,-0.0340456469433142,0,0,0,0,0,0
ZEC,0,0,0,0,0.0227496364595855,0.0384732509274606,0.000573311308999963,0.290326009793821,0.181470227692819,0,0.0460620098955075,0,0,0,0.0570895024475127,0,0,0,0,0
XLM,0,0,0,0,0.1726433761619,0,0.108398138876331,0.24125090482926,0,0,0.435975248182686,0,0,0,0,0,0,0,0,0
EOS,0,0,0,0,0.248382937064983,0,0.080439811011293,0,0,0,0.119537669071757,0,0.257328581969909,0.0238959752197232,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0286647493254572
CVIX.Index,0,0,0.0673491689181412,0.00232961645719242,-0.0992792596419349,0,0,0.0485641378249423,-0.00943459668248877,0,0,0.0512117992507073,-0.0135239133778521,0,-0.0632352105613967,0,0,0,0,0.0365094038987016
DXY.Curncy,-0.0101885530016075,0,-0.00688613562978895,0,0,-0.0149163906013484,0,0.00305264758363214,0,-0.000782092196040358,0.00480141559058611,-0.00302920861083167,0,2.77730191100856e-05,0.00542936959025484,0,0,0,0,-0.00632099612204152
SPX.Index,0,0,0,0,0,0,0,0,0,-4.30357019555811e-05,0,0,-0.000169787654780211,1.38291234744866e-05,0,0,0,0,0,-0.0305233781685287
VIX.Index,0,0,0,0,0,0,0.0576777021108837,0,0,0,0,0,0,0.0193427096024723,-0.0355059983952539,0,0,0,0,0
