,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,DASH,XMR,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.00805850935395953,0,0,0,0.0870984927358675,0.113618036812757,0,0,0.0590351983164528,0,0.139121395729956,0,0,0,0,0,0
ETH,0,0,0.0562049746653625,0.0895561932191505,0.010219892845297,0.0429431876916215,0,0,0,0,0.0643111543213049,0,0,0.283842675389454,0,0,0,0,0,0
XRP,0,0.159613715056687,0,0.0271926022139575,0.0814309239971123,0,0.071482291683863,0.15996344423392,0.0733782527163584,0,0,0,0.0493188724796306,0.145992637222129,0,0,0,0,0,0
BCH,0,0,0,0,0,0,0.144857360965498,0.0813232501585763,0.232293304077453,0,0,0,0,0.0524984641106638,0,0,0,0,0,0
EOS,0,0,0.202943970877331,0.213404793701351,0,0,0.0593015889941067,0,-0.187764377420189,0,0.229919692031544,0,0,0,0.100860372045147,0,0,0,0,-0.172965763515667
LTC,0,0,0,0.133685013435936,0,0,0.0754065062464052,0.019971980023445,0.0657585691973852,0,0.123728975853687,0,0.0555592206505363,0.138637182485546,0,0,0,0,0,0
ADA,0,0,0,0,0.0422077995230759,0,0,0.43390104172315,0.12665654724562,0,0.0360137378164002,0,0,0.00890889062523277,0,0,0,0,0,0
XLM,0,0,0,0.0409336253946966,0.136531959758187,0,0.12267663854024,0,0.10681030308337,0,0,0,0,0.329350131772444,0,0,0,0,0,0
MIOTA,0,0,0,0.225599738762461,0,0,0.0639887283833858,0.10991945142591,0,0.080878662237466,0.000181443377025973,0.0362695134141148,0,0.184642755930305,-1.73472347597681e-18,0,0,0,0,0
TRX,0,0,0,0.203944736850347,0.0819318427896159,0,0,0.412130097697137,0,0,0,0,0,0,0,0,0,0,0,0
NEO,0,0,0,0,0,0,0.116732874018548,0.179189438398187,0.112025638677586,0,0,0.121934555646574,0,0.100825687014523,0.171185675777218,0,0,0,0,0
DASH,0,0,0,0.0337321312529043,0,0,0,0.250911456548686,0.057577255799778,0.0671218721080598,0.0520269791767302,0,0,0.0881850005128867,0,0,0,0,0,0
XMR,0,0,0,0.0785524777115919,0.0142815229768009,0.02561102841714,0.024161507845708,0.22288774893245,0,0,0,0,0,0.16923907794796,6.93889390390723e-18,0,0,0,0,0
XEM,0,0.279083210508177,0,0.000194217448540895,0,0,0.0713431364670762,0.321116218828593,0.0366945183827897,0.0536102052176551,0.0454148058957237,0,0,0,0.064166796468804,0,0,0,0,0
ETC,0,0,0.224285589963551,0,0.085722452502057,0.0550367396161078,0.0580321993050904,0.0332338201797778,0.0777228910103738,0,0.0254606393997647,0.0890087130910374,0,0.0933624011819925,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0238290035459677
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220979341532255
DXY.Curncy,0,0,0,0,0,0,0,0,0.00393304822768234,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0,0,0,0,0,0,-0.00653489065937521,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,-0.11248097042928
VIX.Index,0,0,0,0,-0.0996283853440258,0,-6.93889390390723e-18,-0.0717313001443596,0,0,0.223082501430805,0.116068505625676,0,0,0,0,0,0,-4.20876404147683,0
