,BTC,ETH,XRP,LTC,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.706951648728636,0.0434577560574152,-0.000802239233827554,0.00306491978875937,0.0193894461877024,0,0,0,0,0,0,0
ETH,0,0,0,0,0,0,0,0,-0.407822598039674,0.0187090642785652,0,0,0,0,0.216557617001612
XRP,0.092351070137662,0,0,0,0,0.100152743813117,0,0.0363485504790414,0,0.0440538600338535,0,0,0,0,-0.0536483669214315
LTC,0.498821126640111,0,0,0,-0.00880879791402413,0.0184122773586315,0.00849537859514491,0,0.00892496803456066,0,0,0,0,0,0
DASH,0,-0.0906515718164038,0,0,0,0,0,0,-0.239095244919915,0.0216486318220687,0,0,0,0,0.0313099696203776
DOGE,0,0.0643571815695756,0,0.410931465105167,0,0,-8.50174201277431e-05,0,0.31085320475202,0,0,0,0,0,0.0430728320739705
XEM,0,-0.053971753169287,0,0.310854679093608,0.0964460224548062,0,0,0,0.147082332043588,0.14667389651246,0,0,0,0,0
XMR,0,0,0,0,0,0.00988490211719516,0,0,0.210632400059883,0,0,0,0,0,0
XLM,0,0,0,0,-0.0730448195587,0.243326644321491,0.0742840258926459,0.0191900927572203,0,0.0784982924316192,0,0.242927652320435,0,0,0
DGB,0.425932980601011,0,0,0,0,0.035423021409306,0.113100712616156,0,0,0,0,0,0,0,0.0556681483387001
BV010082.Index,0,0,-0.0142096433327828,0,-0.0328716709636029,0,0,0,0,-0.0117393605714468,0,-0.205289756076411,0,0,-0.024205122506506
CVIX.Index,0,0.0147305385046788,0,0,0,-0.0528687450526696,0,0.0242357548999569,0.0834659759090704,0.0222035417978002,0,0,0,0,0.149362454177272
DXY.Curncy,0,-0.00286747165776805,-0.0213157771264064,0,0,0.00330241156654726,-0.00338319713992347,-0.00321651143370147,0.00244393077429951,0,0,0,0,0,-0.0210850984336578
SPX.Index,0,-0.00481076059809504,0,0,-0.0100720718735473,-0.00306494515002228,0,0,0,0,0,0,0,0,-0.148455750310295
VIX.Index,0,0,-0.0810819651392262,0,0.00759387902197098,0.0136001727165101,-0.0347204064870056,-0.0641600758896595,0.0723409373743268,0.0226628604329398,0,0,0,-3.43087693111342,0
