,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,TRX,NEO,XMR,DASH,ETC,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.205751994855183,0,0.0836770194171671,0.0223054933926838,0,0,0,0.064932803786641,0.000700728213566348,0.0234146858091085,0.0618732707785585,0,0.0162928059894032,0.0312084074277021,0,0,0,0,0
ETH,0,0,0,0.0445750168786517,0.0967021218821999,0,0,0.143015248351033,0.18188482369055,0.150079960416612,0,0.00589973818907282,0,0.0592664365977905,0.0136066160032222,0,0,0,0,0
XRP,0,0,0,0.266424695511941,0.077658481668736,0,0,0,0.0790637659719636,0.0780018433822936,0,0,0,0,0.0815450962569063,0,0,0,0,0
BCH,0,0,0,0,0.470691268357462,0,0,0,0.0962410998846576,0,0,0,0,0.0316112280940368,0.062842845143262,0,0,0,0,0
EOS,0,0,0,0.202526700577644,0,0,0,0.0589507984587399,0.0789962618778383,0.170904903088184,0.19311032661289,0,0,0,0.219606943699562,0,0,0,0,-0.0437201151487616
LTC,0,0,0,0.387600293157251,0.0504323024864192,0,0,0,0.0999763917929867,0.0101760429047602,0,0.0139382553432489,0,0.0301911337016918,-1.73472347597681e-18,0,0,0,0,0
XLM,0,0,0,0.0528232841922965,0.079118149097763,0,0,0,0.313863448606451,0.0148860277356275,0,0,0,0,0.0772306407943954,0,0,0,0,0
ADA,0,0,0,0.281673677437774,0.0972705358685145,0,0,0,0.0865832211191573,0.111201364075418,0,0,0,0.00848032783220118,0.043058952012773,0,0,0,0,0
MIOTA,0,0,0,0,0.276015422213957,0,0,0,0,0,0.477275136157924,0,0,0,0,0,0,0,0,0
TRX,0,0.0822472503836602,0,0.258364603046804,0.185602533070501,0,0.165356902953036,0,0,0,0,0,0,0,0,0,0,0,0,0
NEO,0,0,0,0,0.0932395216327458,0,0,0.0852778678942323,0.191561690601419,0.144141173468735,0,0.0410066226635713,0,0,0.300986939267563,0,0,0,0,0
XMR,0,0,0,0.0870833608092777,0.141701887614731,0,0,0.143251865914221,0.035105944942874,0.0294015833738137,0.123060231395155,0,0,0,0,0,0,0,0,0
DASH,0,0,0,0.0300321840592721,0,0,0,0,0.0237563127534804,0,0.0529720062159256,0,0,0.0886530189182633,0.288631303982364,0,0,0,0,0
ETC,0,0,0,0.34920814825866,0,0,0,0,0.115494382812982,0,0,0,0,0,0,0,0,0,0,0
XEM,0,0.170193000990196,0,0,0.125975532348103,0,0.0719959824988208,0,0,0.0344625388083718,0.318965368197663,0,0,0.0669468245623474,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0666203320074302
CVIX.Index,0,0.123676846379744,0,0,0,0,0,0,0.00927827727899069,0,0.0463871413448808,0,-0.242039187915973,-0.0309525639398244,0,0,0,0,0,0.0230902459529556
DXY.Curncy,0,0,0,0,0,0,0,0,-0.00273484412158131,0,-0.00737992743001058,0,-0.00510359854606438,0.00693552183257425,0,0,0.035896636980039,0,0,0
SPX.Index,0,0,0,0.00799313063474924,0,0,0,0,-0.00743653836521947,0,0,0,0,0,0,0,0.00596960491185174,0,0,-0.0557234394654473
VIX.Index,0,0,0,0,-0.428845331459316,0,-0.344499087997867,0,0.0790350923640937,0.190110626216239,0.1959331372726,0,0,0.143377333429612,0,-0.891831192435809,0.151818605872107,0,0,0
