,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,MIOTA,XMR,TRX,DASH,ETC,NEO,BNB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.128693808130016,-2.16840434497101e-19,0,0,-6.93889390390723e-18,0,0.0996499051982432,0.101015521742258,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0,0.0716024824983643,0,0,0.0427388469540531,0.0704054201729008,0,0,0.0681075150308129,0.118924225751202,0.0885570004740656,0,0,0,0,0,0
XRP,0,0,0,0.0365361771272634,0.305357649284467,0,0,0,0.176976528526566,0,0,0,0.0595955987702431,0.0114556769895119,0,0,0,0,0,0
BCH,0,0,0,0,0.169745959409309,0,0,0.253405293390774,0.0699818778652216,0.0125953666048654,0.0348574044822884,0,0,0.0739067143691623,0,0,0,0,0,0
EOS,0,0,0.183686944562778,0,0,0,0,0.100109638550273,0.0318226971125066,0,0.241208376074595,0.0297358382271579,0,0.116514606569246,0,0,0,0,0,0
XLM,0,0,0,0,0,0,0,0.268773799112563,0.064291694167135,0.100958743700378,0,0,0,0.18718120957729,0,0,0,0,0,0
LTC,0,0,0,0.532181857806104,0.0604704053105031,0,0,0,0.110206279623296,0,0,0,0.0361185959849682,0,0,0,0,0,0,0
ADA,0,0,0,0,0,0.180556644617453,0,0,0,0,0.297727975149554,0.1367354107997,0,0.0901661892536098,0,0,0,0,0,0
MIOTA,0,0,0.249684006424158,0,0,0.0719322293351142,0,0,0,0,0.224929005425618,0,0,0.477797153606956,0.0985954771373068,0,0,0,0,0
XMR,0,0,0,0.276819230441381,0,0,0,0.104701628968847,0.0986384387729456,0,0,0,0,0.108891183463499,0,0,0,0,0,0
TRX,0,0,0,0,0.062113119437298,0,0,0,0.143398568597952,0,0,0,0,0.329672194918883,0,0,0,0,0,0
DASH,0,0,0,0,0.0869593404888984,0,0,0.0755165205990472,0.0645572902228397,0,0,0,0,0.220799662515954,0,0,0,0,0,0
ETC,0,0.413199547291703,0,0,0,0.0398588299083684,0.043006148137494,0,0.164644998495462,0,0.0223635596118544,0,0,0,0,0,0,0,0,0
NEO,0,0,0,0,0.15036623486687,0,0,0,0.355938968132435,0.227929084278085,0.14760890686489,0,0,0,0,0,0,0,0,0
BNB,0,0,0.196615712250038,0,0,0,0,0.171673300235883,0.0323052715950113,0,0.0298465830339481,0.130720350182196,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0565382168514206
CVIX.Index,0,0,0,0,0,0.0470422757779368,0,0,0.0258616948984594,0,0,0,0,0,0,0,0,0,0,0.0541466258004442
DXY.Curncy,0,0,0,0,0,0.00731182672588363,0,0,-0.0148085200690787,0.0068769747551074,0,0,0.00196870176466818,0.00291457137935668,0,0,0.0882523457627914,0,0,0
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0607968033744415
VIX.Index,0.549266745948819,0,-0.263899250377377,0,0,-0.187988060016608,0,0,0.227149636902996,0,-0.27175401096269,-0.14070554784837,-0.148175322185474,0,0.286035993872606,0,0.421491303600124,0,-1.20052993774758,0
