,BTC,ETH,XRP,BCH,LTC,NEO,ADA,XLM,EOS,XMR,MIOTA,DASH,XEM,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.242499249775447,0.0582588682046169,0.0522792969283402,0.0670119326018142,0,0.00711468378911305,0.0566561153581592,0,0,0,0.071289642235925,0,0,0,0,0,0
ETH,0,0,0,0.0549438127069005,0,0.120889759194844,0,0,0,0,0,0,0.166063360904225,0.0683795554415041,0.118092617494181,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0.106830908812367,0.0525981815723844,0,0,0,0.165360364006888,0.121961962277655,0.149000417814138,0,0,0,0,0
BCH,0,0,0.00157649256344454,0,0.223750754339594,0.0860986334049496,0,0,0.0398927252022252,0,0.000302220299815737,0.413270925067202,3.46944695195361e-18,0,0,0,0,0,0,0
LTC,0.0756625481768589,0,0.00321776457620337,0.221346661909263,0,0,0,0,0.107948653290658,0,0,0,0,0.0134536447845488,0.122461772957026,0,0,0,0,0
NEO,0,0.0852372243920012,0,0.114397429299232,0,0,0.0257637039704793,0.0962383464180194,0,0.0383780998222517,3.46944695195361e-18,0,0.167867941179295,0,0.192780734247909,0,0,0,0,0
ADA,0,0,0,0,0,0,0,0.134803549244499,0.0441067161610631,0,0.00675361262999174,0,0.110716333531937,0.125565548494932,0,0,0,0,0,0
XLM,0,0,0,0,0,4.33680868994202e-19,0.585864089392137,0,0,0,0,0,0,0,0.109587808771105,0,0,0,0,0
EOS,0,0,0,0.0937492635921324,0,0,0.114144280146469,0,0,0.135074665218225,0,0,0.0988190710836565,0.0685551300935114,0.233663197241737,0,0,0,0,0
XMR,0,0,-4.33680868994202e-19,0,0,0.107809757224662,0,0.0650471281516864,0.143866161888049,0,0,0,0.0869794262511146,0.0212351185146753,0.133730322361042,0,0,0,0,0
MIOTA,0,0,0.0795306184353938,0.148873046353995,0,0,0,-1.73472347597681e-18,0.0351229073369717,0.0647936505550837,0,0,0.0996119042078678,0.042134022556637,0.207992741326557,0,0,0,0,0
DASH,0,0,0.059450498513893,0.0542013150517459,0,0,0,0,0.116126168194108,0.195360993979575,0,0,0,0.0936943096509493,0.0730058919953042,0,0,0,0,0
XEM,0,0,0,0,0,0.0367836142330957,0.161888755696128,0.168028377435835,0.0118596711076417,0.192252755114163,0.0250971487993126,0,0,0,0.00248127527969722,0,0,0,0,0
TRX,0,0,0.573776335229291,0.163576824498843,0,0,0,0,0,0,0,0,0.241475581930123,0,0,0,0,0,0,0.0152110854780247
ETC,0,0,0.0864081866480114,0,0,0.125894806514201,0,0,0.194281708602994,0.138348908031869,0,0.0601319016834958,0,0.0920899571844083,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0430504810348026
CVIX.Index,0,0,0,-0.0350156899499509,0,0,0.0641161165799292,0,0,-0.0135400656402107,0,0,0,-0.025193866208568,0,0,0,0,0,0.0516098192364019
DXY.Curncy,-0.0056329913218089,0,0,0,-0.00706670039325305,0,0,0,-0.0075086081835788,0,0,0,0,0,0.00554484760879631,0,0,0,0,0.0107198737333532
SPX.Index,0,0,0,0,0,0.0050787110157342,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0552282937478316
VIX.Index,0,0,-0.0287232946661301,0,0.0861344179861132,0,-0.0830394998730586,0,-0.0763868588173471,0.147335970931681,0,0,0,-0.011329395558086,0,-2.54310303055167,0,0,-2.52917818827004,0
