,BTC,ETH,DASH,XMR,XRP,ETC,LTC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0677318602692441,0.0838648038420492,0,0.0980714153094031,0,0.0929509777454055,0,0.0873550665777866,0,0,0.11984737464269,0,0,0,0,0
ETH,0,0,0.081293500424712,0.256478120638371,0,0.0803333562369849,0,0.0149212697595979,0,0,0,0,0,0,0,0,0,0
DASH,0.178461070757164,0,0,0.0746726484623629,0,-0.231802869459715,0,0.0472715344559521,0.0418463493947995,0,0,0.163994337544724,0,0.242439722543629,0,0,0,0
XMR,0,0.47855889724449,0.0452778662294128,0,0,-0.0455551651310653,0.141126394698732,0,0.0115913323599524,0,0,0,-0.0684582683235995,0,0,0,0,-0.11323507925166
XRP,0,0,0,0,0,0,0,0,0,0.225184249349689,0,-0.0174588090559018,0,0,0,0,0,0
ETC,0.284610875936551,0.292582582133189,0,0,0,0,0,-0.0757251327175113,0.107157131861388,0,0.137686708697117,0,0,0,0,0,0,0
LTC,0,0,0,0.0544861278979556,0,0.0838454671756934,0,-0.0201868368222471,0.0050435146320455,0,0,0,0,0,0,0,0,0
XEM,0.464756566867932,0,0.106648015651649,0,0.299629611818844,-0.0878321249324975,0,0,0.164269225776838,-0.340363422839357,0.241022614820992,0.193406255604597,0.0608694942363534,0,-0.470450489378037,0,0,0
ZEC,0,0,0.29643324748197,0,0,0.0973190174882739,0,0,0,0,0,0,0,0,0,0,0,0
DOGE,0.306711715848211,0,0,0,0.150096405080625,0,0,0,0.0460245566991675,0,0.0148392755832577,0,0,0,0.131219521541153,0,0,0
XLM,0,0,-0.0500702639368298,0.0690040706859285,0,0.0830661896616403,0,0.0255262753504584,0,0,0,0,0.117351367111905,0,0,0,0,-0.130703663962792
NEO,0,-0.116568912961022,0.137720844361787,0,0,0.122787691710546,-0.400727456322365,0.0241199980393391,0.182893535429757,0,0.0921762007347826,0,0.0530370496082576,0,0,0,0,-0.0834387179956143
DGB,0.391431346279038,0.0134529729842323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0.0531700711598496,0.00720733404194327,0.0801645798640573,0,0.100859616766969,-0.0700495806986294,0,0.0202765709832205,-0.0958791283404354,0.0967570643398086,0.104592065135683,0,-0.0699747917766448,0,0.151216003379223,0,0,0.0992114489905059
CVIX.Index,0.0649030011221898,0,-0.0524999521056997,0,0.0362738816721502,0,0,-0.0429386584507912,0,0.157185419172502,0,0,0,0,0,0,0,0.13763445843336
DXY.Curncy,0,0,0,0,0,0,0,-0.00675328248979265,0,0.0204231299011335,-6.7762635780344e-21,0,0,0.0772581585463902,0.0405999057036771,0,0,0
SPX.Index,0,0.00150409659398943,0.00104525396378233,0.00464862702808027,0,-0.00333218669711245,0,3.3881317890172e-21,0.000451237414377361,0,0,0,0,0,0,0,0,-0.0382024717360631
VIX.Index,0,-0.0103020196373196,-0.0533675359104958,-0.201777451928938,0,0,0,-0.0159867158575721,0,0.120799293704471,0,0,0,0,0.0781273449011598,0,0,0
