,BTC,ETH,BCH,XRP,LTC,XEM,DASH,MIOTA,XMR,ETC,NEO,ZEC,EOS,XLM,BAT,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0181561678342772,0.0236248886968888,0.0892577505883848,0.0271125163364369,0.0496675510087285,0.016282075272264,0,0,0,0,0,0.10241858214655,0,0,0,0,0
ETH,0,0,0,0.0871628776165652,0,0.0252673541761082,0,0.0662956536936499,0,0,0,0.143375817371385,0.0130871373711429,0,0.13522547264206,0,0,0,0,0
BCH,0,0,0,0,0,0,0,0,0,0,-0.129521169514379,0,0,0,0,0,0,0,0,0
XRP,0,0.121430940792463,0,0,0,0.013523255780491,0,0.0924515505124978,0,0,0,0,0,0.0735610414734797,0.0605947496573129,0,0,0,0,0
LTC,0.0899130292754742,0,0,0,0,0,0,0.127490379165483,0.0750241936424174,0.199170762637237,0,0,0.015146127734546,0.0211434205503782,0,0,0,0,0,0
XEM,0,0,0,0,0,0,0.0976242831559476,0.0505257670902937,0,0,0.0178438156092861,0,0.0869906929098044,0.0883864294153611,0.238563875082143,0,0,0,0,0
DASH,0,0,0.0155318293827595,0,0,0.0292685987146085,0,0.113866516403799,0,0,0,0.0913385746787571,0.113410227236708,0,0.0942781410952881,0,0,0,0,0
MIOTA,0,0.0644466172629766,0,0,0,0.0627115125678674,0,0,0,0,0.216845647151575,0.473954958888965,0,0,0,0,0,0,0,0
XMR,0,0,0.0142089220971818,0.187403480356371,0,0,0.0583085392428977,0.0911481660887426,0,0,0.000678526918065815,0.0622403885400608,0.0733203488435737,0.16423239778632,0,0,0,0,0,0
ETC,0,0.211254760607731,0,0,0,0,0,0,0.0727083839307654,0,0,0,0.0451385341712848,0,0.0476548976319272,0,0,0,0,0
NEO,0,0,0,0,0,0.0939876415803712,0,0.160416520104636,0,0,0,0,0.136463880941565,0,0,0,0,0,0,0
ZEC,0,0.110619675348827,0,0,0,0,0.19585374841664,0.142858145290294,0.0885534917076948,0,0,0,0,0.0988650826863458,0,0,0,0,0,0
EOS,0,0.0953424748916516,0,0,0,0,0,0.139691014619959,-3.46944695195361e-18,0,0.0804118552466592,0.0962863092000138,0,0.165169712332384,0.0451883761642724,0,0,0,0,0
XLM,0,0,0,0.370278416060801,0,0.0169603045962868,0,0,0.246921917922386,0,0,0.0907466298090414,0.117679596925632,0,0.0873727215458243,0,0,0,0,0
BAT,0,0.0949729514356702,0,0,0,0.127807268861413,0.0192539246511553,0.0478640182764744,0,0,0,0.184888147010939,0,0.1438234016844,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0.0339372736911542,0.0179731681083041,0,0,0.0123835257307356,-0.0166515337506631,-0.0165892399575706,0.0289597530707403,0,-0.0388483583058271,0.0129870943072549,0,0,0,0,-0.030925893286226
CVIX.Index,0,0,0,0,-0.0332309238563676,0,-0.0113273174599543,0.0149293998607307,-0.0359367888030944,0.0486648847387017,0,0,0.0189718883528806,-0.00898296452267924,0,0,0,0,0,0.0416674053382344
DXY.Curncy,0,0,0,0.00564485655682013,0.0152413280177676,0,0,0.0108264762643293,0.000971669382677408,-0.000610710059471761,0,-0.00565471418960126,0,-0.0132695812129921,-0.00261940475671238,0,-0.0260543320596288,0,0,0
SPX.Index,0,0,0,0,0,0,-0.00159721907637932,0,-0.00328266479825223,0,0.00103722650180605,0,0,0,0,0,0,0,0,-0.040927793208534
VIX.Index,0,0.113185691924297,-0.0253346645835692,-0.0755461093005655,-0.105272780463113,0.0605295035186881,-0.208709905035423,0.0821062988930265,0,0,-0.0380475039975207,0,0.100596630507824,-0.172000521454644,0.0541206740814819,0,0.501681674625899,0,0,0
