,BTC,ETH,XRP,LTC,DASH,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.121782921711309,0.0976965092926065,0.0306338810017817,0.126328306121888,-0.0558095729097643,0.209849913723992,0,-0.0337359357983478,0.064258991898568,0,0,0,0,0
ETH,0,0,0,0,0.0777360474753584,0.269060655854151,0.0388576691529039,0.0581043381042068,0,0,0.0179055830871449,0,0,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTC,0.102230469382679,0,0,0,0,0.0692080712990394,0.0403416664896321,-0.0326601433519212,4.33680868994202e-19,0,0.0197443470063094,0,0,0,0,0,0,0
DASH,0,0,-0.103754280549686,0,0,0,0,0.044420660966045,0.141987205920444,-0.126396485678787,0,0,0,0,0,0,0,0
XMR,0,0.355945702431928,-0.00592599833648826,0,0,0,0,0.0571278319539265,0.122489822011762,-0.0415108484522085,0,-0.0655428097135415,0,0,0,0,0,-0.0450267564724681
ETC,0,0.350968998477132,-0.00807400135655579,0.15038372355963,0.0991015777227338,0,0,0,0.0356009266832653,0,0,0,0,0,0,0,0,0
XEM,0.0384486090337216,0,0,0,0,0.0573874543413119,0,0,0.148903336450486,-0.18732792293425,0,0.0881243162448226,0.15908954860074,0,0,0,0,0
ZEC,0,0.00757290518062579,0,0,0.318493792655692,0,0,0,0,0.195556501943979,0,0,0,0,0,0,0,0
DOGE,0.0777871932550622,0,0.151568943600852,0.0546613380989114,0,0,0.155781497089413,0,0.133657309984794,0,0.164192510769681,-0.100853804021212,0.0721985427007424,0,0.0106637737301709,0,0,0
XLM,0,0.107165404753757,0.404939494120099,0.155229926171522,-0.0373561683023674,0,0,0,-0.105558678369356,0,0,0,0.0735569639021034,0,0,0,0,-0.0848594758646823
NEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0.323654606812112,0.00136739932984861,-0.119018102739251,-0.0366602348306161,0,0,0,0.104661094095566,0,0,0.138384157101634,0,0,0,0,0,0,0
BV010082.Index,0.0262511352411787,0.0102005116729922,0,-0.0333066450369732,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVIX.Index,0,0,0.00050326109860468,0.0344647770967338,0,0,0,-0.0372592721310826,0,0,0,0,0.0665277470002982,0,0,0,0,0.089753020434405
DXY.Curncy,0.00634823798954425,0,0,0.00171546303041514,-0.00167787869221111,0,0,0,-0.00221226683080895,0,0,-0.0172030213416565,-0.000217611790602155,0,0.0221466807344081,0,0,0
SPX.Index,0,-2.16840434497101e-19,0.000860007837056708,0.0024571673265216,0,0.00609070680688532,-0.000458224522717121,0,0,0,0,-0.00568932587343751,-0.00145886748650377,0,0,0,0,-0.0253050735558868
VIX.Index,0,-0.0116998746420904,0,0,-0.0291621685654978,-0.1600571541198,0,0,0,0,0,0,0,0,0.115604273710543,0,0,0
