,BTC,ETH,XRP,BCH,LTC,DASH,XEM,XMR,NEO,MIOTA,ETC,ADA,ZEC,XLM,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.0911751881424982,0,0.0708178161986933,0,0.0553326579078137,0.136267369250506,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0,0.194786450322672,0,0.0908116076737021,0,0.0271225468928463,0.125495524331609,0,0,0.0431866654294518,0.0982132319202176,0,0,0,0,0,0
XRP,0,0,0,0.0234955466400217,0,0,0.272085190052146,0,0.0642011021640598,0.0235809660055158,0,0,0,0.180485545193379,0,0,0,0,0,0.105563354336748
BCH,0,0,0,0,0.191192370338229,0,0,0,0.145481816787375,0.040454105212948,0.0659962458171507,0,-2.16840434497101e-19,0.118384708205629,0,0,0,0,0,0
LTC,0,0,0,0,0,0,0,0,0.0284184569899865,0,0.705905118079456,0,0,0.0402813935745001,0,0,0,0,0,0
DASH,0,0,0,0.0969118741793973,0,0,0.0735786101081907,0,0.0613791725712337,0.115961400732851,0,0,0.110144222257709,0.0485780595372691,-8.67361737988404e-19,0,0,0,0,0
XEM,0,0,0,0,0.0561702571302582,0,0,0,0.0507017204749019,0.131305421121975,0,0,0.0591004909519447,0.0702537288443557,0,0,0,0,0,0
XMR,0,0,0.124600806028334,0.0129242919766036,0,0,0,0,0,0.0566922390550644,0.0501271376196625,0,0.168182739457382,0.0658519071118591,0,0,0,0,0,0
NEO,0,0,0,0,0.0425454034030961,0,0.23087151082234,0,0,0,0,0,0,0.257868725772887,0.0285040204701199,0,0,0,0,0
MIOTA,0,0,0,0,0,0,0.0346664859299293,0.0786149757777901,0.0131543259944104,0,0,0,0.362037371774022,0,0.28301443426485,0,0,0,0,0
ETC,0,0,0,0,0.37170383257959,0,0,0,0,0.070083099638596,0,0,0.0558428285717022,0.0679709167414973,0,0,0,0,0,0
ADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZEC,0,0,0,0.00978978437164054,0,0,0,0.00487714141839854,0,0.029691457951851,0.221597725639442,0,0,0.118942777588177,0.208006908907374,0,0,0,0,0
XLM,0,0,0,0,0,0,0.090900373669237,0.177430625300649,0.0926709037463746,0.00619706123395803,0.314910806172529,0,0.149343175612284,0,0,0,0,0,0,0
EOS,0,0,0,0,0.200387613999413,0,0,0.0146722297918492,0.124540096633336,0.13005918223873,0,0,0.0703542458359381,0.0658819457197378,0,0,0,0,0,0
BV010082.Index,0,0,0,-0.0262990605651749,0,0,0,0,3.3881317890172e-21,0,0,0,0,0,0.0111252278439558,0,0,0,0,-0.0464048039500697
CVIX.Index,0,0,0.0355321773253953,0,0,0,0,0,0,0,0,0.0159871413362575,-0.0361781609147576,0,-0.0141066803748158,0,0,0,0,0.0306916225126751
DXY.Curncy,-0.00581664097921938,0,0,-0.00297671680786668,-0.00340214989260528,-0.0261745349018197,0,0,0.00314793260274994,0.00363823275757107,0,0,0.00519431659711894,0,0.00655257736988079,0,0,0,0,-0.00692767049860169
SPX.Index,0,0,0,0,0,-0.00454292162091184,0,-0.000413309704933226,0,0,0,0,0,0.00116842893218755,0.000484124954872782,0,0,0,0,-0.0373190232918293
VIX.Index,0,0.242823709558686,0,0,0,-0.26214745301248,0,0,-0.0146571206209413,0.114685087603077,-0.0629943627784854,0.0656519873248343,0,0,-0.0713833639407309,0,0,0,0,0
