,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,TRX,NEO,DASH,XMR,BNB,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.103828867863099,0,0,0,0.0973651611240856,0.0551471815610194,0,0.0745881650098696,0,0,0,0.037045214197577,0,0,0,0,0
ETH,0,0,0,0.109609930080095,0.0181707208408434,0,0,0.102193595385289,0.173729623949728,0.132534704444557,0,0,0,0,0,0,0,0,0,0
XRP,0,0,0,0.0201738909752444,0.0560589898260844,0,0.0596163529569841,0.0827593896143519,0.0456930901996711,0,0,0,0,0,0.391590921011426,0,0,0,0,0
BCH,0,0,0.117745996570488,0,0.05216635484738,0,0.0531605759507714,0.051122175563234,0.140001373829126,0,0.107608275399242,0,0.0574094767740533,0,0.186406357371671,0,0,0,0,0
EOS,0,0,0,0.0749012754842883,0,0,0,0.553761634081819,0,0.191224271989599,0,0,0,0,0,0,0,0,0,0
LTC,0,0,0.172601280618932,0.137705913081494,0.0633314903604578,0,0.0906072410655202,0,0,0,0,0,0,0,0.124147437046497,0,0,0,0,0
XLM,0,0,0,0.116914877453384,0.16311639437191,0,0,0.208259694018657,0.0320270961130567,0.0129386872875471,0,0,0,0,0.0366327824517303,0,0,0,0,0
ADA,0,0.0945925642999427,0,0.0416717607212734,0.203141876437934,0,0,0,0.0512134950809042,0.15000407680159,0,0,0,0,0.0169578350805334,0,0,0,0,0
MIOTA,0,0,0,0.0715774648732544,0,0,0.145174938708546,0.279554192728081,0,0,0.131208451313352,0,0,0,0,0,0,0,0,0
TRX,0,0,0,0.089325929045176,0.282912917194281,0,0.30279660423621,0,0,0,0,0,0,0,0,0,0,0,0,0
NEO,0,0,0,0.129930856334636,0.0873979492414036,0,0.157242971817066,0.0628347188021059,0.0080240983243853,0,0,0,0.0149711435903641,0,0.263675291462395,0,0,0,0,0
DASH,0,0.0514412767658055,0,0.147507520834885,0,0,0.155054654155869,0,0.0411763635205494,0,0.0598621037024352,0,0,0,0.187304867553076,0,0,0,0,0
XMR,0,0,0.162638434371783,0.143380515712471,8.50624536784174e-06,0,0,0.202171323758381,0.0651253319558711,0,0,0,0,0,0,0,0,0,0,0
BNB,0,0.00972358167140107,0,1.73472347597681e-18,0,0,0,0.236749767345118,0.150822160442515,0,0,0,0,0,0.117076041156014,0,0,0,0,0
XEM,0,0.183009275975209,0.0522087777892982,0.0959875064866557,-2.16840434497101e-19,0,0.200355243069056,0,0.00700257691337129,0.166494236814412,0.0348429269315838,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0.0209945018378218,0,0,0,0,0,0,0,0,0,-0.0245632307422533,0,0,0,0,0,-0.116420968203872
CVIX.Index,0,0,0,0.0279597705182498,0,0,-0.0109970762941716,-0.135065257645116,0.0811258067711507,0,0.0580760602970442,-0.0670265580076859,0,0.0314233827792816,0,0,0,0,0,0.0436432912953286
DXY.Curncy,0,0,0.00335073695432659,0.00365687249894293,0.00144096384691659,-0.00613058488694686,0,0.0111335574089418,0,0,0,0,0,0,-0.0127731132374171,0,0.0266866841469015,0,0,0.0128701353532685
SPX.Index,0,0,0,0.0062607476370491,-0.00702450106638357,0,0,-0.0124712087385752,0,0,0.0144970675695492,0,0.0120969547884074,0,0,0,0,0,0,-0.0947612039145777
VIX.Index,0,0,0,-0.160436098655235,-0.226993296480048,0,-0.225495718266466,0,0.153504073619013,0,0.447637190756245,0,0,-0.018422495030668,0,-0.688040849391653,0,0,0,0
