,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,TRX,NEO,XMR,DASH,ETC,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0676198370486656,0.0395506135998587,0,0,0,0.0886218970557089,0.0637779551365894,0.0745072312776386,0.0812544356852709,0,0.0551492144396036,0.00261216852278054,0,0,0,0,0
ETH,0,0,0,0.128370620808692,0.0806282019186617,0,0,0.00456546484273799,0.168736041612648,0.154299154157712,0,0,0,0.0331799861525944,0.0509047676186368,0,0,0,0,0
XRP,0,0,0,0.0862159774772782,0.190437957149735,0,0,0,0.116202891807301,0.0734431985434992,0,0,0,0,0.0454221487862572,0,0,0,0,0
BCH,0,0,0,0,0.477655701836288,0,0,0,0.0929827063056053,0,0,0,0,0.0315621882151494,0.0539594832041086,0,0,0,0,0
EOS,0,0,0,0.184082419313647,0,0,0,0.378480436374567,0.132878523709928,0.176642725081239,0.124539638710735,0,0,0,0,0,0,0,0,0
LTC,0,0,0,0.386373555778262,0.0528497366662795,0,0,0,0.100111048461087,0.0105984457832067,0,0.0121679699035507,0,0.0298892104616306,-1.73472347597681e-18,0,0,0,0,0
XLM,0,0,0,0,0.0904509605940258,0,0,0.111103966263287,0.326494717633236,0.0482329934682776,0,0,0,0,0.0562826289130144,0,0,0,0,0
ADA,0,0,0,0.152874817604581,0.144236410752461,0,0.0480266590530476,0,0.111851969214494,0.12561454300722,0,0,0,0.0329598591599685,0.0357766688224044,0,0,0,0,0
MIOTA,0,0,0,0,0.224620297448213,0,0.152024036182227,0.337712558024805,0,0,0.152830696186298,0,0,0,0,0,0,0,0,0
TRX,0,0,0,0.198718214392684,0.221253943800512,0,0.207286601432442,0,0.0405049983166732,0,0,0,0,0,0,0,0,0,0,0
NEO,0,0,0,0,0.130189366373574,0,0,0,0.241976002561964,0.0985343450976319,0,0,0,0,0.315753284730841,0,0,0,0,0
XMR,0,0,0,0.138187631995481,0.134069377990757,0,0,0.161889548256337,0.00702512882572487,0.00722374709368656,0.130297573091477,0,0,0,0,0,0,0,0,0
DASH,0,0,0,0,0.0516670945166992,0,0,0,0.0233165884832652,0,0,0,0,0.0820732814361651,0.293523259966946,0,0,0,0,0
ETC,0,0,0,0.170900246958616,0.0748547066685449,0,0,0,0.216279740586512,0.0968876232328332,0,0,0,0,0.0915238093058106,0,0,0,0,0
XEM,0,0.223509774236559,0,0.104832874255956,0.0655380411637459,0,0.0476376082474772,0.0175740524164916,0,0.0848783896414652,0.157659969836586,0,0,0.0519224923660652,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0602599024218188
CVIX.Index,0,0,0.158796971053029,-0.013548970077524,0.0142157588833684,0.0608382157550956,0,0,0,0.0199866170913141,0.0369720816830639,0,-0.295322308675393,0,0,0,0,0,0,0.0471313517273515
DXY.Curncy,0,-0.019924996586881,0,0,0.0170488578108758,0,0,0,0,0.00881730322502838,-0.0089066413881845,0,-0.0185239371856069,0.0186797234703692,0,-0.0197520994638867,0.0298920130918105,0,0,4.33680868994202e-19
SPX.Index,0,0,0,0.00674340265193624,0,0,0,0,-0.0100449636914527,0,0,0,0,0,0,0,0,0,0,-0.0568976173688509
VIX.Index,0,0,0,-0.414711228409803,-0.312894064695362,0,-0.0764912955239183,0,0.175473416021495,0.228116505121523,0.220319440643963,0,0,0.0664382550682574,0,-0.695683282704127,0.192980840646763,0,0,0
