,BTC,XRP,LTC,XLM,DASH,DOGE,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0323429045191247,0.133174940244412,0.00586072229759055,0.00939701927929404,0.0647515119986201,0.0828124095209546,0.0125807801485008,0,0,0,0,0,0
XRP,0.291323532881794,0,0.159555301205125,0,0.0351124246382535,0.0150839397726393,-2.16840434497101e-19,0,0,0,0.34522534708963,0,0,0
LTC,0.266276489727765,0,0,0,0,0.0988690650227749,0.0244102967647086,0.0104393936000158,0,0,0,0,0,0
XLM,0,0,0.449585661862115,0,-0.0678174806925694,0,-8.67361737988404e-19,-0.0805573323114761,0,0,0,0,0,0
DASH,0,0,0,0.143882145501379,0,0.174388767812048,-0.0413599061107363,0.095269149796913,0,0,0,0,0,-0.180885127017503
DOGE,0.310157683039704,0,0.173468439076428,0.082201793273963,0,0,0.0435312118377785,0.0222847894922886,-0.00999726351525737,0,0,0,0,0
XMR,1.54128459943602,0,0.0210255935615425,0,-0.16116646914529,-0.0310065044215176,0,-0.0949596151570857,0.0423036163292269,0,0,0,0,-0.121434056984813
XEM,0,0,0.174879340570746,0,0,0.419063290595076,0,0,0.105050934898262,0,0,0,0,0
DGB,0.832050334798279,0.189868494902345,0.179372549012031,-0.177333560632769,0,0.0777056699098903,2.16840434497101e-19,0,0,0,0.195910963400841,0,0,0
BV010082.Index,0,0,0,0.0378210187133575,0,0,-0.0186009009856567,-0.032856701111547,0.00890284292440231,0,0.102773401179641,0,0,0.0440888809554871
CVIX.Index,0,0,-0.0785099388879665,0,0,0,0,-0.0156390801979563,0,0,0,0,0,0
DXY.Curncy,0,-0.0370833376321555,0,0.0213202012833514,0,0.00170656133460147,-0.0114452961285881,-0.00940884771908218,0,0.103199479930125,0.0908346772586831,0,0,-0.0283440049479208
SPX.Index,0,0,0,0,0,0,-0.00053745910529654,0,0,0,0,0,0,-0.0934770549003694
VIX.Index,0,-0.038650145139414,-0.0335982725427649,0,-0.00916158395599145,0,-0.11452971371974,-0.00686455041438724,-0.0429480410430422,0,0,0,-2.14022344265884,0
