,BTC,ETH,XRP,BCH,ADA,LTC,NEO,XLM,EOS,XEM,MIOTA,DASH,XMR,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0,0.0577227695008165,0.0780382636955137,0,0,0,0,0.287243283011453,0,-8.67361737988404e-19,0,0,0,0,0
ETH,0,0,0,0,0,0.15057012106829,0.0933352771205252,0,0.0117076344609611,0.000966289325022643,0,0,0,0.0230425272456445,0.265227096412578,0,0,0,0,0
XRP,0,0,0,0.0326984289793167,0,0,0,0.0610192670310697,0.0963731171484088,0.148923743138027,0,0,0,0.119324612059376,0.0878567789332694,0,0,0,0,0
BCH,0,0,0,0,0,0.117203028333278,0.0345822104534359,0,0.161919763787384,0,0,0.181143331414798,0.262134637111103,0,0.000442437133784737,0,0,0,0,0
ADA,0,0,0.0917262644540746,0,0,0.0547620580953216,0.0509833116798074,0.197169107509726,0.120725702194169,0.10020063944345,0,0,0,0.00276817271541294,0,0,0,0,0,0
LTC,0.178327442930326,0,0,0,0,0,0,0,0.0726481198388522,0,0.0442789215306079,0,0,0,0.197952304586961,0,0,0,0,0
NEO,0,0.212989229634756,0.0266336629300826,0.114487161230421,0.0470228335085128,0,0,0.0685481656137784,0,0.0155460437097044,0,0,0.0838234985715461,0,0.222357754628315,0,0,0,0,0
XLM,0,0,0.127689430232977,0,0.319651076952782,0,0.080418802588796,0,0,1.73472347597681e-18,0.0960993991845356,0,0.0156922481607601,0,0.0604742899075286,0,0,0,0,0
EOS,0,0,0,0.125392824565001,0,0.123678134670226,0,0.10296606591544,0,0.0666441612969594,0,0,0,0.11776442582101,0.11093526326264,0,0,0,0,0
XEM,0,0,0.142768609003419,0.0907519734746029,0,0,0.0523880247065151,0.131892400975862,0.0369717005796564,0,0,0,0,0,0.159933360225069,0,0,0,0,0
MIOTA,0,0,0,0,0,0.187326566659719,0,0.0430464578746342,0,0.148722296129745,0,0,0,0,0.357142098450065,0,0,0,0,0
DASH,0,0,0,0.142458181862842,0,0.0882782832274613,0,0,0.0503769882816329,0.00873207486056069,0,0,0,2.16840434497101e-19,0.27725861375978,0,0,0,0,0
XMR,0.0488806623629368,0,0,0.161996221115876,0,0,0.176399031256192,0.0201125740442652,0,0,0,0.259161759284817,0,0.039126761820901,0.0268118990980404,0,0,0,0,0
TRX,0,0,0.12961797910304,0.164665384480878,0,0.165287605205752,0,0.0198177432513063,0.133796658695391,0,0,0.219870500662334,0,0,0,0,0,0,0,0
ETC,0,0,0.0620522694027561,0.146977948463997,0,0,0.040013774159176,0,0.0529766981032013,0.123959697238211,0,0.181345578093349,0.0993474423509008,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,-0.000900921338212569,0,0,0,0.00224987592424818,0,0,0,0,0,-0.0435871418901485
CVIX.Index,0,0,0.0107500950847543,-0.0281158971385285,0.00733554780622762,-0.0038541223638434,0,0.0101150478927355,0,0.0163087978847239,0.0052770449306536,0,0,-0.023224530873999,0,0,0,0,0,0.0429934589556769
DXY.Curncy,0,0,0,-0.00225958038105544,-0.00816742381184541,0.00405798173618366,0,0,0,0,0,0,0,0.00256437244798635,0,0,0,0,0,0
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0544651227015642
VIX.Index,0,0,0,0.159988808005838,-0.0720272975212448,0,0,0,0,-0.0737895677657218,0,0,0,-0.0555266688599404,0,0,0,0,0,0
