,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,NEO,TRX,XMR,DASH,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.068253635405297,0.0499665603306692,0,0.0109219459940246,0.0612330944628059,0.143001173034786,0,0.0317913330217883,0.124559317942485,0,0.0622694657606668,0,0,0,0,0,0.0119622002359967
ETH,0,0,0.111783627784838,0,0,0.157893008651906,-5.42101086242752e-20,0,0.0623212170288139,0.17931304822108,0,0.0883656473435096,0.0121385681626974,0.0263304734367786,0,0,0,0,0,0
XRP,0,0,0,0.0158863314818745,0.014147882975887,0,0.0204540858563743,0.174965713111087,0,0.0523272002648456,0,0.180634488867593,0,0.0614391360880533,0.113604661193155,0,0,0,0,0
BCH,0,0,0,0,0,0,0,0,0.169839059745392,0,0,0.146359836234466,0.268987729687004,0,0,0,0,0,0,0
EOS,0,0,0,0.168301547356052,0,0,-1.73472347597681e-18,0,0,0,0,0.140926046468063,0,0.0756312875771866,0.141737310044959,0,0,0,0,0
LTC,0,0.0959122215444641,0.0684740078250336,0.121699015697384,0,0,0,0.0815267408376808,0,0.0861505193124919,0,0.0504336239928154,0,0.00723173346278587,0.161443533093808,0,0,0,0,0
ADA,0,0,0,0,0,0,0,0.224361341709536,-3.46944695195361e-18,0.281785520456067,0,0,0,0.193936168461293,0,0,0,0,0,0
XLM,0,0,0.315163606485479,0.0322180764068026,0,0,0.12904285370671,0,0,0,0.00258900792169973,0.10326075800741,0,0.15122775070066,0.019810665461898,0,0,0,0,0
MIOTA,0,0,0,0.304640709659238,0,0,0.079705045621137,0,0,0.139993528126524,0.055896529008645,0.108924566077817,0,0,0.0909642424764213,0,0,0,0,0
NEO,0,0,0,0,0.0266529184231792,0,0.094232378453194,0.185969737848177,0.15704081326231,0,0,0.106085235384634,0,0,0.206441296825089,0,0,0,0,0
TRX,0,0,0,0.435150426036505,0,0,0,0,0.160906423663831,0,0,6.93889390390723e-18,0.0685974759936569,0.0673399251077251,0,0,0,0,0,0
XMR,0,0,0,0.125188299298523,0,0.274632612190175,0,0.0779409121190128,0.0980314878788523,0.0431695116889943,1.73472347597681e-18,0,0.26711745260966,0,0,0,0,0,0,0
DASH,0,0,0,0.103789383265737,0,0,0,0.224264433956357,0,0.0911318575072648,0.144695735293515,0,0,0.0132438999668417,0,0,0,0,0,0
XEM,0,0.102593654797124,0,0.0508073972311976,0,0,0.11480450395931,0.310196988803676,0,0.167481065013852,0.116449169671997,0,0,0,0,0,0,0,0,0
ETC,0,0,0.0669828526875669,0,0.17542635522658,0,0.069719707466496,0.00656074470066114,0.334195024971861,0.0166588203445698,0.0402309016815642,0,0,0.0433549678554585,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,-0.0105954223235383,0,0,0,0,0,0,0,0,-0.0242227448063768
CVIX.Index,0,0,0,0,-0.017281423980058,-0.0234165082991766,0.0148948507254438,0,0,0,-0.0144224611007598,-0.0263634428687201,0.0731184657050282,-0.00648377440320052,0,0,0,0,0,0.0173878733254928
DXY.Curncy,0,0,0,0,0,0,0.0062745012638728,-0.0415793862999319,-8.67361737988404e-19,0.00714515073551611,-0.0119885580074581,-0.00581909395232352,0.0420637903074057,0.00272807470363444,0,0,0,0,0,-0.00569044303602039
SPX.Index,0,0,0,0,0,0,0,0,0,0,-0.00135710678040744,0,0,0,0,0,0,0,0,-0.0972330849778057
VIX.Index,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0.0527814354937696,0.0583527672468867,0,0.127799529069376,-0.249050543821152,0,0,0,-3.69436887147906,0
