,BTC,ETH,XRP,DASH,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.212681042107531,0.0107454185043072,0.139573634736361,0,0.0305838641879538,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0.0429206257282073,0.0949275753063286,0.0395051537210674,0.16852259748907,0,0,0,0,0.0339941184902543,0.082260507353726,0,0,0,0,0
XRP,0,0.078084952361974,0,0.0840190981427657,0,0,0.0355240190575219,0.0410276862099849,0,0,0,0,0,0,0,0,0,0
DASH,0.125846729465941,0.446689938440178,0,0,0,0.074202492239747,0.0207448963676733,0.0496078020936323,0.125668534229364,0,0,0,0,0,0,0,0,0.0178618433060165
LTC,0.427606199271768,0,0,0,0,0.105046452638846,0.0722767564412651,0,0,0,0,0,0,0,0,0,0,0
XMR,0.597456487919838,0.128281005415864,0,0.0399823951855327,0.215957285031965,0,-0.0510967000453146,-0.0333094665305886,0,0,0.052751003373473,0,-0.124695520692893,0,0,0,0,0
ETC,0.194623962669464,0.281029558836797,0,0.0620170504548003,0,0,0,0,0.0799043690202678,0,0.153118119642863,0.0761907459120484,0,0,0,0,0,0
XEM,0,0,0,0.3140166946077,0,-0.0909246203747328,0.0977718634759233,0,0,0,0,0.156422935022346,0,0,-0.0772382818200207,0,0,0
ZEC,0.0265770724620868,0,0,0.220922776650179,0.186311370974323,-2.16840434497101e-19,0.175229979682551,0,0,0,0,0,0.0801178520075576,0,0,0,0,0
DOGE,0.182091226526902,0,0.0761317729523876,0,0,0,0.0672511272425315,0,0,0,0.113889781548559,0,0.0120505416414796,0,0,0,0,-0.0100277381969722
XLM,0,0.0381419090868496,0,0,0.0555762300137317,0,0.202329818886171,0,0,0.0281026417446231,0,0.114185479942811,0,0,0,0,0,-0.0369361023028273
NEO,0.40787377744935,-0.158351943205925,0,-0.0188931166533301,0,-0.0888203135882441,0,0,-0.141873013358231,0,0.189007422212575,0,0.15339925826526,0,0,0,0,-0.155052587661885
DGB,0,0,0,0,0,0.0653776414147333,0.151549351841144,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0.0218291147669791,0,0.0640326591825253,-0.0578858515965176,0,-0.00946705626505046,0.169035713936162,0,0,-0.00232573998680429,0,0,0,0,-0.0368876796206147
CVIX.Index,0,0.0769120802738822,0,0,0,0.0388971168569955,0,-0.0523225371249967,0,0,0,0,0,0,0,0,0,0.0865084898859668
DXY.Curncy,0,0.000980954250458262,-0.00429036189189012,0.011254962054667,0.0203428906271946,0,0,-0.0104058559446096,0,0,0,-0.00172358678079658,0,0.124682916084291,0,0,0,-0.00308286161451995
SPX.Index,0,0,0,0.00357243570312193,0,0,-0.00477147480084845,0,0,0,0.00262810834331854,0.00196097901889601,0,0.0335715300035311,0,0,0,-0.0496330019608431
VIX.Index,0,0,0,0,0,0,0,-0.078978313412218,0,0,0,0,0,0,0,0,0,0
