,BTC,ETH,XRP,LTC,DASH,ETC,XEM,XMR,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.0544756746513481,0.0587924170661008,0.0821043005876361,0.139102058295984,-0.0236042741012298,0,0.0389731628339724,0,0.0536246531708598,0,0,0,0,0
ETH,0,0,-0.0198553002327729,0,0.128418634146979,0.108788356556653,0,0.487456777344485,-0.0745087161200816,0,0.11598923136213,0,0,0,0,0,0,0
XRP,0,0.0551939119070233,0,0,0,0,0,0,0.0208143565833664,0,0.408757795462085,0,-0.0882801021919145,0,0,0,0,0
LTC,0,-2.16840434497101e-19,0,0,0,0.00057985381779779,-0.0565365965650687,0.0628507365072125,0.0215625676910427,0.123659142150789,0.144333696863102,0,0,0,0,0,0,0
DASH,0,0,-0.1377317704543,0,0,0,0.0620248550126621,0,0.0600578535555152,0,0,0,0,0,0,0,0,0
ETC,0,0.331547478993185,0,0.0879007964785501,0.113923449976194,0,0,0,0,0,0,0,0,0,0,0,0,0
XEM,0,-0.0682677899738716,0,0,0,0,0,0.179644078346706,0.140408602870593,-0.202178708003682,0,0,0.260716768963877,0,0,0,0,-0.0345692922162138
XMR,0,0.326483616429687,0,0,0,0,0.0288586714867322,0,0.0509664663936627,-0.0730759410134514,0,0,0,0,0.0185274184478783,0,0,0
ZEC,0,0,0,0,0.184656289939456,0,0.0203532175313308,0.145508820354715,0,0.161548437881663,0,0.117873088813309,0,0,0,0,0,0
DOGE,0.0816007718686747,0.151373914649817,0.148330421314355,0.136559121601714,-0.0280607524067918,0,0,0,0.204158383125126,0,0.0904053944032734,0,0.0433653532070469,0,0,0,0,0
XLM,0,0.0358016117770911,0.399461860512731,0.157634063358239,0,0,0,0,0,0.189025096760129,0,0,0.252245709000316,0,0,0,0,-0.0734475703256678
NEO,0,0,-0.0230315370170344,0,0.0823801980054633,0,0,0,0.170995664156509,0,0.073294644414347,0,0,0,0,0,0,0
DGB,0.301855240235088,0.0120957294856272,-0.107390379408518,-0.0318308383867189,0.0491894871714014,0,0.0253103908246759,0,0,-0.0439743061783132,0.148617778644914,0,0,0,0,0,0,0
BV010082.Index,0.0206495138743675,0.0249988563918826,0,-0.00995174987536874,-0.0103705816183203,-0.0596998771932795,0,0,0,0,0,-0.0119062438481899,0.0207106933258386,0,0,0,0,-0.103162642922747
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0.017021562425428,0,0.000399115148960503,0.00496727421588837,-0.00043190752932784,0.000525878580810224,-0.00452363522660163,0,0,0,0,-0.0196995323330425,0.00753722738864653,0.0690268258038957,0.00456810017852206,0,0,0.0284028277161427
SPX.Index,0.0071018603604142,0,0.00105653975034846,0.00440201381429963,0,-0.00114302251460551,0,0.00664028517927109,0,0,0,-0.00425510653861992,0,0,0,0,0,-0.0272758041763152
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
