,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.291652300765532,0.103099385011489,0,0.199676448333937,0,0,0,0,0.00468658521267876,0.0269688236894691,0,0,0,0,0
ETH,0,0,0.20530198829124,0,0.0901395596572398,0,0.090259516894834,0,0,0.0271204680446812,0,0.153039869933439,0.230945356287468,-0.166724044271349,0,0,0,0
XRP,0.0914213867177276,0.100875437687667,0,0,0,0,0.0743399894886728,0.0160643320835589,0,-0.0237547674516536,0.0504165137596029,0.0233606591950163,0,0,0,0,0,0.0560127809553891
LTC,0.780176764583053,0,0,0,0.0109368911865544,0.0258194149456118,0,0,0,0,0.01904243429568,0,0,0,0,0,0,0
XMR,0.45036049173325,0,0,0,0,0,0.316070852729699,0,0,0,0,0,0,0,0,0,0,0
ETC,0,0,0,0,0.17985839946113,0,0.202524061941453,0,0,-0.0156677693040475,0,0.108441706445042,0.120075024539171,0,0,0,0,0.209335146258164
DASH,0.391701029512292,0.261690501692307,0,0,0.0762075528813787,0.303388555745952,0,0,0,0.0361116451479066,0.0510527290618622,-0.100423690129283,-0.131252070151726,0,0,0,0,0
XEM,0,0,0,0.0706682886703999,0,0.0418592957410249,0.278121416283101,0,0,0,0,0,0,0,0,0,0,0
DOGE,0.0629970406690488,0,0,0.174003675860088,-0.0430066396799425,0.0443550401959412,0,0.1164454326317,0,-0.00362382975575367,0,0.0405590062573449,0,0,0,0,0,0
ZEC,0,0.240584384537275,0,0.449438872724184,0.201612963766304,0,0.207858092415752,0,0,0,0,0.08499382499482,0.193859195709092,0,0,0,0,0
XLM,0,0.15951065043801,0,0,0,0.117071285465664,0.0193051837208324,0,0,0.0741860519048537,0,0.0418465102169237,0,0,0,0,0,0
NEO,0,0,0.335355716258954,-0.220007627291172,0,0,0.0636677408802928,0,0,0,-0.0174963408701813,0,0,0,0,0,0,0
DGB,0,0,0,0,0.0865630540567179,0.193718527645067,0,0,0,0,0,0.159487798083759,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,-0.0160731921134957,0,0,0,0,0,0
CVIX.Index,0,0,0,0.104020853086854,0.0620602210294062,0.0674589516695813,0,0,0,-0.0602275657016319,-0.0324656702642243,0.0278484054270008,0.0473611957316354,0,0,0,0,0.0201622430619709
DXY.Curncy,0,0,-0.0213894291201315,0.0138205325029764,0.00707825936091385,0.0139311785960906,0,0.0162728797327554,0.00221016595200569,-0.00636908353908579,-0.00465188646900479,0,0,0,0,0,0,0
SPX.Index,0,0,-0.00325304833137526,0,0.000617810441793411,0,0.00830257475185817,0,0,0,-0.00637542525721666,0.00591861751653948,0,0,0,0,0,-0.0649252149021039
VIX.Index,0,-0.185827672618026,0,0,0.0381954803528969,0.127377399598861,0.0633690308837291,0,0,0.0265383264020014,-0.1549915972589,0,0.151376727598206,0,0,0,0,0
