,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,MIOTA,XMR,ETC,ADA,ZEC,XLM,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.0542707515773262,0,0.0867655129898462,0.0326389847617304,0.156162355748584,0,0.0985555874200916,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0,0.195173546744916,0,0,0,0.117680852798513,0,0,0,0.030258096041171,0.0983578959604822,0,0,0,0,0,0
XRP,0,0,0,0.0210049328684492,0.178252985518307,0,0,0.036321597241528,0.0110100131154714,0,0,0,0,0.24090422445889,0,0,0,0,0,0
BCH,0,0,0,0,0.190863703174686,0,0,0,0.0826617465089089,0,0.189121088009638,0,0,0.176922314787003,0,0,0,0,0,0
LTC,0,0,0,0,0,0,0,0,0.0630034195027871,0,0.709272553539629,0,0,0.0261917015249102,0,0,0,0,0,0
DASH,0,0,0,0.0885236863197677,0,0,0.171316038959771,0.0451746598348505,0.0297562898967166,0,0,0,0.207218380823576,0.0457402523613822,0,0,0,0,0,0
XEM,0,0.420427327483652,0,0.0602885424667903,0,0.121423447078347,0,0.0165163273081392,0,0,0,0,0,0.0402016366604092,0,0,0,0,0,0
NEO,0,0,0,0,0.118314234100072,0,0.249510821308872,0,0.144831716244131,0,0,0,0.0213842692187817,0.137114247710068,0.106892533747437,0,0,0,0,-0.0850121222280655
MIOTA,0,0.321622909179544,0,0,0,0,-3.46944695195361e-18,0.150084940913808,0,0.00374748817145258,0,0,0.23788492797223,0,0.124688941983515,0,0,0,0,0
XMR,0,0,0.121612849166799,0.0140412318016486,0,0,0,0.00467390513998574,0.0593784133900698,0,0.0495270084553283,0,0.171095593242542,0.0649761621723546,0,0,0,0,0,0
ETC,0,0,0,0,0.375677896742425,0,0,0,0.0541169685098661,0,0,0,0.0288487072773887,0.0831287389097575,0,0,0,0,0,0
ADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZEC,0,0,0,0.0127135688225572,0,0,0,0,0.0648207901149292,0,0.190966761368148,0,0,0.165769564592631,0.170842310074163,0,0,0,0,0
XLM,0,0,0.119112182808179,0.0499987333538308,0,0,0.0584410920926737,0.0272031959920408,0,0.17574903804399,0.3192537507574,0,0.157266168823337,0,0,0,0,0,0,0
EOS,0,0,0,0,0,0,0,0.112252715217429,0.0772832201724367,0,0.114954821310455,0,0.150843709305258,0.120632338186698,0,0,0,0,0,0
BV010082.Index,0,0,0,-0.00999258822120657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0251380519984339
CVIX.Index,0,0,0,0.00939157659388516,0,0,0,0.0169505903184458,0,0,0,0.0331771583250454,-0.045290842269778,0,-0.0159787430399466,0,0,0,0,0.016194176176603
DXY.Curncy,0,0,0,-0.00360461599032483,0,-0.0186129341149769,0,0.000141478205850676,0,0,-0.000265131853534991,0,0,0,0.0104201356276796,0,0,0,0,0
SPX.Index,0,0,0,0,0,-0.00443814244625878,0,0.000584875195809885,0,-0.000207508613015275,0,0,0,0.000937866415407909,0,0,0,0,0,-0.0379325558319913
VIX.Index,0,0.120419619187511,0,0,0,-0.271943968902591,0,0,0.148438327853314,0,0,0,0,0,-0.0781971092040828,0,0,0,0,0
