,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,NEO,ZEC,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.104032859777782,0.0286966454426597,0,0,0,0,-0.00866921329920919,0,0.00213794265430347,-0.0104193979161863,0,0,0,0,0
ETH,0,0,0.0335208578125167,0,0.113404029192688,0.0685937853359814,0.258416945618557,0,0,0,0,0,0,0.0753189966641172,0,0,0,0.137907376758071
XRP,0,0,0,0,0,-0.0918589816024583,0,0.0680158295514713,0,0.382872065324546,-0.0792776815770005,-0.0224659863018888,0,0,0,0,0,0
LTC,0.531534594210549,0,0,0,0,-0.00666361076796162,0,0,0,-0.00199619849955046,-0.00483576792674652,-0.00202048824217781,-0.00155417275928692,0,0,0,0,0
ETC,0,0,0.0634343600240662,0,0,0,0,0,0,0,-0.0224683272457593,0,0,0,0,0,0,0
XMR,0,0.379346496461188,-0.0883073216583746,0,0,0,0,0.190345987014796,-0.460781722883371,0,-0.128270746733731,-0.0309685614498856,-0.151404303135528,0,0,0,0,-0.10262661558876
DASH,0,0,0,0,0,0.0785904742971957,0,0,0,0,-0.0512108356307264,-0.0389516222341364,0,0,0,0,0,0
XEM,0,0,0.182337857823653,0,0.154745926762919,0.0662881206233008,0.265669414892374,0,0,-0.0462388293106384,0.0224866910549191,-0.0280441173124044,0,0,-0.469115799856682,0,0,0.00307282030031919
DOGE,0,0,0.0641352197127493,0,0,-0.0517491864229145,0,0.00244077402290631,0,0,0.0089288638460657,-0.0102969127097563,0,0,0,0,0,0
XLM,0,0,0.558569821100868,-0.261700778718026,0.178756365658153,0.0314850391585394,0,-0.074069877996887,0,0,0.0272344687153181,-0.0144274230292332,0.109475148492633,0,0,0,0,0.0351890667460077
NEO,0,-2.77555756156289e-17,0,0,0,-0.485716577051575,-0.445019408852346,0,0.713994989248593,0,0,0,0,0,0,0,0,0.26393836833788
ZEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,-0.0775238143921766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00522672889874597
CVIX.Index,0,0,0,0,0,0,0,-0.0320420645297885,0,0.0646981144690397,0.00849828106962774,0,0,0,0,0,0,0.101892500686324
DXY.Curncy,0,-0.000572682211577084,-0.00300422231153283,0,0,0,0,0,0,0,0.00240311831149461,9.16797123410128e-05,0,0.05965591203095,0,0,0,0
SPX.Index,0,0,0.00352632279012531,0,0,-0.00413397948691955,0,0.0149051885380453,0,0,0,-0.000288418070176682,0,0,0,0,0,-0.0685496154265782
VIX.Index,0,0,0.133821665352896,0,-0.0651739082475775,-0.0613027214961301,0,0.182576600331892,0,-0.230890662302298,0.0159665226280348,-0.018571423502529,0,0,0.380697368608046,0,-5.87915774376728,0
