,BTC,ETH,XRP,LTC,ETC,DASH,XEM,MIOTA,XMR,EOS,ZEC,NEO,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.172164281149416,0,0,0,0,0.0791068296213558,0,0,0.0114969116391524,0,0.0116242863598331,0.0268282054254769,0,0,0,0,0
ETH,0,0,0,0,0.135631617805701,0.111104313642211,0,0,0,0.0284811569618561,0.192169695528449,0.00954675002422582,0.00749028631928112,0,0.0113509844496804,0,0,0,0,0
XRP,0,-0.172756892699132,0,0,-0.0810422744081951,0.251643154369777,0,0,0,0,0,0,0,0.380273287622204,0,0,0,0,0,0
LTC,0,0,0,0,0,0,0.0833540595942187,0,0.186729171822835,0,0,0.120340360944849,0.0183289265424029,0,0,0,0,0,0,0
ETC,0,0.267957023812079,-0.0751879313619381,0.0585320245062855,0,0.127418964874189,0.131711553727626,0,0.0197880135574156,0,0,0.0528848636094864,0,0,-0.0229215433919601,0,0,0,0,0
DASH,0,0,0,0,0.152535834143777,0,0,0,0.264026611180945,0,0,0.0713424980824404,0,0.0486469669120663,0,0,0,0,0,0
XEM,0,0,0.0601762416201579,0.0725359304323099,0,0,0,0,0.0575718026161082,0,0,0.0298696585106417,0.285524551182732,0,-0.0392482848192897,0,0,0,0,0
MIOTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0,0,0,0.0476016645688994,0,0.297326110997363,0.072909815507489,0,0,0,0,0,0,0.0598878848494438,0,0,0,0,0,0
EOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZEC,0,0.13939623480631,0,0,0,0,0,0,0.0576531019058394,0,0,0.0542996656169227,0.172695149092786,0.0127097492559171,0.0195981879156608,0,0,0,0,0
NEO,0,0,0,0.264462351552691,0.302972131774157,0,0,0,0,0.0368559555429896,0.254980268380798,0,0,0,0.0622261974914186,0,0,0,0,0
DOGE,0,0,0,0.100820024494942,0.0542693539518534,0.11775560270054,0.247034793966097,0,0,0,0,0.030398636977603,0,0.0781200603554793,0,0,0,0,0,0
XLM,0,0,0.533305006406481,0,0,0,0,0,0.255891445626015,0,0,0.0423886734734344,0,0,0.0452359611329755,0,0,0,0,0
DGB,0,0,0.282810816980865,0,0,0,0,0,0.180696278117391,0.100693807431327,0,0.000628647807823328,0.284069415946461,0.064428709804674,0,0,0,0,0,0
BV010082.Index,0,0,0.0245718520450087,0,0,0,-0.034001307880346,0,0,0.00574094400973976,0.0126150224626159,0.00176004010565271,0.0105296286597293,0.00683559317695474,0,0,0,0,0,-0.0223934707590519
CVIX.Index,0,0,0,-0.0266603282688116,0,0,0.0205358915882857,0,0,0.00493140668556926,0,0.00955600413009361,0,0,-0.00307005829363726,0,0,0,0,0
DXY.Curncy,0,0.00658341822667934,-0.0011405045584727,-0.0126627035121729,0.00834698689433808,0,0,0,0,0.00179225892319727,0.00248215209279454,0.00127000019744152,-0.00481778239432444,0.00567629255073068,-0.00239001297213928,0,0,0,0,-0.00866316826675498
SPX.Index,0,0,0,-0.000910150360813825,0,0,0,0,0,0,0,0,0,0,0.00104912090555619,0,0,0,0,-0.0395891541016974
VIX.Index,0,0,0.0600164744587379,0,0,0,0,-0.0818581731688715,0,0,0,0.00760821946449364,0,0.00881343700251422,0,0,0,0,0,0
