,BTC,ETH,XRP,LTC,ETC,DASH,XEM,XMR,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0186814347812242,0,0.483248699377883,0.00106063605207998,0,0.0415915432147908,0.122489749363627,0,0,0.00282995061554114,0,0,0,0,0
ETH,0,0,0,0,-0.162337549427252,0,0.0448913742046039,0,0,0.0248066925134536,0.0955711000670553,0,0,0,0,0
XRP,-0.0028764415379023,0,0,0,-0.00711638436059303,0,0,-0.0317026106457633,0,0.0396858950229481,0.0731524531191671,-0.231556360390405,0.116946087850321,0,0,-0.0781653736605488
LTC,0.580234929807599,0.00428707409063022,0,0,-0.00340436927257283,0,0,0,0,0,0,0,0,0,0,-0.0125280025814813
ETC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASH,0,0.0554921225949395,0,0.0416202363557156,0.00463805783218839,0,-0.0144482751083129,0.0690992527473934,0,0.0761999789881813,0,0,0.11526856161056,0,0,-0.0510806120949296
XEM,1.010119819631,0,0,-1.38777878078145e-17,0,0,0,0.277735386312853,0,0.261078623390815,0.00991222355427938,0,0,0,0,0.0996149411469134
XMR,0.653588608563876,-0.0616124171274281,0,0,-0.022180776557376,0,-0.023849383168847,0,0,0,0.0505108003066013,0,0,0,0,-0.0222247929557121
DOGE,0.390431039916255,0.0541042528111677,0,0.182654665030369,0.00480687331322034,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0
XLM,-6.93889390390723e-18,0,0,0.269089846555416,-0.0458713108479902,0,0.133306596510755,0,0,0,0,0,0,0,0,0.0828975011951758
DGB,0,0.273976447991748,0,0,0,0,0.101390739137493,0,0,0,0,0,0,0,0,0
BV010082.Index,0,-0.0247867650925154,0,-0.0295353285256226,0,0,0.0176808408079718,-0.00665967319169401,0,0,-0.0579853956077956,0,0,0,0,-0.0683664082505099
CVIX.Index,0,-0.0782891391798298,0,-0.103584466484702,-0.00751744366406321,0,0,0,0,0,0.0521485999429585,0,0,0,0,0.0973341551730396
DXY.Curncy,0,-1.0842021724855e-19,0,0,-0.000524280096848012,0.00283863753426654,0,-0.004116966603215,-0.00856912713758168,-0.000159197969376582,-0.00585901358197133,0,0.0475076332729366,0,0,-0.000549931235596829
SPX.Index,0,0,0,0,0,0,0,0,0,0,-0.0111853749973304,0,0,0,0,-0.0616186640745273
VIX.Index,0,0.0407167034651851,-0.0429737405076874,-0.112793501045446,0.0418849724964239,0.233976607621163,-0.0542941720271391,-0.0285574850973642,-0.251698636328335,0.197072214402604,0,0,0.380373828039042,0,-3.06645648821027,0
