,BTC,ETH,XRP,LTC,DASH,XMR,ETC,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0268246905641057,0.202251343456595,0.134739169894836,0,0,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0.0476767144955419,0.0609969728147012,0.0507746162163115,0.18925101198807,0,0,0,0,0.0460265671809681,0.0448159388114643,0,0,0,0,0
XRP,0.0157232700953397,0.0777317138500896,0,0,0.108105925360312,0,0,0.0532605241763665,0,0,0,0,0,0,0,0,0,0
LTC,0.428691218044625,0,0,0,0,0.0726723657752707,0.0668988474088028,0,0,0,0,0,0,0,0,0,0,0
DASH,0.175373370553561,0.465121161251781,0,0,0,0.0819021543203975,0.0355617637803636,0.0519204267706134,0,0.0906906382923131,0,0,0,0,0,0,0,0.00552034002508923
XMR,0.586121329335465,0,0,0.185917472266965,0.0555791915195455,0,0,0,0,0,0,0,-0.0796013457198026,0,0,0,0,0
ETC,0.0652947183920522,0.284285475159859,0,0.123822643471704,0.0460037751967579,0,0,0.0183718239397333,0,0.130634101329301,0.177890370416779,0,0,0,0,0,0,0
XEM,0,0,0,0,0.343379682331741,-0.0586238985808524,0.0433614946644183,0,0,0,0,0.166202567569797,-0.0318991446491675,0,0,0,0,0
DOGE,0.143234264036618,0,0.12100096757203,0,0.0388515973883999,-0.0148124537673792,0.0721299803954893,0,0,0,0.100304808547055,0,0.00384848622899691,0,0,0,0,-4.33680868994202e-19
ZEC,0.0265770724620859,0,0,0.186311370974324,0.220922776650179,0,0.175229979682551,0,0,0,0,0,0.0801178520075575,0,0,0,0,0
XLM,0,0,0,0.0383833792206834,0,0,0.211959282676591,0,0,0,0,0.106841436359277,0,0,0,0,0,0
NEO,0.428651537336082,-0.187853820334038,0,0,-0.0317276158485647,-0.0651306504632311,0,0,0,-0.150026782283657,0.18984406940375,0,0.154461106815181,0,0,0,0,-0.164976996328324
DGB,0.0727882496993927,0,0,0,0,0.0480413615591687,0.126343956518889,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0.0161296855520531,0.0706945725452306,-0.0516933556590728,0,0.177987506466686,-0.0363228048489574,0.0141133381223912,-0.00409553976931933,0,0,0,0,0,-0.0384513966428958
CVIX.Index,0.0402212212669276,0.0585504128478333,0,0,0,0.0355408545055124,0,-0.054339758300752,0,0,0,0.00826245118445227,0,0,0,0,0,0.122353325717597
DXY.Curncy,0,0,-0.00628253450336448,0.0203741895594051,0.0126792789047932,-2.16840434497101e-19,0,-0.0114528308756606,0,0,0,-0.000443634865735888,0,0.1195826878748,0,0,0,-0.00377185184779068
SPX.Index,0,0,0,0,0.00357281304149698,0,-0.00477169723338606,0,0,0,0.00262797358596227,0.00196112536909517,0,0.0335707463593638,0,0,0,-0.0496330161974375
VIX.Index,0,0,0,0,0,0,0,-0.0789583569356075,0,0,0,0,0,0,0,0,0,0
