,BTC,XRP,LTC,XLM,DASH,DOGE,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0336704540241103,0.123791206564944,0.0127158642314583,0.0131538003088684,0.0746189355795873,0.078048594509694,0.0077237105974768,0,0,0,0,0,0
XRP,0.311698418009779,0,0.0584056214899597,0.233222999818604,0,0.0121279446302895,0,0,0,0,0.359341931509486,0,0,0
LTC,0.298152421052139,0.00854408451023101,0,0,0.0501513145234358,0.0844124118530711,0.00508868549602876,0,0,0,0,0,0,0.0550542045897294
XLM,0,0.189099470269628,0,0,0.0523876047642259,0.23235199698507,0,-0.0462667333468839,0,0,0,0,0,-0.0273264932955109
DASH,0,0,0.153139241490514,0.145419957041415,0,0,0,0.060024723163475,0.0786040021459657,0,0,0,0,0
DOGE,0.527924769602738,0,0.0131814361389361,0.375868133422475,0,0,0.0670187122795941,0.0739583944418928,-0.0556316514747806,0,0,0,0,0
XMR,0,0,0.203559122131595,0,-0.208441692957001,0,0,-0.335164347017892,0,0,0,0,0,-0.141583104354567
XEM,0,0,0,0,0,0.464227510809028,0,0,0.0942827177544026,0,0,0,0,0
DGB,0,0,0.170726880635883,0,0,0.115824963675192,0.248451501369802,0,0,0,0,0,0,0.0785006020210478
BV010082.Index,0,-0.0414680720734732,0,0.0342540617825643,0.00255824132721617,-0.0177952369024918,0,-0.0248438487815353,0,0,0.0650910005671689,0,0,0.0320210334933781
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0939603357974956
DXY.Curncy,0,0,-0.0266509184932223,0,0.00777079690591239,0.0216771190920047,-0.0139483889514351,-0.00425182026997436,-0.0225929784502134,0,0.102357825398407,0,0,-0.0140657516538774
SPX.Index,0,0,0,0.00260849406040385,0,0.00335616637557244,0,0,0,0,0,0,0,-0.0673358923608929
VIX.Index,0,0,-0.0186979833481845,-0.00699007707585352,0,0,-0.116795579681819,0.00849162469694936,-0.0109848632648729,0,0.0230849134410828,0,-3.85875117534308,0
