,BTC,XRP,ETH,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.01211064889369,0.571929674326214,-0.011949406148706,0.0580908901028893,0,0.0844864042351789,0,0.0233914519284019,0,0,0,0,0.0248470284953626
XRP,0,0,0,0,0.0140929124746505,0,0.178303298585387,0,0.0160513403464199,0.0416734018173385,0,0,0,0,0
ETH,0,0,0,0,-0.0873313157271949,0,0,0.081926910472987,0,0.065795029754869,0,0,0,0,0.117083499105093
LTC,0.617794034844212,0,0,0,0.0293651233751118,0,0,0,0,0,0,0,0,0,-0.005649179474388
DOGE,0,0,0,0.75078559363703,0,0,0.132957509458316,1.73472347597681e-18,0,0,0,0,0,0,0.000892328166928148
DASH,0.607101355961231,0.0835471850001841,-0.316812886398466,0,-0.080131202872685,0,-0.148927768853902,-0.2366069471609,-0.0729473192452602,0,0,0,0,0,0
XLM,0.0846178174294971,0.11375381768881,0,0,0.225065343617543,-0.0874478955089423,0,0,0.0482370042960911,0.0957634503256192,0,0,0,0,0
XMR,0.445429772375415,0,0,0,0.0763092687096156,-0.131603466405221,0.194130922052307,0,-0.0823835310433349,0.0109988776545836,0,0,0,0,-0.0467030960909069
XEM,0,0.237554988629987,0,0,0,0.101760330209559,0.29112717859946,0.0651285334818869,0,0,0.879837039454117,-0.982179566625767,0,0,0
DGB,0.355356198295675,-0.0793048820251097,0,0,0,0,0.251026225067426,0,0,0,0,0,0,0,0.0119482794188191
BV010082.Index,0,-0.0246786488231833,0.0148351565577209,0.0498316105312274,0.0379417158376093,0,0,0,0.0224843921425022,-0.0284981517492541,0,0,0,0,-0.0671309011485134
CVIX.Index,0,0,0,0,0,-0.0244386727607838,0,0,-0.0415924994266819,0,0,0,0,0,0.0769575218744678
DXY.Curncy,0,0,0.00914063347127243,0,0,0.0023453640672697,0,0.00845344844122679,0,-0.00396051922423256,0,0,0,0,-0.0118437265657768
SPX.Index,0,0.0150743167184507,0,0,-0.00784052599681084,-0.0158354429261379,0,0,0,0,0,0,0,0,-0.106030706229928
VIX.Index,0,0,0,-0.218609663394586,-0.00634298029883414,0,0.162529066098674,0,-0.00696781672270558,0.0596307208129248,0,0.0961345412910983,0,-4.63783290859431,0
