,BTC,ETH,XRP,BCH,LTC,EOS,ADA,XLM,NEO,MIOTA,XMR,TRX,DASH,XEM,BNB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.125988105280125,0,0,0,0,0.0911451303963668,0.0336760182850973,0.0482470262904667,0.0193378269124602,0.201782848401768,0,0.101323206191612,0,0,0,0,0
ETH,0,0,0,0,0.0604441357480739,0,0.0487937673689713,0,0.309316317789937,0,0,0.0171369829931404,0.0339520011853234,0.00227467216630037,0.080469148211478,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0.296757914399651,0,0.0621264091322669,0.0684541825661358,0,0.0441902159162898,0.00888490652816532,0,0,0,0,0
BCH,0,0,0,0,0.160737867478216,0,0,0,0.196523103779625,0.0781643803082028,0,0,0.0682031552863266,0,0.136748091736593,0,0,0,0,0
LTC,0,0,0,0.301579342920944,0,0,0,0,0.117391484889253,0,0.0315191852313215,0,0,0.0591533294500008,0.0248396694069502,0,0,0,0,0
EOS,0,0,0.0147767418675286,0,0,0,0,0,0.312337935137503,0.0201766598080806,0.0796683256083563,0,0,0.080591499604851,0.147844893947866,0,0,0,0,0
ADA,0,0,0,0,0,0,0,0.311482761734085,0.101512046945961,0,0.0383505413698895,0,0,0.198069645058591,0,0,0,0,0,0
XLM,0,0,0.350085980886531,0,0,0,0,0,0.140078324555932,0,0.0417156533998486,0.0633949574015192,0,0.146621085811931,0.035446395555007,0,0,0,0,0
NEO,0,0,0,8.67361737988404e-19,0.0738146451184893,0,0,0.0592590722119212,0,0,0.151678482230359,0,0,0,0.108083076972069,0,0,0,0,0
MIOTA,0,0,0,0,0,0,0,0,0.161604071669813,0,0.125037047777179,0.0759092672571909,0.252991782241811,0.010631661849462,0.0966188305269936,0,0,0,0,0
XMR,0,0,0,0.071214080635498,0,0,0,0,0.382414886204198,0.0338002630351245,0,0.122435037682011,0.131068668909157,0,0,0,0,0,0,0
TRX,0,0,0,0.241093943571073,0,0.208571946113814,0,0,0.0823367431887944,0.258429226179074,0,0,0.035410433395441,0.0834965817874918,0,0,0,0,0,0.0634807372885461
DASH,0,0,0,0,0,0,0.0254758730871772,0.109198496884999,0.152506986445152,0,0.0876640415875125,0.134596127499874,0,0,0.00965709270750418,0,0,0,0,0
XEM,0,0,0,0,0,0,0.125198684624735,0.182763546350377,0.332528715494012,0,0,0.144829743456743,0,0,0,0,0,0,0,0
BNB,0,0.0843104899175756,0,0.024893365244095,0,0,0,0,0.473619978973537,0,0.0447944419468659,0.0998513163242857,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,-0.00896020620371657,0,0,0,0,0,0,0,-0.0388822757067447
CVIX.Index,0,0,0,0,0,-0.0265085593133498,0.020323973743869,0,0,0,-0.0570994867465456,0,0.10178890877051,-0.0191317187320111,-0.0337253255028099,0,0,0,0,0.0312142973873499
DXY.Curncy,0,0,0.00376953009651618,0,-0.0220008715820358,0.0188961708350814,0,-0.0323127192224251,0,0.011263210191285,0,-0.0172192092651349,0.0307938781772862,0,-0.0052126136162935,0,0,0,0,0.00844391504770453
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,-0.0150608929814595,0,0,0,0,0,0,0,-0.0777530566946952
VIX.Index,0.17418316965269,0,0,-0.407576126423566,0,0,0,0,0,0,0.182815664977231,0,0,0.160752944163458,0,0,0,0,-5.0045558324966,0
