,BTC,XRP,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.110389690447703,0.0453123137832242,0.0438095328023038,0.0331993488461059,0.0344961997024228,0,0,0,0,0,0,0
XRP,0.233315061649029,0,0.0622727942189182,0.0517107528462022,0,0.158829565542773,0,0,0,0,0.276379585627533,0,0,-0.0176785766313023
LTC,0.322142447996118,0,0,0.120854496834041,0,0,0.0295858532107324,0,0,0,0,0,0,0.0620917487274551
DOGE,0.548258986976657,0,0,0,0,0.436487185957119,0.0707885976179697,0.0426411420543536,-0.0457805526847891,0,0,0,0,0.00341882811444558
DASH,0,0,0,0.0782981508759678,0,0.197939397727226,0.0792987367772669,-0.0419620308103848,0.0593852333333662,0,0,0,0,0
XLM,0.371046852894843,0.139347798651691,0,0.1331676376755,0.0930780012463146,0,0,0,0.0360984625409474,0,0,0,0,0
XMR,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.116053354012352
XEM,0,-0.00915227240799624,0.181051489141188,0.419252755795582,0,-4.33680868994202e-19,0,0,0.11287725528083,0,0,0,0,0
DGB,0.154780962517392,-0.0688254051447807,0.206264165011769,0.0573882545882482,0,-0.138837367789113,0.0410839051597521,0,0,0.51483698353878,0,0,0,0.0795796487117782
BV010082.Index,0,-0.0135727595664217,0,0,0.0185750058083345,0.0205308638096506,0.0402052407234961,-0.019013297797046,0,0,0.186235716425216,0,0,0
CVIX.Index,0,-0.037678978095254,-0.0574407670727601,0,0.0280810967103657,0.0392279640792975,-0.035390857177163,0.0399390952191495,0.0176838213957029,0.474078449199399,0,0,0,0.0969189189766655
DXY.Curncy,0,0,-0.0343681193666377,0.0255455369658198,0.0118258587766176,0,-0.0131094594975958,0,-0.0147241076911954,0,0.13763226235663,0,0,-0.0186872993853315
SPX.Index,0,0,0,0.00834948469441232,0,0.000816584599327486,0,0,0,0,0,0,0,-0.073887587588094
VIX.Index,0,0,-0.0991518966072076,0.0134476116808637,0,0,-0.131657560829441,0,0,0,0,0,-3.61810267481312,0
