,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,XMR,MIOTA,ETC,ADA,XLM,ZEC,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.14420346719338,0,0.139170795499728,0.00949109013437085,-4.33680868994202e-19,0,0.0730803529046183,0,0.0156047895625701,0.0246671908952453,0.01692172076292,0,0,0,0,0
ETH,0,0,0,0,0.17062242740058,0,0.0589046846012951,0.0509448460531533,0.066304255586699,0.0997047199809386,0,0,0,0,0,0,0,0,0,0
XRP,0,0.393538712409916,0,0,0,0,0,0.0960356438577337,0.0630850933821846,0.104032580630998,0,0,0,0,0,0,0,0,0,0
BCH,0,0,0,0,0,0,0,0.136852285139774,0.0789805574566657,0,0.332940091653796,0,0.049139265473351,0,0,0,0,0,0,0
LTC,0,0,0,0,0,0,0.0151340776034562,0.0410104194081341,0.0482574776386144,0,0.708199697254937,0,0,0,0,0,0,0,0,0
DASH,0,0,0,0.0599229995007297,0.0879277835130562,0,0,0.0575076738709864,0.0723319076238737,0.0757020755285558,0,0,0,0.0429645485314439,0,0,0,0,0,0
XEM,0,0.185813311126124,0,0,0.0313316506543742,0,0,0.0313984228415848,0,0.0814862846258924,0,0,0.0445080006752464,0.0605911801527467,0.011270348349186,0,0,0,0,0
NEO,0,0,0,0.143946098891088,0.0508198888954999,0,0.290206517222082,0,0,0,0,0,0.0863039932941676,0,0,0,0,0,0,0
XMR,0,0,0.11299220332634,0,0.030007269028035,0,0.126036504792675,0,0,0.0203039866792382,0,0,0.0369562136452543,0.320388151323819,0,0,0,0,0,0
MIOTA,0,0,0,0,0,0,0.11217661027695,0.164143917539797,0,0,0,0,0.0848678736097467,0.0839754011037037,0.31332356662105,0,0,0,0,0
ETC,0,0,0,0,0.544114583878669,0,0.0682412474151611,0,0.0276436122876478,0.144220981499406,0,0,0.0229285180946414,0.0171406777021171,0,0,0,0,0,0
ADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLM,0,0,0,0,0,0,0.101412806987502,0.125305419764758,0.22784095582655,0.281153255338926,0.178650216931504,0,0,0,0,0,0,0,0,0
ZEC,0,0,0,0.109203528742355,0,0,0.020604749793297,0.0223912321026163,0.252159915865228,0.0476993470783202,0,0,0.0290421337864231,0,0.169981468235824,0,0,0,0,0
EOS,0,0,0,0,0.217129673885398,0,0,0.157045727039142,0,0.151310660129496,0,0,0.0216750564661669,0.0950930736488867,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0286647493254572
CVIX.Index,0,0,0,0.0237397648216138,0.0149521284089719,0,0,0,-0.0151483981882021,0,0,0.0294728709682395,0,-0.0154055113822515,-0.0225212155639892,0,0,0,0,0.0491043649820668
DXY.Curncy,0,0,0,0,-0.00219295109987004,-0.0182632739164298,0,0.00391758373889198,0,0,0,-0.00411979134815607,0,0,0,0,0,0,0,0
SPX.Index,0,0,0,0,0,0,0,0,-0.000338574259695999,0,0,0,0,0,0,0,0,0,0,-0.0296735396722752
VIX.Index,0,0.0147496051811776,0.151179631842175,0,0,-0.106901727505766,0,-0.0249972319391102,0,0.162106644801954,-0.0932452415183236,0.0487576924366095,0.0242053974050136,0,-0.0853411079159795,0,0,0,0,0
