,BTC,ETH,XRP,LTC,ETC,DASH,XMR,XEM,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0360665067133061,0,0.350687444582968,0.00486616755784934,0,0.0353464058035733,0.0590852721313833,0,0.0487934221691349,0.0242573032577558,0,0,0,0,0
ETH,0,0,0,0,-0.138556038305269,0,0.0477880246685663,0.0503526937738309,0,0,0.069630893220472,0,0,0,0,0
XRP,0,0,0,0,-0.0133957770600364,0,0.013942640590207,0.00922510504058038,0,0.0149985059109924,0.0619227613562473,-0.233947689914045,0,0,0,-0.0225993089199606
LTC,0.471103507006647,0,0,0,-0.00313067033387917,0.00649111073413146,0.030528889827343,0.00123494549117971,0,0,0,0,0,0,0,-0.00837135534598455
ETC,0,-0.205888409086877,0,0,0,0,-0.0083357230346373,0,0,0,0,0,0,0,0,0
DASH,0,0.064460159698522,0,0,0,0,0,0,0,0.0363794479413603,0,0,0,0,0,-0.060131876406562
XMR,0.568917635296482,0,-0.0156088218610285,0,0,0,0,0,0,-0.0314269823117816,0.123193825874391,0,0,0,0,-0.0108397280637924
XEM,1.21270961470952,0.0987535501862764,0,0,0.0247011693931328,0.311212497459888,0,0,0,0.305646844620426,0,0,0,0,0,0.115540619126741
DOGE,0.386034128345294,0.0447582341221787,0.0929232934708213,0,0,0,0,0,0,0,0,0,0,0,0,0
XLM,0.251298752134526,0,0,0.119907900873275,-0.0488234370399203,0,0.045310412984066,0.195690050910869,0,0,-0.0690901024731472,0,0,0,0,0.0648865663768976
DGB,0,0.337788309523177,0,0,0,0,0,0.0732532269524473,0,0,0,0,0,0,0,0.0201283154299922
BV010082.Index,0,0,-0.163502215563833,0,0.0217993068257753,0,-1.0842021724855e-19,-0.0123782842702729,0,0.0517122755878024,0,0,0,0,0,-0.114615568731396
CVIX.Index,0,-0.0765884461634138,0,0,-0.0104325057423756,0,0,0,0,0,0.044425810332706,0,0,0,0,0.120719553917053
DXY.Curncy,-0.0099283558713666,-0.00769696855909007,0,0,-0.00139159186185168,0,0,0.000163556673224889,0,0,0,0,0.0285498783006931,0,0,0.00355628618468741
SPX.Index,0,-0.00392683454374848,0,0,0,0,0,0,0,0,-0.00404668380580821,0,0,0,0,-0.0639554343310668
VIX.Index,0,0.00771919379697165,0,0,0,0,0,-0.218895968672456,-0.247144582805512,0.253575258944294,0.022545759843966,0,0.819333066213214,0,0,0
