,BTC,ETH,XRP,LTC,DASH,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,-0.00282608958867666,0.0795379340640445,0.147313691547539,0.113478156233778,0.0882475477183922,-0.062402767720393,0,0.0212897762148981,0,0.0774608307887645,0,0,0,0,0
ETH,0,0,-0.0301702820884943,0,0.142743853336532,0.345740609115145,0.00525460870010811,0,0,0,0.116438229572782,0,0.0293830193143802,0,0,0,0,0
XRP,0,0.012621559849497,0,0,0,0,0,0,0,0,0.621000384307354,0,-0.0800722046746948,0,0,0,0,0
LTC,0,0,0,0,0,0.100687595300158,0.0267435038121165,-0.0677143749096366,0.0200998387553222,0.097451865940208,0.0933612375267624,0,0,0,0,0,0,0
DASH,0,0,-0.150423964617484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0,0.282518259627075,-0.0212601027832402,0,0,0,0,0.15005861986834,0,0,0,0,0,0,0,0,0,0
ETC,0,0.330501392682341,0,0.0893602334840342,0.117649733889938,0,0,0,0,0,0,0,0,0,0,0,0,0
XEM,0,0,-0.0500448593168164,-0.0203776808630008,0,0.087122616179186,0,0,0.122399330805248,0,0,0,0.121416487009242,0,0,0,0,0
ZEC,0,-4.33680868994202e-19,0,0,0.239194696457921,0.0249946905812712,0,0,0,0.171207617839141,0,0.0792247352210206,0,0,0,0,0,0
DOGE,0,0.115942186976217,0.0834901765376513,0.125191120371364,0,0,0,0,0.180986863959823,0,0.272036147122314,0,0.0905039820079055,0,0,0,0,0
XLM,0,0.0878509556688009,0.405617653083766,0.155246024445408,0,0,0,0,-0.144340659173259,0.159236146211582,0,0,0.172153261684761,0,0,0,0,-0.0394803029512171
NEO,0,0,-0.0305501276235329,0,0,0,0,0,0,0.146814641687311,0,0,0,0,0,0,0,0
DGB,0,0.133540763451603,-0.0709958445919749,0,0,0,0,0.0817074468131366,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0.0677638987853129,0,0,-0.0193760424647485,0,0,-0.0216369606481609,0,0,0,0,0,0.00662503434050061,0,0,0,0,-0.0362964926054112
CVIX.Index,0,0,0,0.0200136385681766,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0.0164014887173115,0,0,0,-0.00690796041735843,0,0.000372276835764842,0,-0.00405429423185864,0,-0.00164578913183957,-0.0101647366395462,0,0.062933690431807,0,0,0,0
SPX.Index,0.00288096231697531,0,0,0.00377048875157726,-0.000726271611245013,0.00534902067811649,0,0,0,0,0,-0.00499023531512098,0,0,0,0,0,-0.0204859961320029
VIX.Index,0,0,0,-0.0118473670929872,-0.0769100014306077,-0.05268201000229,0,0,0,0,-0.0180822472672396,0,0,0,0.348011177025936,0,0,0
