,BTC,XRP,ETH,BCH,EOS,XLM,LTC,BSV,TRX,ADA,MIOTA,XMR,BNB,DASH,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0416196587068614,0,0.0908237666172431,0,0.0206666170461487,0,0,0,0.301609608583896,0.0676625574353004,0,0,0,0,0,0,0
XRP,0,0,0,0.107354371525167,0.168303727927581,0.135732327299871,0,0,0,0,0.0113243338583732,0,0.005016211707666,0.0218161298875329,0,0,0,0,0,0
ETH,0,0,0,0.135585495968835,0.0608363047981345,0,0.0908531535003165,0,0,0,0,0.212347102705585,0.0651271221206425,0.127245265218821,0,0,0,0,0,0
BCH,0,0,0,0,0.144113665963632,0,0,0,0,0.424165872309769,0.253944659200453,0,0,0,0,0,0,0,0,0
EOS,0,0,0,0.0163982650130023,0,0.260790600984342,0,0.0061704559655694,0,0.216125288209408,0,0,0,0.170782869772643,0,0,0,0,0,0
XLM,0,0,0,0.209582085037774,0.200753287453623,0,0,0,0,0,0.0283304127299861,0,0.0809983314746063,0.0448372011944424,0,0,0,0,0,0
LTC,0,0,0,0.073066644618056,0.103951278803595,0.0307391922907103,0,0,0,0,0.123002127240328,0.142244488664139,0,0.0876179745972555,0,0,0,0,0,0
BSV,0,0,0,0.295131070583072,0,0,0,0,0,0,0.179457968099564,0,0,0,0,0,0,0,0,0
TRX,0,0,0,0.121989601683265,0,0.0677318157134214,0,0,0,0.214503776037448,0.142689461817621,0,0.0170358433631504,0,0,0,0,0,0,0
ADA,0,0,0,0.197154577765795,0.109198988135553,0.151683755689035,0,0,0,0,0.11449546947816,0.0884963851671925,0,0,0,0,0,0,0,0
MIOTA,0,0,0,0.190358977121126,0.100446464635873,0.103047229604163,0,0.0425430042834753,0,0,0,0.288190449513465,0,0.0384997113410797,0,0,0,0,0,0
XMR,0,0,0.0111504290319178,0.0459675538720312,-6.93889390390723e-18,0,0,0,0,0.204679686761933,0.0185077611136115,0,0,0.330632577939954,0,0,0,0,0,0
BNB,0,0,0.0998819962075642,0,0.0209093294629492,0.101817027700044,0.21707543008546,0.0202822811975619,0,0.157852668837102,0,0,0,0,0,0,0,0,0,0
DASH,0,0,0.362452238945262,0.117239020395097,8.67361737988404e-19,0,0,0.0135695746304274,0,0,0,0.251366728062777,0,0,0,0,0,0,0,0
XEM,0,0,0,0.137799813014268,0,0,0,0,0.0995350053325915,0,0.0511795335792916,0.197104342525964,0.0710583988190269,0,0,0,0,0,0,0
BV010082.Index,0,0,0,-0.0544574521513823,0,0,0.0549708399516309,0.00401867640269534,0,0,0.0208038660814045,0,0,0,0.0430936703444139,0,0,0,0,-0.0759073659692926
CVIX.Index,0,0,0,0.0158022218685045,0,0,0,0.014978000440619,0.0137472160825265,0,0.0269121484598635,-0.0686024720626131,-0.0878759808561754,0.0581464236631853,0,0,0,0,0,0.0759774791391928
DXY.Curncy,0,0,0.00223961038223219,0,0,1.35525271560688e-20,0.0102294626642538,0.00629155881410219,-0.020471648325391,0,-0.00414494626977269,0,0,0,0.00934530030181446,0.0140016951664779,0,0,0,0.0042791367880806
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00905103904135999,0,0,0,0,0,-0.127377589966006
VIX.Index,0,0,0,0,0.220430428716769,0,0,0.0325149044437508,0,0,0,-0.282057134192868,0,0,0,0,0.452388845987882,0,-2.58257191123358,0
