,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,MIOTA,XMR,ETC,ZEC,ADA,XLM,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.100458044977554,0,0,0.0415521279409134,0.189039389366378,0,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0.0358511259824048,0.154713011099998,0,0.0624797974286583,0.0429560360587995,0.142662583673917,0,0,0.0394594507371894,0,0.122528310389122,0,0,0,0,0,0
XRP,0,0.0901268700926307,0,0.0275904164807419,0,0,0,0.0346400275826152,0,0,0,0,0,0.314443564826224,0,0,0,0,0,0
BCH,0,0,0,0,0.109896699326245,0,0.17837792701635,0,0.0557799393688744,0.0780137718587274,0.294445471429069,0,0,0,0,0,0,0,0,0
LTC,0,0.0319798331710049,0,0,0,0,0,0,0.0409605349895367,0,0.683532442822679,0,0,0.0973216183891223,0,0,0,0,0,0
DASH,0,0,0,0.0391019760276699,0,0,0.104630851487032,0.045832526222206,0.131117939722656,0,0,0,0,0.126913662367155,0,0,0,0,0,0
XEM,0,0.185061439182759,0,0,0,0.0901549307938709,0,0.0477552032603922,0.0710554927707384,0,0.0519585713617364,0,0,-8.67361737988404e-19,0.0232971916124776,0,0,0,0,0
NEO,0,0,0,0,0.139732975449863,0,0.28805526717127,0,0.0327149820561733,0,0,0,0,0,0.131976385577086,0,0,0,0,0
MIOTA,0,0.164643952564809,0,0,0,0,0,0.0767889154405565,0,0.0356393608813872,0,0.382728949590962,0,0,0.092727525228041,0,0,0,0,0
XMR,0,0,0,0.013417813107349,0,0,0,0.0101208272883949,0.0749486100268443,0,0,0.195618750439445,0,0.151518714847969,0,0,0,0,0,0
ETC,0,0,0,0.0162186332758272,0.468904640514704,0,0,0,0.0610170086559192,0,0,0.0622617660751376,0,0.0383921796319662,0,0,0,0,0,0
ZEC,0,0,0,0.0377197164316382,0,0.310420074980234,0,0,0,0.0408524525423544,0,0,0,0.2042082669883,0.171924594274884,0,0,0,0,0
ADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLM,0,0.097802160575439,0.145019896882865,0,0,0,0.0195448095747687,0.00323443897490575,0,0.171145892883379,0.323460529704122,0.149094511707584,0,0,0,0,0,0,0,0
EOS,0,0.141230836467315,0,0,0.148665187864527,0,0,0.105245836157299,0.118898699016029,0,0,0.117047898786203,0,0.156813308965413,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,-0.0202645874476297,0,-0.0095124852036182,0.00500097022369745,0,4.33680868994202e-19,0.044604387900626,0,0,0,0,-0.0416366862631275
CVIX.Index,0,0,0,0.00786273051519118,0,0.0114494075682752,0.0252548538715375,0,0.0378675068606583,0,0,-0.085872470349488,0.0283071824500406,0,-0.0236089479546603,0,0,0,0,0.0355711255562309
DXY.Curncy,-0.00330928045391293,-0.000776956981067914,0,-0.00275156425072418,-0.00138820547297337,-0.0197349332546035,0,2.71050543121376e-20,0,0,-5.42101086242752e-20,0,0,-0.00176518282555607,0.0166802044266197,0,0,0,0,0
SPX.Index,0,0,0,0,0,-0.00477462810634283,0,0.000865884405484656,0,0,0.000554020089217056,0,0,0,0,0,0,0,0,-0.0380026988169774
VIX.Index,0,0,0,0,0,-0.283386709349593,0.0127695085892317,0,0.15333162921352,0,0,0,0,0.0849384377608949,-0.080393185923981,0,0,0,0,0
