,BTC,ETH,XRP,DASH,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0663647221826668,0,0.116462345703091,0.0871035574680913,0.0861832489225453,-0.0516955252357776,0,0.0105733424908102,0,0.0664592221027689,0,0,0,0,0
ETH,0,0,-0.0510012327260683,0.127409392673516,0,0.326253699473976,0.0413291093095801,0.0368429152469989,0,0,0.160104859003547,0,0.00188791718902244,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0,0,0.576488046046109,0,-0.0853812358628816,0,0,0,0,0
DASH,0,0,-0.101831995808538,0,0,0,0,0,0.153711807660003,-0.135888111214402,0,0,0,0,0,0,0,0
LTC,0,-8.67361737988404e-19,0,0,0,0.0936523335132459,0.0152702403442286,-0.0578545566495571,0.00877261352134991,0.0736019420267211,0.0832326303540274,0,0,0,0,0,0,0
XMR,0,0.282518259627075,-0.0212601027832402,0,0,0,0,0.15005861986834,0,0,0,0,0,0,0,0,0,0
ETC,0,0.330509774332944,0,0.117637561138642,0.089354730381919,0,0,0,0,0,0,0,0,0,0,0,0,0
XEM,0,0,0,0,0,0.0943876168441747,0,0,0.145255140980974,-0.159547069278815,0,0.0269715551403916,0.206650462608051,0,0,0,0,0
ZEC,0,0,0,0.228203562598702,-0.0162964253512887,0.0931509474181173,0,0,0,0.181505043691972,0,0.0790230048316398,0,0,0,0,0,0
DOGE,0,0.081449027079767,0.0634836264617721,0,0.133753601875084,0,0,0,0.13151558446416,0,0.266834626633709,0,0.0182527428474652,0,0,0,0,0
XLM,0,0.146175642617991,0.413512775311844,0,0.154861669987661,0,0,0,-0.138048451191495,0.0969179868128629,0,0,0.0706890035419704,0,0,0,0,0
NEO,0,0,-0.0305501276235329,0,0,0,0,0,0,0.146814641687311,0,0,0,0,0,0,0,0
DGB,0,0.133539168196518,-0.070982328751627,0,0,0,0,0.0817015361654686,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0.061416985523799,0.004399028660094,0.00324682107973291,0,-0.00410999876762794,0,-0.0622229602986062,0,0,0,0,-0.0165723656677071,0.0254569609421809,0,0,0,0,-0.0835773905222973
CVIX.Index,0,0,0,0,0.0202125308464767,0,0,-0.0347486359539406,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0.00805527499024603,-0.00258275445971615,0,-0.00789673317347452,0,0,0.00299066627845671,0.00165502413556033,0,0,-0.00133749959448549,-0.00879137048797562,-0.000393043467436107,0.0710737431982908,0.00900329835864098,0,0,0
SPX.Index,0,0.000385461908050902,0,-0.000572616729252291,0.00361544511131648,0.00540594095989169,0,0,0,0,0,-0.00518029651673592,0,0,0,0,0,-0.0193329960419484
VIX.Index,0,0,0,-0.0352089930528898,-0.00551807206159282,-0.0881466604554997,0,0,0,0,0,0,0,0,0.30358807528441,0,0,0
