,BTC,ETH,XRP,BCH,ADA,LTC,NEO,XLM,EOS,XEM,MIOTA,DASH,XMR,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0276350918632633,0,0,0,0.0682591035154236,0.0612959162271351,0,0,0,0,0.266629486749257,0,-8.67361737988404e-19,0,0,0,0,0
ETH,0,0,0,0,0,0.190589898252487,0.146750385563754,0,0.0489001820717324,0,0,0,0,0.0250155779435565,0.181812399596835,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0.0850223163439773,0.075268667297664,0.140783917517751,0,0,0,0.11552804548506,0.156222870227382,0,0,0,0,0
BCH,0,0,0,0,0,0.13879857116991,0.0359391876566946,0,0.112423718654709,0,0,0.214415112009776,0.220963331319345,0,0.0044427865786813,0,0,0,0,0
ADA,0,0,0.0888107366666317,0,0,0,0,0.205309709210443,0.114869428690453,0.118487401175953,0,0,0,0.0144735480859729,0,0,0,0,0,0
LTC,0.197605664020826,0,0,0,0,0,0,0,0.0674003778717988,0.0240213925051904,0.0501552559012544,0,0,0.00152800787730207,0.215170001192594,0,0,0,0,0
NEO,0,0.300812696022134,0.0145299210735905,0.127087354310384,0.034449531877422,0,0,0.147190119177029,0,0.0235192641441337,0,0,0.107091662589037,0,0.0935315739940599,0,0,0,0,0
XLM,0,0,0.128588895274325,0,0.32021978155252,0,0.0779920231120456,0,3.46944695195361e-18,0,0.0898835865490847,0,0,0,0.0754178622287597,0,0,0,0,0
EOS,0,0,0.0322376009695095,0.110282656121764,0.0155019471682335,0.103821763158388,0,0,0,0.0530990496051072,0,0,0,0.110564786276788,0.234650518508034,0,0,0,0,0
XEM,0,0,0.14105848465607,0.146304508965869,0,0,0.114525600298371,0.251912340880605,0.0428946898193941,0,0,0,0,0.00195524375732435,0,0,0,0,0,0
MIOTA,0,0,0,0,0,0.174658572320867,0,0.0282765607662056,0,0.143193727647259,0,0,0,0,0.407084894829862,0,0,0,0,0
DASH,0,0,0,0.110854362420166,0,0.0713071630950953,0,0,0.079119047230183,0,0,0,0,0,0.301275037486782,0,0,0,0,0
XMR,0.0267658627979885,0,0,0.173752459009062,0,0,0.178662788247596,0.0145706618689336,0,0,0,0.227294830741139,0,0.0363316935744005,0.0629979012257385,0,0,0,0,0
TRX,0,0,0.138751129732557,0.114621678807536,0,0.155244519621051,0,0,0.13131193973578,0,0,0.319613132360639,0,0,0,0,0,0,0,0
ETC,0,0,0.0285201432696854,0.24307562570033,0,0,0.0851324291175025,0,0,0.128767666609656,0,0.0282602455063627,0.02863151398941,0.0202948350882217,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,-0.000320081709689063,0,0,0,0,0,0,0,0,0,-0.0426544580255769
CVIX.Index,0,0,0,0,0.0123218036899405,-0.00787071285590786,0,0,0,0.0107087978359521,0,0,0,-0.0201770129284956,0,0,0,0,0,0
DXY.Curncy,0,0,-0.0015545916275597,-0.00297740537456201,-0.00553857755413598,0.00714369739113323,0,-0.00124565533594133,0,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0540672839889633
VIX.Index,0,0,4.33680868994202e-19,0.151564534225715,-0.0753412943405895,0,0,0,-4.33680868994202e-19,-0.0749182033232903,0,0,0.0297383905841263,-0.0584317936769515,0,0,0,0,0,0
