,BTC,ETH,XRP,XEM,ETC,LTC,DASH,XMR,XLM,DGB,ZEC,DOGE,BAT,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0305353623993087,0,0.0458353093080891,0,0.121104436317581,0,0.0186399544107961,0,0,0,0.0468887124422718,0,0,0,0,0
ETH,0,0,-0.0205894718603797,0,0.0976260451795867,0,0.146638704789809,0.0291668085599865,-0.031846898602834,0,0,0.0332998828082489,0,0.00788327147642144,0,0,0,0,0
XRP,0,-0.149969979100601,0,0,-0.0550435702850527,0,0.193184936971687,0.0211407061861877,0.376365019134331,0,0,-0.0304958475234151,0.109089686697626,0,0,0,0,0,0
XEM,0.385498648505385,0,0.173566107573101,0,0,0,0,0.0327765139026732,0,-0.0570518351317831,0.0820987096512923,0.322247758592137,0,0.02616526953822,0,0,0,0,0
ETC,0,0.128543529579469,-0.108643925578746,0,0,0,0,0,0,0,0,0,0,0.266168879731116,0,0,0,0,0.0158399352887275
LTC,0.279221036365004,-0.146482169452305,-0.0332381426064547,0.111107932568833,0,0,0.170082328757981,0.141495650443617,0.0898208129755388,-0.00451497413434394,-0.08411903334844,0.103630777334794,0,0.192953921019714,0,0,0,0,0
DASH,0,0.0704781714666235,0.0279289048009732,0,0.0621903379989217,0.0271137200585922,0,0.265103889798808,0.0401538236829286,-0.0181665729284003,0.193477402278531,0,0,-0.0179420712239182,0,0,0,0,0
XMR,0,0.0191836156154477,0,0.0490082666627485,0,0.0534212579907928,0.220002681010233,0,0.0612261137118995,-0.00572105280940499,0,1.73472347597681e-18,0,0,0,0,0,0,0
XLM,0,0,0.618462939216893,0,0,0,0,0.234022765377775,0,0.00645851264405359,0,0.000130287545916902,0,0,0,0,0,0,0
DGB,0,0,0.0795067947123385,0,0,0,0,0.272291816963645,0.179117615046171,0,0,0,0,0,0,0,0,0,0
ZEC,0,0.273455592868614,0.0524820119159436,0.0517967713905974,0,0,0,0.0924317340780006,0,0,0,0.0796658833865642,0,0.0377169823123628,0,0,0,0,-0.0622662318451077
DOGE,0,0,0,0.250978213265645,0,0.294694274373875,0,0,0.00950874946962802,0.0438045849249484,0.279685098110332,0,0,0.0869441731277709,0,0,0,0,0
BAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEO,0,0,0,0,0.162063141467732,0,0,0.257580548780541,0,0.0392457146706386,0.195864803452728,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0.00605345683613613,0.00186953261365869,0,0,0,0.0202288157306264,0,0,0,0,-0.0736558572303345
CVIX.Index,0,0,0,0.0209240553590844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0.00900490417294555,0.00195735550254791,-0.0119136602190148,0.00472334671249853,0,0,-0.00101389857560766,0.00118736118566498,-0.00626150611220032,0,0,0,0,0,0,0,0,0.00207998710629675
SPX.Index,0,0,0,-0.00226856061974648,0,0,0,0,0,0.00398598860717143,0,0,0,0,0,0,0,0,-0.0260392700630909
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
