,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,TRX,XMR,NEO,DASH,BNB,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0228417607871128,0,0.189244883657629,0,0,0,0,0.0488041287341823,0.00463179830457449,0.0389067607290631,0.0683283595899426,0,0,0,0,0,0,0,0
ETH,0,0,0,0.151319337592279,0.013100236630848,0,0,0,0.196071278250783,0.162232909482692,0,0,0,0.0162754877625768,0.0131239366844664,0,0,0,0,0
XRP,0,0.0628346316473835,0,0.134470897184756,0.0218443327938299,0,0.0531374344775759,0.174099929454217,0.0707359961139995,0.090109733604921,0,0,0,0,0.0028870877574528,0,0,0,0,0
BCH,0,0,0,0,0.19306766597392,0,0,0.166099555012916,0.148930646763975,0.0267083013883064,0,0.0245633240189118,0,0,0.177812835698622,0,0,0,0,0
EOS,0,0,0,0.274821379196588,0,0,0,0.364939281909995,0,0.115472991155141,0,0.0984087833140211,0,0.148768226480647,0,0,0,0,0,0
LTC,0,0,0,0.367063016109457,0.0936362031870491,0,0,0,0,0.0104738448921936,0,0,0,0,0,0,0,0,0,0
XLM,0,0,0,0.13478918894564,0.179850868320384,0,0,0.10068565063341,0.0753840969461244,0.083791720770742,0,0,0,0,0,0,0,0,0,0
ADA,0,0,0,0.263837284452773,0.111239827210784,0,0,0,0.101867585523276,0.123911939143733,0,0,0,0.0268996364186161,0.00862044477702829,0,0,0,0,0
MIOTA,0,0,0,0,0.249812495004532,0,0.144359411291405,0.0996431926456835,0,0,0,0,0,0,0,0,0,0,0,0
TRX,0,0,0,0.140274563127917,0.286622827808549,0,0.170859476212134,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0,0,0,0.186979719537097,0.0167068589740516,0,0,0.290192631068222,0.0477089151113221,0.0264083446895342,0,0,0,0,0,0,0,0,0,0
NEO,0,0.0409097059032131,0,0.0565869349990985,0.128366815038392,0,0.204345584929531,0.0579592674093949,0.0876930443882155,0.0750402385262221,0,0,0.175833436988055,0,0,0,0,0,0,0
DASH,0,0,0,0.293045388563067,0.00707767333673919,0,0,0,0.0346398461196582,0,0,0.122398733721045,0,0,0,0,0,0,0,0
BNB,0,0.112021691641618,0,0.0814159023977252,0.026357390536906,0,0,0.109886674490167,0.146611232191848,0,0,0,0,0,0.0179005889245865,0,0,0,0,0
ETC,0,0,0,0.201707112437066,0,0,0,0.239059295784281,0.0330682689989539,0.0972826382052352,0,0.00949598345781932,0,0.0418420427998804,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0.00364166079176547,0,0,0,0,-0.0211842662486756,0,0,0,0,0,-0.107747072627859
CVIX.Index,0,0,0.151850988878362,0,0,0,-0.13903835165079,-0.0920727317512663,0.0530703640267087,0,0,0.0935308651534098,-0.0678555539464653,0,-0.0109939330911924,0,0,0,0,0.0198011994402445
DXY.Curncy,0,0,0,0,0.00997680350924991,0.0012943515225256,0,0,0,0,0,-0.00228471883589655,-0.00791648445627426,0,0.00729021412600101,-0.0247024909432726,0.0226038555993432,0,0,0
SPX.Index,0,0,0,0.00331178506424971,0,0,0,0,-0.00663292084346284,0,0,0,0,0,0,0,0,0,0,-0.0559996243447044
VIX.Index,0,0,0,-0.0750617903402668,-0.0904348414202368,0,-0.0925099736284287,0,0,0,0,0,0,-0.0615903995539063,0.0992460361791205,-1.16164334772833,0,0,-1.01692457470614,0
